date,rank,track,artist,bb_last_week,bb_peak,bb_woc
1/6/2024,1,Rockin' Around The Christmas Tree,Brenda Lee,2,1,58
1/6/2024,2,All I Want For Christmas Is You,Mariah Carey,1,1,65
1/6/2024,3,Jingle Bell Rock,Bobby Helms,3,3,56
1/6/2024,4,Last Christmas,Wham!,4,4,38
1/6/2024,5,A Holly Jolly Christmas,Burl Ives,5,4,39
1/6/2024,6,It's The Most Wonderful Time Of The Year,Andy Williams,7,5,39
1/6/2024,7,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,8,7,31
1/6/2024,8,Feliz Navidad,Jose Feliciano,9,6,32
1/6/2024,9,Lovin On Me,Jack Harlow,6,1,7
1/6/2024,10,Sleigh Ride,The Ronettes,10,8,28
1/6/2024,11,Santa Tell Me,Ariana Grande,12,11,24
1/6/2024,12,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",11,9,44
1/6/2024,13,Underneath The Tree,Kelly Clarkson,13,11,27
1/6/2024,14,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,15,12,35
1/6/2024,15,Christmas (Baby Please Come Home),Darlene Love,17,15,22
1/6/2024,16,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,16,16,14
1/6/2024,17,Deck The Halls,Nat King Cole,23,16,13
1/6/2024,18,Blue Christmas,Elvis Presley,25,18,13
1/6/2024,19,Cruel Summer,Taylor Swift,18,1,34
1/6/2024,20,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,30,20,9
1/6/2024,21,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,22,21,20
1/6/2024,22,Run Rudolph Run,Chuck Berry,27,10,22
1/6/2024,23,It's Beginning To Look A Lot Like Christmas,Michael Buble,24,19,20
1/6/2024,24,Greedy,Tate McRae,19,7,15
1/6/2024,25,Little Saint Nick,The Beach Boys,31,25,8
1/6/2024,26,Wonderful Christmastime,Paul McCartney,36,26,13
1/6/2024,27,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,14,12,23
1/6/2024,28,Please Come Home For Christmas,Eagles,32,18,15
1/6/2024,29,Paint The Town Red,Doja Cat,21,1,21
1/6/2024,30,Santa Claus Is Comin' To Town,Jackson 5,35,30,11
1/6/2024,31,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,28,1,18
1/6/2024,32,Water,Tyla,26,10,13
1/6/2024,33,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,34,31,12
1/6/2024,34,This Christmas,Donny Hathaway,45,34,5
1/6/2024,35,Agora Hills,Doja Cat,29,14,14
1/6/2024,36,Last Night,Morgan Wallen,33,1,48
1/6/2024,37,Mistletoe,Justin Bieber,-,11,13
1/6/2024,38,Happy Holiday / The Holiday Season,Andy Williams,44,18,19
1/6/2024,39,Christmastime Is Here,Vince Guaraldi Trio,-,39,4
1/6/2024,40,Like It's Christmas,Jonas Brothers,43,40,7
1/6/2024,41,Have Yourself A Merry Little Christmas,Michael Buble,-,41,4
1/6/2024,42,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,48,38,6
1/6/2024,43,I Saw Mommy Kissing Santa Claus,Jackson 5,-,43,1
1/6/2024,44,Thinkin' Bout Me,Morgan Wallen,37,7,43
1/6/2024,45,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,38,16,27
1/6/2024,46,Merry Christmas,Ed Sheeran & Elton John,-,42,7
1/6/2024,47,Fast Car,Luke Combs,46,2,40
1/6/2024,48,Lose Control,Teddy Swims,41,39,20
1/6/2024,49,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,40,1,9
1/6/2024,50,(There's No Place Like) Home For The Holidays (1954),Perry Como With Mitchell Ayers And His Orchestra,-,50,1
1/6/2024,51,Lil Boo Thang,Paul Russell,47,23,15
1/6/2024,52,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,50,11,12
1/6/2024,53,FTCU,Nicki Minaj,42,42,3
1/6/2024,54,Stick Season,Noah Kahan,53,31,13
1/6/2024,55,Everybody,Nicki Minaj Featuring Lil Uzi Vert,39,26,3
1/6/2024,56,White Horse,Chris Stapleton,52,12,23
1/6/2024,57,First Person Shooter,Drake Featuring J. Cole,51,1,12
1/6/2024,58,Used To Be Young,Miley Cyrus,54,8,18
1/6/2024,59,Houdini,Dua Lipa,57,11,7
1/6/2024,60,Good Good,"Usher, Summer Walker & 21 Savage",56,25,20
1/6/2024,61,World On Fire,Nate Smith,55,47,9
1/6/2024,62,La Diabla,Xavi,76,62,2
1/6/2024,63,Pretty Little Poison,Warren Zeiders,59,46,16
1/6/2024,64,On My Mama,Victoria Monet,62,48,15
1/6/2024,65,My Love Mine All Mine,Mitski,58,26,14
1/6/2024,66,Exes,Tate McRae,60,34,6
1/6/2024,67,Surround Sound,JID Featuring 21 Savage & Baby Tate,61,61,7
1/6/2024,68,Monaco,Bad Bunny,64,5,11
1/6/2024,69,Strangers,Kenya Grace,66,52,15
1/6/2024,70,You Broke My Heart,Drake,70,11,6
1/6/2024,71,Get Him Back!,Olivia Rodrigo,68,11,16
1/6/2024,72,IDGAF,Drake Featuring Yeat,63,2,12
1/6/2024,73,Harley Quinn,Fuerza Regida & Marshmello,69,40,8
1/6/2024,74,Wild Ones,Jessie Murph & Jelly Roll,67,42,12
1/6/2024,75,Bellakeo,Peso Pluma & Anitta,71,71,2
1/6/2024,76,Truck Bed,HARDY,72,55,28
1/6/2024,77,Save Me The Trouble,Dan + Shay,73,73,9
1/6/2024,78,Jingle Bells,Meghan Trainor,81,78,2
1/6/2024,79,La Victima,Xavi,91,79,2
1/6/2024,80,Where The Wild Things Are,Luke Combs,78,78,6
1/6/2024,81,Qlona,Karol G & Peso Pluma,82,28,20
1/6/2024,82,You're Losing Me (From The Vault),Taylor Swift,77,27,5
1/6/2024,83,500lbs,Lil Tecca,75,51,14
1/6/2024,84,The Painter,Cody Johnson,80,55,12
1/6/2024,85,Never Lose Me,Flo Milli,84,84,2
1/6/2024,86,Burn It Down,Parker McCollum,86,77,10
1/6/2024,87,Winter Wonderland,Chloe,96,87,2
1/6/2024,88,Segun Quien,Maluma & Carin Leon,89,68,13
1/6/2024,89,Needle,Nicki Minaj Featuring Drake,65,34,3
1/6/2024,90,DJ Play A Christmas Song,Cher,94,90,2
1/6/2024,91,Mind On You,George Birge,88,88,2
1/6/2024,92,Lace It,"Juice WRLD, Eminem & benny blanco",85,85,2
1/6/2024,93,Hey Driver,Zach Bryan Featuring The War And Treaty,92,14,18
1/6/2024,94,Feather,Sabrina Carpenter,90,90,4
1/6/2024,95,Can't Catch Me Now,Olivia Rodrigo,87,56,8
1/6/2024,96,El Amor de Su Vida,Grupo Frontera & Grupo Firme,-,68,16
1/6/2024,97,Standing Next To You,Jung Kook,79,5,8
1/6/2024,98,Man Made A Bar,Morgan Wallen Featuring Eric Church,-,15,14
1/6/2024,99,Que Onda,Calle 24 x Chino Pacas x Fuerza Regida,98,61,13
1/6/2024,100,Great Gatsby,Rod Wave,99,30,14
1/13/2024,1,Lovin On Me,Jack Harlow,9,1,8
1/13/2024,2,Cruel Summer,Taylor Swift,19,1,35
1/13/2024,3,Greedy,Tate McRae,24,3,16
1/13/2024,4,Paint The Town Red,Doja Cat,29,1,22
1/13/2024,5,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,31,1,19
1/13/2024,6,Snooze,SZA,-,2,55
1/13/2024,7,Water,Tyla,32,7,14
1/13/2024,8,Last Night,Morgan Wallen,36,1,49
1/13/2024,9,Fast Car,Luke Combs,47,2,41
1/13/2024,10,Agora Hills,Doja Cat,35,10,15
1/13/2024,11,Thinkin' Bout Me,Morgan Wallen,44,7,44
1/13/2024,12,Lose Control,Teddy Swims,48,12,21
1/13/2024,13,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,49,1,10
1/13/2024,14,Lil Boo Thang,Paul Russell,51,14,16
1/13/2024,15,Flowers,Miley Cyrus,-,1,46
1/13/2024,16,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,52,11,13
1/13/2024,17,FTCU,Nicki Minaj,53,17,4
1/13/2024,18,White Horse,Chris Stapleton,56,12,24
1/13/2024,19,Stick Season,Noah Kahan,54,19,14
1/13/2024,20,What Was I Made For?,Billie Eilish,-,14,24
1/13/2024,21,Vampire,Olivia Rodrigo,-,1,24
1/13/2024,22,Need A Favor,Jelly Roll,-,13,38
1/13/2024,23,Dance The Night,Dua Lipa,-,6,27
1/13/2024,24,Fukumean,Gunna,-,4,27
1/13/2024,25,World On Fire,Nate Smith,61,25,10
1/13/2024,26,Houdini,Dua Lipa,59,11,8
1/13/2024,27,Everybody,Nicki Minaj Featuring Lil Uzi Vert,55,26,4
1/13/2024,28,Save Me,Jelly Roll With Lainey Wilson,-,19,26
1/13/2024,29,First Person Shooter,Drake Featuring J. Cole,57,1,13
1/13/2024,30,Used To Be Young,Miley Cyrus,58,8,19
1/13/2024,31,Kill Bill,SZA,-,1,51
1/13/2024,32,Good Good,"Usher, Summer Walker & 21 Savage",60,25,21
1/13/2024,33,Pretty Little Poison,Warren Zeiders,63,33,17
1/13/2024,34,La Diabla,Xavi,62,34,3
1/13/2024,35,On My Mama,Victoria Monet,64,35,16
1/13/2024,36,Truck Bed,HARDY,76,36,29
1/13/2024,37,My Love Mine All Mine,Mitski,65,26,15
1/13/2024,38,Save Me The Trouble,Dan + Shay,77,38,10
1/13/2024,39,Exes,Tate McRae,66,34,7
1/13/2024,40,I Know ?,Travis Scott,-,11,21
1/13/2024,41,Wild Ones,Jessie Murph & Jelly Roll,74,41,13
1/13/2024,42,Strangers,Kenya Grace,69,42,16
1/13/2024,43,Monaco,Bad Bunny,68,5,12
1/13/2024,44,Surround Sound,JID Featuring 21 Savage & Baby Tate,67,44,8
1/13/2024,45,The Painter,Cody Johnson,84,45,13
1/13/2024,46,Get Him Back!,Olivia Rodrigo,71,11,17
1/13/2024,47,Never Lose Me,Flo Milli,85,47,3
1/13/2024,48,Dial Drunk,Noah Kahan With Post Malone,-,25,24
1/13/2024,49,Where The Wild Things Are,Luke Combs,80,49,7
1/13/2024,50,You Broke My Heart,Drake,70,11,7
1/13/2024,51,IDGAF,Drake Featuring Yeat,72,2,13
1/13/2024,52,Harley Quinn,Fuerza Regida & Marshmello,73,40,9
1/13/2024,53,Burn It Down,Parker McCollum,86,53,11
1/13/2024,54,Bellakeo,Peso Pluma & Anitta,75,54,3
1/13/2024,55,La Victima,Xavi,79,55,3
1/13/2024,56,Feather,Sabrina Carpenter,94,56,5
1/13/2024,57,500lbs,Lil Tecca,83,51,15
1/13/2024,58,Qlona,Karol G & Peso Pluma,81,28,21
1/13/2024,59,I Can Feel It,Kane Brown,-,59,1
1/13/2024,60,Hey Driver,Zach Bryan Featuring The War And Treaty,93,14,19
1/13/2024,61,You're Losing Me (From The Vault),Taylor Swift,82,27,6
1/13/2024,62,Mind On You,George Birge,91,62,3
1/13/2024,63,Can't Catch Me Now,Olivia Rodrigo,95,56,9
1/13/2024,64,Different 'Round Here,Riley Green Featuring Luke Combs,-,64,5
1/13/2024,65,Segun Quien,Maluma & Carin Leon,88,65,14
1/13/2024,66,Man Made A Bar,Morgan Wallen Featuring Eric Church,98,15,15
1/13/2024,67,El Amor de Su Vida,Grupo Frontera & Grupo Firme,96,67,17
1/13/2024,68,Soak City,310babii,-,68,3
1/13/2024,69,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",-,69,2
1/13/2024,70,Standing Next To You,Jung Kook,97,5,9
1/13/2024,71,23,Chayce Beckham,-,71,1
1/13/2024,72,Perro Negro,Bad Bunny & Feid,-,20,9
1/13/2024,73,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton,-,73,3
1/13/2024,74,Que Onda,Calle 24 x Chino Pacas x Fuerza Regida,99,61,14
1/13/2024,75,Oklahoma Smokeshow,Zach Bryan,-,75,11
1/13/2024,76,Wondering Why,The Red Clay Strays,-,76,2
1/13/2024,77,Mmhmm,BigXthaPlug,-,77,2
1/13/2024,78,Great Gatsby,Rod Wave,100,30,15
1/13/2024,79,FE!N,Travis Scott Featuring Playboi Carti,-,5,10
1/13/2024,80,Bad Idea Right?,Olivia Rodrigo,-,7,18
1/13/2024,81,Rompe La Dompe,"Peso Pluma, Junior H & Oscar Maydon",-,81,1
1/13/2024,82,Can't Have Mine,Dylan Scott,-,57,12
1/13/2024,83,Needle,Nicki Minaj Featuring Drake,89,34,4
1/13/2024,84,Virginia Beach,Drake,-,3,11
1/13/2024,85,Rich Men North Of Richmond,Oliver Anthony Music,-,1,18
1/13/2024,86,Northern Attitude,Noah Kahan With Hozier,-,37,5
1/13/2024,87,Now That We Don't Talk (Taylor's Version) [From The Vault],Taylor Swift,-,2,7
1/13/2024,88,Lace It,"Juice WRLD, Eminem & benny blanco",92,85,3
1/13/2024,89,Mi Ex Tenia Razon,Karol G,-,22,15
1/13/2024,90,Run For The Hills,Tate McRae,-,69,3
1/13/2024,91,Slime You Out,Drake Featuring SZA,-,1,13
1/13/2024,92,Better Place,*NSYNC,-,25,5
1/13/2024,93,"Burn, Burn, Burn",Zach Bryan,-,93,3
1/13/2024,94,My Eyes,Travis Scott,-,19,5
1/13/2024,95,Turks & Caicos,Rod Wave Featuring 21 Savage,-,24,13
1/13/2024,96,Tourniquet,Zach Bryan,-,20,9
1/13/2024,97,Y Lloro,Junior H,-,97,2
1/13/2024,98,Murder On The Dancefloor,Sophie Ellis-Bextor,-,98,1
1/13/2024,99,Amargura,Karol G,-,85,6
1/13/2024,100,Wildflowers And Wild Horses,Lainey Wilson,-,100,1
1/20/2024,1,Lovin On Me,Jack Harlow,1,1,9
1/20/2024,2,Cruel Summer,Taylor Swift,2,1,36
1/20/2024,3,Greedy,Tate McRae,3,3,17
1/20/2024,4,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,5,1,20
1/20/2024,5,Paint The Town Red,Doja Cat,4,1,23
1/20/2024,6,Snooze,SZA,6,2,56
1/20/2024,7,Water,Tyla,7,7,15
1/20/2024,8,Lose Control,Teddy Swims,12,8,22
1/20/2024,9,Agora Hills,Doja Cat,10,9,16
1/20/2024,10,Last Night,Morgan Wallen,8,1,50
1/20/2024,11,Fast Car,Luke Combs,9,2,42
1/20/2024,12,Thinkin' Bout Me,Morgan Wallen,11,7,45
1/20/2024,13,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,13,1,11
1/20/2024,14,Stick Season,Noah Kahan,19,14,15
1/20/2024,15,FTCU,Nicki Minaj,17,15,5
1/20/2024,16,What Was I Made For?,Billie Eilish,20,14,25
1/20/2024,17,White Horse,Chris Stapleton,18,12,25
1/20/2024,18,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,16,11,14
1/20/2024,19,Lil Boo Thang,Paul Russell,14,14,17
1/20/2024,20,Flowers,Miley Cyrus,15,1,47
1/20/2024,21,World On Fire,Nate Smith,25,21,11
1/20/2024,22,La Diabla,Xavi,34,22,4
1/20/2024,23,Need A Favor,Jelly Roll,22,13,39
1/20/2024,24,Fukumean,Gunna,24,4,28
1/20/2024,25,Everybody,Nicki Minaj Featuring Lil Uzi Vert,27,25,5
1/20/2024,26,First Person Shooter,Drake Featuring J. Cole,29,1,14
1/20/2024,27,Vampire,Olivia Rodrigo,21,1,25
1/20/2024,28,Save Me,Jelly Roll With Lainey Wilson,28,19,27
1/20/2024,29,Houdini,Dua Lipa,26,11,9
1/20/2024,30,Pretty Little Poison,Warren Zeiders,33,30,18
1/20/2024,31,Used To Be Young,Miley Cyrus,30,8,20
1/20/2024,32,Dance The Night,Dua Lipa,23,6,28
1/20/2024,33,Kill Bill,SZA,31,1,52
1/20/2024,34,Good Good,"Usher, Summer Walker & 21 Savage",32,25,22
1/20/2024,35,My Love Mine All Mine,Mitski,37,26,16
1/20/2024,36,Exes,Tate McRae,39,34,8
1/20/2024,37,I Know ?,Travis Scott,40,11,22
1/20/2024,38,On My Mama,Victoria Monet,35,35,17
1/20/2024,39,Truck Bed,HARDY,36,36,30
1/20/2024,40,Surround Sound,JID Featuring 21 Savage & Baby Tate,44,40,9
1/20/2024,41,Wild Ones,Jessie Murph & Jelly Roll,41,41,14
1/20/2024,42,Never Lose Me,Flo Milli,47,42,4
1/20/2024,43,The Painter,Cody Johnson,45,43,14
1/20/2024,44,Strangers,Kenya Grace,42,42,17
1/20/2024,45,Save Me The Trouble,Dan + Shay,38,38,11
1/20/2024,46,Feather,Sabrina Carpenter,56,46,6
1/20/2024,47,You Broke My Heart,Drake,50,11,8
1/20/2024,48,Where The Wild Things Are,Luke Combs,49,48,8
1/20/2024,49,Monaco,Bad Bunny,43,5,13
1/20/2024,50,Get Him Back!,Olivia Rodrigo,46,11,18
1/20/2024,51,IDGAF,Drake Featuring Yeat,51,2,14
1/20/2024,52,Burn It Down,Parker McCollum,53,52,12
1/20/2024,53,Harley Quinn,Fuerza Regida & Marshmello,52,40,10
1/20/2024,54,Bellakeo,Peso Pluma & Anitta,54,54,4
1/20/2024,55,La Victima,Xavi,55,55,4
1/20/2024,56,500lbs,Lil Tecca,57,51,16
1/20/2024,57,Hey Driver,Zach Bryan Featuring The War And Treaty,60,14,20
1/20/2024,58,Murder On The Dancefloor,Sophie Ellis-Bextor,98,58,2
1/20/2024,59,I Can Feel It,Kane Brown,59,59,2
1/20/2024,60,Different 'Round Here,Riley Green Featuring Luke Combs,64,60,6
1/20/2024,61,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",69,61,3
1/20/2024,62,Man Made A Bar,Morgan Wallen Featuring Eric Church,66,15,16
1/20/2024,63,Can't Catch Me Now,Olivia Rodrigo,63,56,10
1/20/2024,64,23,Chayce Beckham,71,64,2
1/20/2024,65,Mmhmm,BigXthaPlug,77,65,3
1/20/2024,66,Soak City,310babii,68,66,4
1/20/2024,67,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton,73,67,4
1/20/2024,68,Segun Quien,Maluma & Carin Leon,65,65,15
1/20/2024,69,Que Onda,Calle 24 x Chino Pacas x Fuerza Regida,74,61,15
1/20/2024,70,El Amor de Su Vida,Grupo Frontera & Grupo Firme,67,67,18
1/20/2024,71,Wondering Why,The Red Clay Strays,76,71,3
1/20/2024,72,Oklahoma Smokeshow,Zach Bryan,75,72,12
1/20/2024,73,Mind On You,George Birge,62,62,4
1/20/2024,74,FE!N,Travis Scott Featuring Playboi Carti,79,5,11
1/20/2024,75,Perro Negro,Bad Bunny & Feid,72,20,10
1/20/2024,76,Standing Next To You,Jung Kook,70,5,10
1/20/2024,77,Act II: Date @ 8,4batz Featuring Drake,-,77,1
1/20/2024,78,Virginia Beach,Drake,84,3,12
1/20/2024,79,Y Lloro,Junior H,97,79,3
1/20/2024,80,Northern Attitude,Noah Kahan With Hozier,86,37,6
1/20/2024,81,Rich Men North Of Richmond,Oliver Anthony Music,85,1,19
1/20/2024,82,My Eyes,Travis Scott,94,19,6
1/20/2024,83,Great Gatsby,Rod Wave,78,30,16
1/20/2024,84,You're Losing Me (From The Vault),Taylor Swift,61,27,7
1/20/2024,85,Bad Idea Right?,Olivia Rodrigo,80,7,19
1/20/2024,86,Slime You Out,Drake Featuring SZA,91,1,14
1/20/2024,87,Now That We Don't Talk (Taylor's Version) [From The Vault],Taylor Swift,87,2,8
1/20/2024,88,Mamaw's House,Thomas Rhett Featuring Morgan Wallen,-,55,2
1/20/2024,89,Coal,Dylan Gossett,-,89,1
1/20/2024,90,Tourniquet,Zach Bryan,96,20,10
1/20/2024,91,Lace It,"Juice WRLD, Eminem & benny blanco",88,85,4
1/20/2024,92,Run For The Hills,Tate McRae,90,69,4
1/20/2024,93,Mi Ex Tenia Razon,Karol G,89,22,16
1/20/2024,94,Rompe La Dompe,"Peso Pluma, Junior H & Oscar Maydon",81,81,2
1/20/2024,95,Can't Have Mine,Dylan Scott,82,57,13
1/20/2024,96,Better Place,*NSYNC,92,25,6
1/20/2024,97,Sabor Fresa,Fuerza Regida,-,26,16
1/20/2024,98,When It Comes To You,Fridayy,-,98,1
1/20/2024,99,Where It Ends,Bailey Zimmerman,-,32,6
1/20/2024,100,IDGAF,"Tee Grizzley, Mariah The Scientist & Chris Brown",-,100,1
1/27/2024,1,"Yes, And?",Ariana Grande,-,1,1
1/27/2024,2,Lovin On Me,Jack Harlow,1,1,10
1/27/2024,3,Cruel Summer,Taylor Swift,2,1,37
1/27/2024,4,Greedy,Tate McRae,3,3,18
1/27/2024,5,Redrum,21 Savage,-,5,1
1/27/2024,6,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,4,1,21
1/27/2024,7,Paint The Town Red,Doja Cat,5,1,24
1/27/2024,8,Lose Control,Teddy Swims,8,8,23
1/27/2024,9,Snooze,SZA,6,2,57
1/27/2024,10,Nee-nah,"21 Savage, Travis Scott & Metro Boomin",-,10,1
1/27/2024,11,Agora Hills,Doja Cat,9,9,17
1/27/2024,12,Water,Tyla,7,7,16
1/27/2024,13,Last Night,Morgan Wallen,10,1,51
1/27/2024,14,Thinkin' Bout Me,Morgan Wallen,12,7,46
1/27/2024,15,Fast Car,Luke Combs,11,2,43
1/27/2024,16,Stick Season,Noah Kahan,14,14,16
1/27/2024,17,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,13,1,12
1/27/2024,18,All Of Me,21 Savage,-,18,1
1/27/2024,19,N.H.I.E.,21 Savage & Doja Cat,-,19,1
1/27/2024,20,What Was I Made For?,Billie Eilish,16,14,26
1/27/2024,21,White Horse,Chris Stapleton,17,12,26
1/27/2024,22,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,18,11,15
1/27/2024,23,Igual Que Un Angel,Kali Uchis & Peso Pluma,-,23,1
1/27/2024,24,La Diabla,Xavi,22,22,5
1/27/2024,25,FTCU,Nicki Minaj,15,15,6
1/27/2024,26,Lil Boo Thang,Paul Russell,19,14,18
1/27/2024,27,Flowers,Miley Cyrus,20,1,48
1/27/2024,28,Everybody,Nicki Minaj Featuring Lil Uzi Vert,25,25,6
1/27/2024,29,Houdini,Dua Lipa,29,11,10
1/27/2024,30,World On Fire,Nate Smith,21,21,12
1/27/2024,31,Pop Ur Sht,"21 Savage, Young Thug & Metro Boomin",-,31,1
1/27/2024,32,Fukumean,Gunna,24,4,29
1/27/2024,33,Sneaky,21 Savage,-,33,1
1/27/2024,34,Need A Favor,Jelly Roll,23,13,40
1/27/2024,35,Dangerous,"21 Savage, Lil Durk & Metro Boomin",-,35,1
1/27/2024,36,Pretty Little Poison,Warren Zeiders,30,30,19
1/27/2024,37,Never Lose Me,Flo Milli,42,37,5
1/27/2024,38,First Person Shooter,Drake Featuring J. Cole,26,1,15
1/27/2024,39,Dance The Night,Dua Lipa,32,6,29
1/27/2024,40,Should've Wore A Bonnet,21 Savage & Brent Faiyaz,-,40,1
1/27/2024,41,Save Me,Jelly Roll With Lainey Wilson,28,19,28
1/27/2024,42,Vampire,Olivia Rodrigo,27,1,26
1/27/2024,43,Prove It,21 Savage & Summer Walker,-,43,1
1/27/2024,44,Wild Ones,Jessie Murph & Jelly Roll,41,41,15
1/27/2024,45,Used To Be Young,Miley Cyrus,31,8,21
1/27/2024,46,My Love Mine All Mine,Mitski,35,26,17
1/27/2024,47,Exes,Tate McRae,36,34,9
1/27/2024,48,Good Good,"Usher, Summer Walker & 21 Savage",34,25,23
1/27/2024,49,Truck Bed,HARDY,39,36,31
1/27/2024,50,Surround Sound,JID Featuring 21 Savage & Baby Tate,40,40,10
1/27/2024,51,On My Mama,Victoria Monet,38,35,18
1/27/2024,52,Where The Wild Things Are,Luke Combs,48,48,9
1/27/2024,53,Feather,Sabrina Carpenter,46,46,7
1/27/2024,54,Strangers,Kenya Grace,44,42,18
1/27/2024,55,La Victima,Xavi,55,55,5
1/27/2024,56,The Painter,Cody Johnson,43,43,15
1/27/2024,57,Red Sky,"21 Savage, Tommy Newport & Mikky Ekko",-,57,1
1/27/2024,58,Murder On The Dancefloor,Sophie Ellis-Bextor,58,58,3
1/27/2024,59,Letter To My Brudda,21 Savage,-,59,1
1/27/2024,60,Burn It Down,Parker McCollum,52,52,13
1/27/2024,61,Get Him Back!,Olivia Rodrigo,50,11,19
1/27/2024,62,Bellakeo,Peso Pluma & Anitta,54,54,5
1/27/2024,63,You Broke My Heart,Drake,47,11,9
1/27/2024,64,Monaco,Bad Bunny,49,5,14
1/27/2024,65,Harley Quinn,Fuerza Regida & Marshmello,53,40,11
1/27/2024,66,See The Real,21 Savage,-,66,1
1/27/2024,67,Just Like Me,"21 Savage, Burna Boy & Metro Boomin",-,67,1
1/27/2024,68,IDGAF,Drake Featuring Yeat,51,2,15
1/27/2024,69,J Christ,Lil Nas X,-,69,1
1/27/2024,70,Dark Days,21 Savage & Mariah The Scientist,-,70,1
1/27/2024,71,500lbs,Lil Tecca,56,51,17
1/27/2024,72,Different 'Round Here,Riley Green Featuring Luke Combs,60,60,7
1/27/2024,73,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",61,61,4
1/27/2024,74,Man Made A Bar,Morgan Wallen Featuring Eric Church,62,15,17
1/27/2024,75,Soak City,310babii,66,66,5
1/27/2024,76,Act II: Date @ 8,4batz Featuring Drake,77,76,2
1/27/2024,77,I Can Feel It,Kane Brown,59,59,3
1/27/2024,78,Save Me The Trouble,Dan + Shay,45,38,12
1/27/2024,79,23,Chayce Beckham,64,64,3
1/27/2024,80,Mmhmm,BigXthaPlug,65,65,4
1/27/2024,81,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton,67,67,5
1/27/2024,82,El Amor de Su Vida,Grupo Frontera & Grupo Firme,70,67,19
1/27/2024,83,Que Onda,Calle 24 x Chino Pacas x Fuerza Regida,69,61,16
1/27/2024,84,Wondering Why,The Red Clay Strays,71,71,4
1/27/2024,85,Can't Catch Me Now,Olivia Rodrigo,63,56,11
1/27/2024,86,FE!N,Travis Scott Featuring Playboi Carti,74,5,12
1/27/2024,87,Standing Next To You,Jung Kook,76,5,11
1/27/2024,88,02.02.99,That Mexican OT,-,88,1
1/27/2024,89,Oklahoma Smokeshow,Zach Bryan,72,72,13
1/27/2024,90,Y Lloro,Junior H,79,79,4
1/27/2024,91,Perro Negro,Bad Bunny & Feid,75,20,11
1/27/2024,92,Segun Quien,Maluma & Carin Leon,68,65,16
1/27/2024,93,Made For Me,Muni Long,-,93,1
1/27/2024,94,Rich Men North Of Richmond,Oliver Anthony Music,81,1,20
1/27/2024,95,Northern Attitude,Noah Kahan With Hozier,80,37,7
1/27/2024,96,Mamaw's House,Thomas Rhett Featuring Morgan Wallen,88,55,3
1/27/2024,97,My Eyes,Travis Scott,82,19,7
1/27/2024,98,Virginia Beach,Drake,78,3,13
1/27/2024,99,Coal,Dylan Gossett,89,89,2
1/27/2024,100,Great Gatsby,Rod Wave,83,30,17
2/3/2024,1,Lovin On Me,Jack Harlow,2,1,11
2/3/2024,2,Cruel Summer,Taylor Swift,3,1,38
2/3/2024,3,Greedy,Tate McRae,4,3,19
2/3/2024,4,Lose Control,Teddy Swims,8,4,24
2/3/2024,5,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,6,1,22
2/3/2024,6,"Yes, And?",Ariana Grande,1,1,2
2/3/2024,7,Agora Hills,Doja Cat,11,7,18
2/3/2024,8,Paint The Town Red,Doja Cat,7,1,25
2/3/2024,9,Snooze,SZA,9,2,58
2/3/2024,10,Redrum,21 Savage,5,5,2
2/3/2024,11,Water,Tyla,12,7,17
2/3/2024,12,Last Night,Morgan Wallen,13,1,52
2/3/2024,13,Stick Season,Noah Kahan,16,13,17
2/3/2024,14,Thinkin' Bout Me,Morgan Wallen,14,7,47
2/3/2024,15,Beautiful Things,Benson Boone,-,15,1
