date,rank,track,artist,bb_last_week,bb_peak,bb_woc
10/26/2024,36,Sympathy Is A Knife,Charli xcx Featuring Ariana Grande,-,36,1
10/26/2024,37,I Can Do It With A Broken Heart,Taylor Swift,34,3,26
10/26/2024,38,Saturn,SZA,35,6,34
10/26/2024,39,Pink Pony Club,Chappell Roan,37,26,18
10/26/2024,40,Pour Me A Drink,Post Malone Featuring Blake Shelton,29,12,17
10/26/2024,41,360,Charli xcx,50,41,19
10/26/2024,42,It's Ok I'm Ok,Tate McRae,36,20,5
10/26/2024,43,High Road,Koe Wetzel & Jessie Murph,40,22,19
10/26/2024,44,Federal Nightmares,Rod Wave,-,44,1
10/26/2024,45,Like That,"Future, Metro Boomin & Kendrick Lamar",38,1,30
10/26/2024,46,Angel With An Attitude,Rod Wave,-,46,1
10/26/2024,47,Si Antes Te Hubiera Conocido,Karol G,39,32,17
10/26/2024,48,Hollon,GloRilla,85,48,4
10/26/2024,49,Fall Fast In Love,Rod Wave,97,49,3
10/26/2024,50,F**k Fame,Rod Wave Featuring Lil Yachty & Lil Baby,-,50,1
10/26/2024,51,Passport Junkie,Rod Wave,100,51,5
10/26/2024,52,Dancing In The Flames,The Weeknd,41,14,5
10/26/2024,53,Help Me,Real Boston Richey,53,53,13
10/26/2024,54,Never Mind,Rod Wave,-,54,1
10/26/2024,55,Guess,Charli xcx Featuring Billie Eilish,59,12,11
10/26/2024,56,Wind Up Missin' You,Tucker Wetmore,43,43,29
10/26/2024,57,Turtle Race,Rod Wave,-,57,1
10/26/2024,58,Or What?,NLE Choppa & 41,52,52,3
10/26/2024,59,28,Zach Bryan,42,14,15
10/26/2024,60,La Patrulla,Peso Pluma & Neton Vega,47,47,13
10/26/2024,61,Juno,Sabrina Carpenter,45,22,8
10/26/2024,62,Apple,Charli xcx,83,51,13
10/26/2024,63,Apply Pressure,Rod Wave,-,63,1
10/26/2024,64,Thick Of It,KSI Featuring Trippie Redd,84,64,2
10/26/2024,65,I'm Gonna Love You,Cody Johnson & Carrie Underwood,65,42,3
10/26/2024,66,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,48,36,16
10/26/2024,67,Beautiful As You,Thomas Rhett,56,52,19
10/26/2024,68,Dos Dias,Tito Double P & Peso Pluma,51,51,6
10/26/2024,69,Lonely Road,mgk & Jelly Roll,60,33,12
10/26/2024,70,Good Graces,Sabrina Carpenter,44,15,8
10/26/2024,71,Shake Dat Ass (Twerk Song),BossMan Dlow,66,66,6
10/26/2024,72,Diet Pepsi,Addison Rae,54,54,6
10/26/2024,73,Guy For That,Post Malone Featuring Luke Combs,61,17,12
10/26/2024,74,Liar,Jelly Roll,86,74,4
10/26/2024,75,The Best,Rod Wave,-,75,1
10/26/2024,76,Nights Like This,The Kid LAROI,62,47,17
10/26/2024,77,Whiskey Whiskey,Moneybagg Yo Featuring Morgan Wallen,57,21,18
10/26/2024,78,Big Dawgs,Hanumankind X Kalmi,55,23,12
10/26/2024,79,Houdini,Eminem,58,2,20
10/26/2024,80,Think I'm In Love With You,Chris Stapleton,69,49,24
10/26/2024,81,I Never Lie,Zach Top,68,68,4
10/26/2024,82,Even Love,Rod Wave,-,82,1
10/26/2024,83,Prove It,21 Savage & Summer Walker,71,43,15
10/26/2024,84,Red Wine Supernova,Chappell Roan,67,41,20
10/26/2024,85,No One Noticed,The Marias,81,81,3
10/26/2024,86,Am I Okay?,Megan Moroney,63,63,10
10/26/2024,87,Lost In Love,Rod Wave & Be Charlotte,-,87,1
10/26/2024,88,Residuals,Chris Brown,75,75,7
10/26/2024,89,Change Me,BigXthaPlug,-,89,1
10/26/2024,90,How I Look,GloRilla & Megan Thee Stallion,-,90,1
10/26/2024,91,El Lokeron,Tito Double P,77,77,3
10/26/2024,92,I Luv Her,GloRilla & T-Pain,-,92,1
10/26/2024,93,Waited 2 Late,Rod Wave,-,93,1
10/26/2024,94,Mike,Rod Wave,-,94,1
10/26/2024,95,D.A.R.E.,Rod Wave,-,95,1
10/26/2024,96,Scared Love,Rod Wave,-,96,1
10/26/2024,97,Lil Demon,Future,64,25,4
10/26/2024,98,Mantra,JENNIE,-,98,1
10/26/2024,99,Leave Me Alone,BigXthaPlug,-,99,1
10/26/2024,100,Karma,Rod Wave,-,100,1
11/2/2024,1,Love Somebody,Morgan Wallen,-,1,1
11/2/2024,2,A Bar Song (Tipsy),Shaboozey,1,1,28
11/2/2024,3,Birds Of A Feather,Billie Eilish,2,2,23
11/2/2024,4,Die With A Smile,Lady Gaga & Bruno Mars,4,3,10
11/2/2024,5,Espresso,Sabrina Carpenter,3,3,28
11/2/2024,6,I Had Some Help,Post Malone Featuring Morgan Wallen,5,1,24
11/2/2024,7,Lose Control,Teddy Swims,6,1,63
11/2/2024,8,APT.,ROSE & Bruno Mars,-,8,1
11/2/2024,9,Taste,Sabrina Carpenter,8,2,9
11/2/2024,10,Beautiful Things,Benson Boone,9,2,40
11/2/2024,11,"Good Luck, Babe!",Chappell Roan,7,4,29
11/2/2024,12,Please Please Please,Sabrina Carpenter,10,1,20
11/2/2024,13,Too Sweet,Hozier,12,1,31
11/2/2024,14,Not Like Us,Kendrick Lamar,11,1,25
11/2/2024,15,Timeless,The Weeknd & Playboi Carti,13,3,4
11/2/2024,16,I Am Not Okay,Jelly Roll,14,14,19
11/2/2024,17,Lies Lies Lies,Morgan Wallen,17,7,16
11/2/2024,18,Hot To Go!,Chappell Roan,18,15,21
11/2/2024,19,"I Love You, I'm Sorry",Gracie Abrams,19,19,12
11/2/2024,20,Miles On It,Marshmello & Kane Brown,20,15,25
11/2/2024,21,Million Dollar Baby,Tommy Richman,15,2,26
11/2/2024,22,Cowgirls,Morgan Wallen Featuring ERNEST,21,12,45
11/2/2024,23,Tu Boda,Oscar Maydon & Fuerza Regida,-,23,1
11/2/2024,24,TGIF,GloRilla,22,22,18
11/2/2024,25,Stargazing,Myles Smith,30,25,24
11/2/2024,26,Pink Skies,Zach Bryan,24,6,22
11/2/2024,27,Wildflower,Billie Eilish,27,17,23
11/2/2024,28,Bed Chem,Sabrina Carpenter,26,14,9
11/2/2024,29,Whatchu Kno About Me,GloRilla & Sexyy Red,31,29,2
11/2/2024,30,Ain't No Love In Oklahoma,Luke Combs,23,13,23
11/2/2024,31,Austin,Dasha,25,18,33
11/2/2024,32,Sailor Song,Gigi Perez,28,28,10
11/2/2024,33,The Door,Teddy Swims,29,24,21
11/2/2024,34,25,Rod Wave,16,16,2
11/2/2024,35,You Look Like You Love Me,Ella Langley Featuring Riley Green,33,30,18
11/2/2024,36,Who,Jimin,32,12,14
11/2/2024,37,I Can Do It With A Broken Heart,Taylor Swift,37,3,27
11/2/2024,38,Kehlani,Jordan Adetunji,34,24,18
11/2/2024,39,Saturn,SZA,38,6,35
11/2/2024,40,High Road,Koe Wetzel & Jessie Murph,43,22,20
11/2/2024,41,Pour Me A Drink,Post Malone Featuring Blake Shelton,40,12,18
11/2/2024,42,Pink Pony Club,Chappell Roan,39,26,19
11/2/2024,43,Noid,"Tyler, The Creator",-,43,1
11/2/2024,44,That's So True,Gracie Abrams,-,44,1
11/2/2024,45,Like That,"Future, Metro Boomin & Kendrick Lamar",45,1,31
11/2/2024,46,It's Ok I'm Ok,Tate McRae,42,20,6
11/2/2024,47,Si Antes Te Hubiera Conocido,Karol G,47,32,18
11/2/2024,48,Wind Up Missin' You,Tucker Wetmore,56,43,30
11/2/2024,49,Dancing In The Flames,The Weeknd,52,14,6
11/2/2024,50,Help Me,Real Boston Richey,53,50,14
11/2/2024,51,La Patrulla,Peso Pluma & Neton Vega,60,47,14
11/2/2024,52,Dos Dias,Tito Double P & Peso Pluma,68,51,7
11/2/2024,53,Juno,Sabrina Carpenter,61,22,9
11/2/2024,54,Shake Dat Ass (Twerk Song),BossMan Dlow,71,54,7
11/2/2024,55,28,Zach Bryan,59,14,16
11/2/2024,56,Hollon,GloRilla,48,48,5
11/2/2024,57,Diet Pepsi,Addison Rae,72,54,7
11/2/2024,58,Him All Along,Gunna,-,58,1
11/2/2024,59,Lonely Road,mgk & Jelly Roll,69,33,13
11/2/2024,60,Guy For That,Post Malone Featuring Luke Combs,73,17,13
11/2/2024,61,Or What?,NLE Choppa & 41,58,52,4
11/2/2024,62,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,66,36,17
11/2/2024,63,Apple,Charli xcx,62,51,14
11/2/2024,64,2AM,BigXthaPlug,-,64,1
11/2/2024,65,Nights Like This,The Kid LAROI,76,47,18
11/2/2024,66,Good Graces,Sabrina Carpenter,70,15,9
11/2/2024,67,Beautiful As You,Thomas Rhett,67,52,20
11/2/2024,68,I Never Lie,Zach Top,81,68,5
11/2/2024,69,Think I'm In Love With You,Chris Stapleton,80,49,25
11/2/2024,70,I Luv Her,GloRilla & T-Pain,92,70,2
11/2/2024,71,Whiskey Whiskey,Moneybagg Yo Featuring Morgan Wallen,77,21,19
11/2/2024,72,Nel,Fuerza Regida,-,70,12
11/2/2024,73,El Lokeron,Tito Double P,91,73,4
11/2/2024,74,I'm Gonna Love You,Cody Johnson & Carrie Underwood,65,42,4
11/2/2024,75,No One Noticed,The Marias,85,75,4
11/2/2024,76,Prove It,21 Savage & Summer Walker,83,43,16
11/2/2024,77,360,Charli xcx,41,41,20
11/2/2024,78,Residuals,Chris Brown,88,75,8
11/2/2024,79,Change Me,BigXthaPlug,89,79,2
11/2/2024,80,Guess,Charli xcx Featuring Billie Eilish,55,12,12
11/2/2024,81,Thick Of It,KSI Featuring Trippie Redd,64,64,3
11/2/2024,82,Passport Junkie,Rod Wave,51,51,6
11/2/2024,83,Big Dawgs,Hanumankind X Kalmi,78,23,13
11/2/2024,84,Si No Es Contigo,Cris Mj,-,72,4
11/2/2024,85,Sympathy Is A Knife,Charli xcx Featuring Ariana Grande,36,36,2
11/2/2024,86,Fall Fast In Love,Rod Wave,49,49,4
11/2/2024,87,Liar,Jelly Roll,74,74,5
11/2/2024,88,Last Lap,Rod Wave,35,35,2
11/2/2024,89,Close To You,Gracie Abrams,-,49,11
11/2/2024,90,Am I Okay?,Megan Moroney,86,63,11
11/2/2024,91,Worst Way,Riley Green,-,91,3
11/2/2024,92,New Drop,Don Toliver,-,92,2
11/2/2024,93,Federal Nightmares,Rod Wave,44,44,2
11/2/2024,94,Lil Demon,Future,97,25,5
11/2/2024,95,Back On My BS,BigXthaPlug,-,95,1
11/2/2024,96,Leave Me Alone,BigXthaPlug,99,96,2
11/2/2024,97,Belong Together,Mark Ambor,-,74,24
11/2/2024,98,The Emptiness Machine,Linkin Park,-,21,6
11/2/2024,99,Mantra,JENNIE,98,98,2
11/2/2024,100,Angel With An Attitude,Rod Wave,46,46,2
11/9/2024,1,A Bar Song (Tipsy),Shaboozey,2,1,29
11/9/2024,2,Die With A Smile,Lady Gaga & Bruno Mars,4,2,11
11/9/2024,3,Birds Of A Feather,Billie Eilish,3,2,24
11/9/2024,4,Espresso,Sabrina Carpenter,5,3,29
11/9/2024,5,I Had Some Help,Post Malone Featuring Morgan Wallen,6,1,25
11/9/2024,6,Lose Control,Teddy Swims,7,1,64
11/9/2024,7,St. Chroma,"Tyler, The Creator Featuring Daniel Caesar",-,7,1
11/9/2024,8,Love Somebody,Morgan Wallen,1,1,2
11/9/2024,9,Taste,Sabrina Carpenter,9,2,10
11/9/2024,10,Noid,"Tyler, The Creator",43,10,2
11/9/2024,11,Beautiful Things,Benson Boone,10,2,41
11/9/2024,12,"Good Luck, Babe!",Chappell Roan,11,4,30
11/9/2024,13,APT.,ROSE & Bruno Mars,8,8,2
11/9/2024,14,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",-,14,1
11/9/2024,15,"Darling, I","Tyler, The Creator Featuring Teezo Touchdown",-,15,1
11/9/2024,16,Rah Tah Tah,"Tyler, The Creator",-,16,1
11/9/2024,17,Too Sweet,Hozier,13,1,32
11/9/2024,18,Please Please Please,Sabrina Carpenter,12,1,21
11/9/2024,19,Not Like Us,Kendrick Lamar,14,1,26
11/9/2024,20,Thriller,Michael Jackson,-,4,24
11/9/2024,21,I Am Not Okay,Jelly Roll,16,14,20
11/9/2024,22,Tu Boda,Oscar Maydon & Fuerza Regida,23,22,2
11/9/2024,23,Timeless,The Weeknd & Playboi Carti,15,3,5
11/9/2024,24,Lies Lies Lies,Morgan Wallen,17,7,17
11/9/2024,25,That's So True,Gracie Abrams,44,25,2
11/9/2024,26,Hot To Go!,Chappell Roan,18,15,22
11/9/2024,27,Disease,Lady Gaga,-,27,1
11/9/2024,28,Ghostbusters,Ray Parker Jr.,-,1,25
11/9/2024,29,"I Love You, I'm Sorry",Gracie Abrams,19,19,13
11/9/2024,30,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",-,1,41
11/9/2024,31,Million Dollar Baby,Tommy Richman,21,2,27
11/9/2024,32,Thought I Was Dead,"Tyler, The Creator Featuring ScHoolboy Q & Santigold",-,32,1
11/9/2024,33,Hey Jane,"Tyler, The Creator",-,33,1
11/9/2024,34,Sailor Song,Gigi Perez,32,28,11
11/9/2024,35,Miles On It,Marshmello & Kane Brown,20,15,26
11/9/2024,36,Stargazing,Myles Smith,25,25,25
11/9/2024,37,Whatchu Kno About Me,GloRilla & Sexyy Red,29,29,3
11/9/2024,38,This Is Halloween,The Citizens of Halloween,-,38,2
11/9/2024,39,TGIF,GloRilla,24,22,19
11/9/2024,40,Judge Judy,"Tyler, The Creator",-,40,1
11/9/2024,41,Cowgirls,Morgan Wallen Featuring ERNEST,22,12,46
11/9/2024,42,Take Your Mask Off,"Tyler, The Creator Featuring Daniel Caesar & Latoiya Williams",-,42,1
11/9/2024,43,Bed Chem,Sabrina Carpenter,28,14,10
11/9/2024,44,Wildflower,Billie Eilish,27,17,24
11/9/2024,45,Like Him,"Tyler, The Creator Featuring Lola Young",-,45,1
11/9/2024,46,I Killed You,"Tyler, The Creator",-,46,1
11/9/2024,47,Austin,Dasha,31,18,34
11/9/2024,48,Pink Skies,Zach Bryan,26,6,23
11/9/2024,49,Ain't No Love In Oklahoma,Luke Combs,30,13,24
11/9/2024,50,Somebody's Watching Me,Rockwell,-,2,21
11/9/2024,51,The Door,Teddy Swims,33,24,22
11/9/2024,52,You Look Like You Love Me,Ella Langley Featuring Riley Green,35,30,19
11/9/2024,53,Tomorrow,"Tyler, The Creator",-,53,1
11/9/2024,54,I Can Do It With A Broken Heart,Taylor Swift,37,3,28
11/9/2024,55,Who,Jimin,36,12,15
11/9/2024,56,Balloon,"Tyler, The Creator Featuring Doechii",-,56,1
11/9/2024,57,Heart Of A Woman,Summer Walker,-,57,1
11/9/2024,58,Kehlani,Jordan Adetunji,38,24,19
11/9/2024,59,Wind Up Missin' You,Tucker Wetmore,48,43,31
11/9/2024,60,High Road,Koe Wetzel & Jessie Murph,40,22,21
11/9/2024,61,25,Rod Wave,34,16,3
11/9/2024,62,Pour Me A Drink,Post Malone Featuring Blake Shelton,41,12,19
11/9/2024,63,It's Ok I'm Ok,Tate McRae,46,20,7
11/9/2024,64,Pink Pony Club,Chappell Roan,42,26,20
11/9/2024,65,I Hope You Find Your Way Home,"Tyler, The Creator",-,65,1
11/9/2024,66,Dancing In The Flames,The Weeknd,49,14,7
11/9/2024,67,Help Me,Real Boston Richey,50,50,15
11/9/2024,68,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,62,36,18
11/9/2024,69,Si Antes Te Hubiera Conocido,Karol G,47,32,19
11/9/2024,70,Diet Pepsi,Addison Rae,57,54,8
11/9/2024,71,Dos Dias,Tito Double P & Peso Pluma,52,51,8
11/9/2024,72,Juno,Sabrina Carpenter,53,22,10
11/9/2024,73,Shake Dat Ass (Twerk Song),BossMan Dlow,54,54,8
11/9/2024,74,La Patrulla,Peso Pluma & Neton Vega,51,47,15
11/9/2024,75,28,Zach Bryan,55,14,17
11/9/2024,76,I'm Gonna Love You,Cody Johnson & Carrie Underwood,74,42,5
11/9/2024,77,Residuals,Chris Brown,78,75,9
11/9/2024,78,Nights Like This,The Kid LAROI,65,47,19
11/9/2024,79,I Never Lie,Zach Top,68,68,6
11/9/2024,80,Guy For That,Post Malone Featuring Luke Combs,60,17,14
11/9/2024,81,Beautiful As You,Thomas Rhett,67,52,21
11/9/2024,82,Good Graces,Sabrina Carpenter,66,15,10
11/9/2024,83,Hollon,GloRilla,56,48,6
11/9/2024,84,Bigger In Texas,Megan Thee Stallion,-,84,1
11/9/2024,85,No One Noticed,The Marias,75,75,5
11/9/2024,86,El Lokeron,Tito Double P,73,73,5
11/9/2024,87,Think I'm In Love With You,Chris Stapleton,69,49,26
11/9/2024,88,Prove It,21 Savage & Summer Walker,76,43,17
11/9/2024,89,Apple,Charli xcx,63,51,15
11/9/2024,90,Whiskey Whiskey,Moneybagg Yo Featuring Morgan Wallen,71,21,20
11/9/2024,91,I Luv Her,GloRilla & T-Pain,70,70,3
11/9/2024,92,2AM,BigXthaPlug,64,64,2
11/9/2024,93,Close To You,Gracie Abrams,89,49,12
11/9/2024,94,Or What?,NLE Choppa & 41,61,52,5
11/9/2024,95,Am I Okay?,Megan Moroney,90,63,12
11/9/2024,96,New Drop,Don Toliver,92,92,3
11/9/2024,97,Nel,Fuerza Regida,72,70,13
11/9/2024,98,Him All Along,Gunna,58,58,2
11/9/2024,99,No Pole,Don Toliver,-,99,1
11/9/2024,100,Change Me,BigXthaPlug,79,79,3
11/16/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,30
11/16/2024,2,Die With A Smile,Lady Gaga & Bruno Mars,2,2,12
11/16/2024,3,Birds Of A Feather,Billie Eilish,3,2,25
11/16/2024,4,Espresso,Sabrina Carpenter,4,3,30
11/16/2024,5,Lose Control,Teddy Swims,6,1,65
11/16/2024,6,I Had Some Help,Post Malone Featuring Morgan Wallen,5,1,26
11/16/2024,7,Taste,Sabrina Carpenter,9,2,11
11/16/2024,8,Beautiful Things,Benson Boone,11,2,42
11/16/2024,9,Love Somebody,Morgan Wallen,8,1,3
11/16/2024,10,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",14,10,2
11/16/2024,11,"Good Luck, Babe!",Chappell Roan,12,4,31
11/16/2024,12,Too Sweet,Hozier,17,1,33
11/16/2024,13,That's So True,Gracie Abrams,25,13,3
11/16/2024,14,St. Chroma,"Tyler, The Creator Featuring Daniel Caesar",7,7,2
11/16/2024,15,APT.,ROSE & Bruno Mars,13,8,3
11/16/2024,16,Please Please Please,Sabrina Carpenter,18,1,22
11/16/2024,17,Not Like Us,Kendrick Lamar,19,1,27
11/16/2024,18,I Am Not Okay,Jelly Roll,21,14,21
11/16/2024,19,Timeless,The Weeknd & Playboi Carti,23,3,6
11/16/2024,20,Hot To Go!,Chappell Roan,26,15,23
11/16/2024,21,"Darling, I","Tyler, The Creator Featuring Teezo Touchdown",15,15,2
11/16/2024,22,Lies Lies Lies,Morgan Wallen,24,7,18
11/16/2024,23,Tu Boda,Oscar Maydon & Fuerza Regida,22,22,3
11/16/2024,24,Stargazing,Myles Smith,36,24,26
11/16/2024,25,Rah Tah Tah,"Tyler, The Creator",16,16,2
11/16/2024,26,Sailor Song,Gigi Perez,34,26,12
11/16/2024,27,Million Dollar Baby,Tommy Richman,31,2,28
11/16/2024,28,"I Love You, I'm Sorry",Gracie Abrams,29,19,14
11/16/2024,29,Like Him,"Tyler, The Creator Featuring Lola Young",45,29,2
11/16/2024,30,Whatchu Kno About Me,GloRilla & Sexyy Red,37,29,4
11/16/2024,31,Miles On It,Marshmello & Kane Brown,35,15,27
11/16/2024,32,Wildflower,Billie Eilish,44,17,25
11/16/2024,33,Cowgirls,Morgan Wallen Featuring ERNEST,41,12,47
11/16/2024,34,Bed Chem,Sabrina Carpenter,43,14,11
11/16/2024,35,The Door,Teddy Swims,51,24,23
11/16/2024,36,TGIF,GloRilla,39,22,20
11/16/2024,37,Noid,"Tyler, The Creator",10,10,3
11/16/2024,38,Pink Skies,Zach Bryan,48,6,24
11/16/2024,39,Thought I Was Dead,"Tyler, The Creator Featuring ScHoolboy Q & Santigold",32,32,2
11/16/2024,40,You Look Like You Love Me,Ella Langley Featuring Riley Green,52,30,20
11/16/2024,41,Ain't No Love In Oklahoma,Luke Combs,49,13,25
11/16/2024,42,Austin,Dasha,47,18,35
11/16/2024,43,I Can Do It With A Broken Heart,Taylor Swift,54,3,29
11/16/2024,44,Who,Jimin,55,12,16
11/16/2024,45,High Road,Koe Wetzel & Jessie Murph,60,22,22
11/16/2024,46,Pink Pony Club,Chappell Roan,64,26,21
11/16/2024,47,Wind Up Missin' You,Tucker Wetmore,59,43,32
11/16/2024,48,Chill Bae,Lil Uzi Vert,-,48,1
11/16/2024,49,Kehlani,Jordan Adetunji,58,24,20
11/16/2024,50,Pour Me A Drink,Post Malone Featuring Blake Shelton,62,12,20
11/16/2024,51,Dos Dias,Tito Double P & Peso Pluma,71,51,9
11/16/2024,52,Judge Judy,"Tyler, The Creator",40,40,2
11/16/2024,53,Dancing In The Flames,The Weeknd,66,14,8
11/16/2024,54,Light Year (Practice),Lil Uzi Vert,-,54,1
11/16/2024,55,25,Rod Wave,61,16,4
11/16/2024,56,Help Me,Real Boston Richey,67,50,16
11/16/2024,57,It's Ok I'm Ok,Tate McRae,63,20,8
11/16/2024,58,Disease,Lady Gaga,27,27,2
11/16/2024,59,Take Your Mask Off,"Tyler, The Creator Featuring Daniel Caesar & Latoiya Williams",42,42,2
11/16/2024,60,Balloon,"Tyler, The Creator Featuring Doechii",56,56,2
11/16/2024,61,Hey Jane,"Tyler, The Creator",33,33,2
11/16/2024,62,Si Antes Te Hubiera Conocido,Karol G,69,32,20
11/16/2024,63,Beautiful As You,Thomas Rhett,81,52,22
11/16/2024,64,Shake Dat Ass (Twerk Song),BossMan Dlow,73,54,9
11/16/2024,65,I Killed You,"Tyler, The Creator",46,46,2
11/16/2024,66,I'm Gonna Love You,Cody Johnson & Carrie Underwood,76,42,6
11/16/2024,67,Juno,Sabrina Carpenter,72,22,11
11/16/2024,68,Heart Of A Woman,Summer Walker,57,57,2
11/16/2024,69,Residuals,Chris Brown,77,69,10
11/16/2024,70,Diet Pepsi,Addison Rae,70,54,9
11/16/2024,71,La Patrulla,Peso Pluma & Neton Vega,74,47,16
11/16/2024,72,I Never Lie,Zach Top,79,68,7
11/16/2024,73,Tomorrow,"Tyler, The Creator",53,53,2
11/16/2024,74,El Lokeron,Tito Double P,86,73,6
11/16/2024,75,Close To You,Gracie Abrams,93,49,13
11/16/2024,76,28,Zach Bryan,75,14,18
11/16/2024,77,Sao Paulo,The Weeknd & Anitta,-,77,1
11/16/2024,78,Nights Like This,The Kid LAROI,78,47,20
11/16/2024,79,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,68,36,19
11/16/2024,80,South Of France,Future,-,57,2
11/16/2024,81,Guy For That,Post Malone Featuring Luke Combs,80,17,15
11/16/2024,82,We Good,Lil Uzi Vert,-,82,1
11/16/2024,83,Think I'm In Love With You,Chris Stapleton,87,49,27
11/16/2024,84,No One Noticed,The Marias,85,75,6
11/16/2024,85,Good Graces,Sabrina Carpenter,82,15,11
11/16/2024,86,Or What?,NLE Choppa & 41,94,52,6
11/16/2024,87,Apple,Charli xcx,89,51,16
11/16/2024,88,Am I Okay?,Megan Moroney,95,63,13
11/16/2024,89,Liar,Jelly Roll,-,74,6
11/16/2024,90,New Drop,Don Toliver,96,90,4
11/16/2024,91,I Luv Her,GloRilla & T-Pain,91,70,4
11/16/2024,92,Prove It,21 Savage & Summer Walker,88,43,18
11/16/2024,93,I Hope You Find Your Way Home,"Tyler, The Creator",65,65,2
11/16/2024,94,No Pole,Don Toliver,99,94,2
11/16/2024,95,2AM,BigXthaPlug,92,64,3
11/16/2024,96,Hollon,GloRilla,83,48,7
11/16/2024,97,Lonely Road,mgk & Jelly Roll,-,33,14
11/16/2024,98,Change Me,BigXthaPlug,100,79,4
11/16/2024,99,Him All Along,Gunna,98,58,3
11/16/2024,100,Brokey,Latto,-,100,1
11/23/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,31
11/23/2024,2,Die With A Smile,Lady Gaga & Bruno Mars,2,2,13
11/23/2024,3,Birds Of A Feather,Billie Eilish,3,2,26
11/23/2024,4,Espresso,Sabrina Carpenter,4,3,31
11/23/2024,5,Lose Control,Teddy Swims,5,1,66
11/23/2024,6,That's So True,Gracie Abrams,13,6,4
11/23/2024,7,I Had Some Help,Post Malone Featuring Morgan Wallen,6,1,27
11/23/2024,8,Taste,Sabrina Carpenter,7,2,12
11/23/2024,9,Beautiful Things,Benson Boone,8,2,43
11/23/2024,10,Love Somebody,Morgan Wallen,9,1,4
11/23/2024,11,"Good Luck, Babe!",Chappell Roan,11,4,32
11/23/2024,12,Too Sweet,Hozier,12,1,34
11/23/2024,13,APT.,ROSE & Bruno Mars,15,8,4
11/23/2024,14,Timeless,The Weeknd & Playboi Carti,19,3,7
11/23/2024,15,Please Please Please,Sabrina Carpenter,16,1,23
11/23/2024,16,Not Like Us,Kendrick Lamar,17,1,28
11/23/2024,17,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",10,10,3
11/23/2024,18,I Am Not Okay,Jelly Roll,18,14,22
11/23/2024,19,Lies Lies Lies,Morgan Wallen,22,7,19
11/23/2024,20,Stargazing,Myles Smith,24,20,27
11/23/2024,21,Hot To Go!,Chappell Roan,20,15,24
11/23/2024,22,Sailor Song,Gigi Perez,26,22,13
11/23/2024,23,St. Chroma,"Tyler, The Creator Featuring Daniel Caesar",14,7,3
11/23/2024,24,Tu Boda,Oscar Maydon & Fuerza Regida,23,22,4
11/23/2024,25,Wildflower,Billie Eilish,32,17,26
11/23/2024,26,Whatchu Kno About Me,GloRilla & Sexyy Red,30,26,5
11/23/2024,27,"I Love You, I'm Sorry",Gracie Abrams,28,19,15
11/23/2024,28,Million Dollar Baby,Tommy Richman,27,2,29
11/23/2024,29,High Road,Zach Bryan,-,29,1
11/23/2024,30,Bed Chem,Sabrina Carpenter,34,14,12
11/23/2024,31,The Door,Teddy Swims,35,24,24
11/23/2024,32,Miles On It,Marshmello & Kane Brown,31,15,28
11/23/2024,33,Pink Skies,Zach Bryan,38,6,25
11/23/2024,34,High Road,Koe Wetzel & Jessie Murph,45,22,23
11/23/2024,35,You Look Like You Love Me,Ella Langley Featuring Riley Green,40,30,21
11/23/2024,36,TGIF,GloRilla,36,22,21
11/23/2024,37,Cowgirls,Morgan Wallen Featuring ERNEST,33,12,48
11/23/2024,38,Last Christmas,Wham!,-,4,39
11/23/2024,39,Ain't No Love In Oklahoma,Luke Combs,41,13,26
11/23/2024,40,Wind Up Missin' You,Tucker Wetmore,47,40,33
11/23/2024,41,I Can Do It With A Broken Heart,Taylor Swift,43,3,30
11/23/2024,42,Austin,Dasha,42,18,36
11/23/2024,43,"Darling, I","Tyler, The Creator Featuring Teezo Touchdown",21,15,3
11/23/2024,44,Pink Pony Club,Chappell Roan,46,26,22
11/23/2024,45,Who,Jimin,44,12,17
11/23/2024,46,Like Him,"Tyler, The Creator Featuring Lola Young",29,29,3
11/23/2024,47,Help Me,Real Boston Richey,56,47,17
11/23/2024,48,Rah Tah Tah,"Tyler, The Creator",25,16,3
11/23/2024,49,This World's A Giant,Zach Bryan,-,49,1
11/23/2024,50,Kehlani,Jordan Adetunji,49,24,21
11/23/2024,51,Hard Fought Hallelujah,Brandon Lake,-,51,1
11/23/2024,52,Dancing In The Flames,The Weeknd,53,14,9
11/23/2024,53,Beautiful As You,Thomas Rhett,63,52,23
11/23/2024,54,Dos Dias,Tito Double P & Peso Pluma,51,51,10
11/23/2024,55,It's Ok I'm Ok,Tate McRae,57,20,9
11/23/2024,56,Disease,Lady Gaga,58,27,3
11/23/2024,57,25,Rod Wave,55,16,5
