quarter,month,week,track,artist,label,hot100_rank,hot100_last_week,hot100_peak,hot100_woc,hot100_change,hot100_growth_rate,hot100_acceleration,radio_rank,radio_last_week,radio_peak,radio_woc,radio_change,radio_growth_rate,radio_acceleration,streaming_rank,streaming_last_week,streaming_peak,streaming_woc,streaming_change,streaming_growth_rate,streaming_acceleration,sales_rank,sales_last_week,sales_peak,sales_woc,sales_change,sales_growth_rate,sales_acceleration,apple_rank,apple_last_week,apple_peak,apple_woc,apple_change,apple_growth_rate,apple_acceleration,spotify_rank,spotify_last_week,spotify_peak,spotify_woc,spotify_change,spotify_growth_rate,spotify_acceleration,spotify_streams,is_collab,is_top_artist,is_top_label,is_holiday_season,is_summer_season,is_award_season,available_platforms,best_platform,platform_change_momentum,platform_acceleration_momentum,platform_divergence,spotify_vs_apple,streaming_vs_radio,streaming_vs_sales,radio_vs_sales,spotify_leads_apple,streaming_leads_radio,streaming_leads_sales,radio_leads_sales
1,1,3,Run For The Hills,Tate McRae,RCA Records Label,92,90,69,4,-0.02,-0.02,-0.13,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,193,133,48,5,-0.3,-0.45,-0.57,2162504,0,1,1,0,0,0,2,hot100,-16.0,-0.35,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,Mi Ex Tenia Razon,Karol G,Bichota/Interscope Records,93,89,22,16,-0.04,-0.04,-0.16,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,hot100,-4.0,-0.16,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,Rompe La Dompe,"Peso Pluma, Junior H & Oscar Maydon",2023 Double P Records,94,81,81,2,-0.13,-0.16,-0.33,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,90,1,0.11,0.0,0.11,148,96,96,2,-0.26,-0.54,-0.26,2389279,1,0,0,0,0,0,3,apple,-9.33,-0.16,0.48,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,Can't Have Mine,Dylan Scott,Unknown,95,82,57,13,-0.13,-0.16,-0.32,46,41,14,19,-0.1,-0.12,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,radio,-11.5,-0.32,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,Better Place,*NSYNC,Unknown,96,92,25,6,-0.04,-0.04,-0.13,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,hot100,-4.0,-0.13,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,Sabor Fresa,Fuerza Regida,Rancho Humilde/Street Mob Records,97,0,26,16,0.04,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,hot100,4.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,When It Comes To You,Fridayy,Unknown,98,0,98,1,0.03,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,hot100,3.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,Where It Ends,Bailey Zimmerman,Warner Music Nashville/Elektra,99,0,32,6,0.02,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,hot100,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,IDGAF,"Tee Grizzley, Mariah The Scientist & Chris Brown",Unknown,100,0,100,1,0.01,0.0,0.0,47,45,41,4,-0.04,-0.04,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,2,radio,-1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,"Yes, And?",Ariana Grande,Republic Records,1,0,1,1,1.0,0.0,0.0,28,0,28,1,0.46,0.0,0.0,1,0,1,1,1.0,0.0,0.0,1,0,1,1,1.0,0.0,0.0,65,0,15,1,0.36,0.0,0.0,1,0,1,1,0.0,0.0,0.0,12908587,1,0,1,0,0,0,6,hot100,76.4,0.0,0.3,0.64,0.54,0.02,-0.52,0.83,0.3,-1.0,-1.0
1,1,4,Lovin On Me,Jack Harlow,Generation Now/Atlantic,2,1,1,10,-0.01,-1.0,-0.01,1,2,1,9,0.02,0.5,-0.04,2,1,1,10,-0.02,-1.0,-0.02,2,2,1,10,0.0,0.0,0.04,1,1,1,10,0.0,0.0,0.0,2,1,1,10,-0.0,-1.0,-0.0,10744207,0,0,1,0,0,0,6,radio,-0.38,-0.01,0.03,0.0,-0.02,0.04,0.06,-0.08,0.98,-0.28,0.0
1,1,4,Cruel Summer,Taylor Swift,Taylor Swift,3,2,1,37,-0.01,-0.5,-0.01,2,1,1,31,-0.02,-1.0,-0.02,11,6,1,39,-0.1,-0.83,-0.04,18,21,1,29,0.12,0.14,0.36,16,15,7,39,-0.01,-0.07,-0.08,12,6,2,62,-0.03,-1.0,-0.02,6829819,0,1,1,0,0,0,6,radio,-0.83,0.03,0.26,0.1,-0.18,0.5,0.68,0.23,0.16,-0.48,0.0
1,1,4,Greedy,Tate McRae,RCA Records Label,4,3,3,18,-0.01,-0.33,-0.01,4,5,3,15,0.02,0.2,0.06,18,8,6,18,-0.2,-1.25,-0.16,0,0,0,0,0.0,0.0,0.0,31,25,25,17,-0.06,-0.24,-0.12,10,5,4,18,-0.02,-1.0,-0.02,7222329,0,1,1,0,0,0,5,hot100,-5.5,-0.05,0.15,0.26,-0.28,0.0,0.0,0.01,0.12,0.0,0.0
1,1,4,Redrum,21 Savage,"Slaughter Gang, LLC/Epic Records",5,0,5,1,0.96,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3,0,3,1,0.96,0.0,0.0,0,0,0,0,0.0,0.0,0.0,27,0,1,1,0.74,0.0,0.0,3,0,3,1,0.0,0.0,0.0,10497426,0,1,1,0,0,0,4,streaming,88.67,0.0,0.1,0.26,0.0,0.0,0.0,0.14,-0.47,0.0,0.0
1,1,4,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,Warner Records,6,4,1,21,-0.02,-0.5,-0.03,0,0,0,0,0.0,0.0,0.0,5,2,1,21,-0.06,-1.5,-0.06,5,6,4,21,0.04,0.17,0.04,5,5,1,21,0.0,0.0,-0.02,7,3,1,21,-0.02,-1.33,-0.02,7971823,1,0,1,0,0,0,5,streaming,-1.5,-0.02,0.07,0.02,0.0,0.1,0.0,-0.01,0.0,-0.0,0.0
1,1,4,Paint The Town Red,Doja Cat,Kemosabe Records/RCA Records,7,5,1,24,-0.02,-0.4,-0.01,5,3,1,24,-0.04,-0.67,-0.02,26,13,1,22,-0.26,-1.0,-0.22,25,18,1,22,-0.28,-0.39,-0.2,44,29,2,24,-0.15,-0.52,-0.29,25,13,1,24,-0.06,-0.92,-0.04,5100632,0,1,1,0,0,0,6,radio,-13.5,-0.13,0.36,0.32,-0.42,0.48,0.9,0.92,-0.85,1.0,0.0
1,1,4,Lose Control,Teddy Swims,Warner Records,8,8,8,23,0.0,0.0,-0.04,23,27,23,6,0.08,0.15,0.06,9,4,4,8,-0.1,-1.25,-0.22,3,3,2,27,0.0,0.0,0.04,45,65,15,2,0.2,0.31,-0.16,32,28,28,10,-0.02,-0.14,-0.06,4858032,0,0,1,0,0,0,6,sales,4.0,-0.06,0.17,0.29,0.28,-0.06,-0.34,0.66,0.05,-0.2,-0.11
1,1,4,Snooze,SZA,Top Dawg Entertainment/RCA Records,9,6,2,57,-0.03,-0.5,-0.03,7,6,1,36,-0.02,-0.17,-0.04,22,10,4,55,-0.24,-1.2,-0.2,0,0,0,0,0.0,0.0,0.0,4,4,3,58,0.0,0.0,-0.02,28,10,10,58,-0.09,-1.8,-0.09,4953964,0,0,0,0,0,0,5,apple,-9.5,-0.08,0.16,-0.1,-0.3,0.0,0.0,-0.4,0.4,0.0,0.0
1,1,4,Nee-nah,"21 Savage, Travis Scott & Metro Boomin","Slaughter Gang, LLC/Epic Records",10,0,10,1,0.91,0.0,0.0,0,0,0,0,0.0,0.0,0.0,4,0,4,1,0.94,0.0,0.0,0,0,0,0,0.0,0.0,0.0,48,0,2,1,0.53,0.0,0.0,5,0,5,1,0.0,0.0,0.0,9104502,1,0,1,0,0,0,4,streaming,79.33,0.0,0.18,0.45,0.0,0.0,0.0,0.69,0.0,0.0,0.0
1,1,4,Agora Hills,Doja Cat,Kemosabe Records/RCA Records,11,9,9,17,-0.02,-0.22,-0.03,6,9,6,10,0.06,0.33,0.0,29,14,8,16,-0.3,-1.07,-0.3,0,0,0,0,0.0,0.0,0.0,15,17,13,16,0.02,0.12,-0.04,18,9,6,17,-0.04,-1.0,-0.04,5543110,0,1,1,0,0,0,5,radio,-5.7,-0.1,0.2,0.06,-0.46,0.0,0.0,0.79,0.0,0.0,0.0
1,1,4,Water,Tyla,FAX Records/Epic,12,7,7,16,-0.05,-0.71,-0.05,3,4,3,13,0.02,0.25,0.02,36,21,17,11,-0.3,-0.71,-0.22,22,20,10,12,-0.08,-0.1,0.32,53,38,23,15,-0.15,-0.39,-0.5,63,32,23,16,-0.16,-0.97,-0.13,3582345,0,0,0,0,0,0,6,radio,-11.92,-0.09,0.33,0.22,-0.66,0.16,0.82,0.84,0.55,-1.0,0.0
1,1,4,Last Night,Morgan Wallen,Big Loud Records / Mercury Records / Republic Records,13,10,1,51,-0.03,-0.3,-0.01,25,24,2,45,-0.02,-0.04,-0.02,12,9,1,51,-0.06,-0.33,0.02,0,0,0,0,0.0,0.0,0.0,7,7,1,50,0.0,0.0,-0.01,30,21,1,51,-0.04,-0.43,-0.02,4890966,0,1,1,0,0,0,5,apple,-3.88,-0.01,0.18,-0.08,0.26,0.0,0.0,0.03,-0.02,0.0,0.0
1,1,4,Thinkin' Bout Me,Morgan Wallen,Big Loud Records / Mercury Records / Republic Records,14,12,7,46,-0.02,-0.17,-0.01,20,21,11,20,0.02,0.05,-0.02,23,12,6,44,-0.22,-0.92,-0.22,20,16,4,41,-0.16,-0.25,0.0,14,12,2,46,-0.02,-0.17,-0.09,49,42,9,46,-0.04,-0.17,-0.04,3923301,0,1,1,0,0,0,6,hot100,-7.25,-0.08,0.25,-0.1,-0.06,0.34,0.4,-0.08,0.03,-1.0,0.41
1,1,4,Fast Car,Luke Combs,River House Artists/Columbia Nashville,15,11,2,43,-0.04,-0.36,-0.02,9,8,1,36,-0.02,-0.12,-0.02,31,19,2,38,-0.24,-0.63,-0.22,0,0,0,0,0.0,0.0,0.0,24,22,5,43,-0.02,-0.09,-0.13,92,58,4,43,-0.17,-0.59,-0.15,3006136,0,1,0,0,0,0,5,radio,-9.8,-0.11,0.23,-0.22,-0.44,0.0,0.0,0.5,0.11,0.8,0.64
1,1,4,Stick Season,Noah Kahan,Mercury Records/Republic Records,16,14,14,16,-0.02,-0.14,-0.07,0,0,0,0,0.0,0.0,0.0,8,3,3,13,-0.1,-1.67,-0.18,24,0,24,1,0.08,0.0,0.08,12,13,11,11,0.01,0.08,-0.02,4,2,2,64,-0.01,-1.0,-0.01,9479500,0,0,0,0,0,0,5,spotify,-0.8,-0.04,0.36,0.1,0.0,0.8,0.0,0.35,-0.22,-0.3,0.0
1,1,4,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,Taylor Swift,17,13,1,12,-0.04,-0.31,-0.04,8,11,8,11,0.06,0.27,-0.02,40,24,1,9,-0.32,-0.67,-0.24,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,-0.31,44,26,1,12,-0.09,-0.69,-0.08,4114486,0,1,1,0,0,0,4,radio,-9.75,-0.14,0.3,0.0,-0.64,0.0,0.0,0.0,0.84,0.0,0.0
1,1,4,All Of Me,21 Savage,"Slaughter Gang, LLC/Epic Records",18,0,18,1,0.83,0.0,0.0,0,0,0,0,0.0,0.0,0.0,6,0,6,1,0.9,0.0,0.0,0,0,0,0,0.0,0.0,0.0,28,0,3,1,0.73,0.0,0.0,13,0,13,1,0.0,0.0,0.0,6828059,0,1,1,0,0,0,4,streaming,82.0,0.0,0.11,0.22,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1,1,4,N.H.I.E.,21 Savage & Doja Cat,"Slaughter Gang, LLC/Epic Records",19,0,19,1,0.82,0.0,0.0,0,0,0,0,0.0,0.0,0.0,7,0,7,1,0.88,0.0,0.0,0,0,0,0,0.0,0.0,0.0,58,0,6,1,0.43,0.0,0.0,9,0,9,1,0.0,0.0,0.0,7389899,1,0,1,0,0,0,4,streaming,71.0,0.0,0.22,0.53,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,4,What Was I Made For?,Billie Eilish,Darkroom/Interscope Records,20,16,14,26,-0.04,-0.25,-0.08,16,15,11,18,-0.02,-0.07,-0.04,45,30,7,15,-0.3,-0.5,-0.56,13,4,4,18,-0.36,-2.25,-0.76,0,0,0,0,0.0,0.0,0.0,43,30,6,27,-0.06,-0.43,-0.1,4211399,0,0,0,0,0,0,5,sales,-15.7,-0.31,0.31,0.0,-0.58,-0.38,0.2,0.0,-0.02,0.27,0.24
1,1,4,White Horse,Chris Stapleton,Mercury Nashville,21,17,12,26,-0.04,-0.24,-0.05,21,25,21,13,0.08,0.16,0.04,32,17,13,11,-0.3,-0.88,-0.42,12,11,5,25,-0.04,-0.09,0.12,95,74,31,6,-0.21,-0.28,-0.48,151,76,45,11,-0.38,-0.99,-0.56,2411405,0,0,0,0,0,0,6,sales,-14.75,-0.22,0.26,0.19,-0.22,-0.16,0.06,0.0,0.17,-0.59,0.17
1,1,4,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,OVO/Republic,22,18,11,15,-0.04,-0.22,-0.02,34,30,21,13,-0.08,-0.13,-0.06,27,15,8,11,-0.24,-0.8,-0.26,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,0,3,hot100,-12.0,-0.11,0.3,0.0,0.14,0.0,0.0,0.0,0.86,0.0,0.0
1,1,4,Igual Que Un Angel,Kali Uchis & Peso Pluma,Unknown,23,0,23,1,0.78,0.0,0.0,0,0,0,0,0.0,0.0,0.0,10,0,10,1,0.82,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,2,streaming,80.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,La Diabla,Xavi,Interscope Records,24,22,22,5,-0.02,-0.09,-0.14,0,0,0,0,0.0,0.0,0.0,13,7,7,3,-0.12,-0.86,-0.24,0,0,0,0,0.0,0.0,0.0,8,9,8,4,0.01,0.11,-0.07,8,7,7,5,-0.0,-0.14,-0.02,7480063,0,1,0,0,0,0,4,apple,-3.38,-0.12,0.12,0.04,0.0,0.0,0.0,0.59,0.0,0.0,0.0
1,1,4,FTCU,Nicki Minaj,Republic Records,25,15,15,6,-0.1,-0.67,-0.12,0,0,0,0,0.0,0.0,0.0,15,5,4,6,-0.2,-2.0,-0.18,19,1,1,4,-0.72,-18.0,-1.44,2,2,2,6,0.0,0.0,-0.01,14,8,7,6,-0.03,-0.75,-0.03,6120387,0,0,1,0,0,0,5,apple,-26.25,-0.36,0.29,-0.05,0.0,0.46,0.0,0.72,0.0,1.0,0.0
1,1,4,Lil Boo Thang,Paul Russell,Arista Records,26,19,14,18,-0.07,-0.37,-0.02,12,10,6,17,-0.04,-0.2,-0.02,0,0,0,0,0.0,0.0,0.0,6,5,2,22,-0.04,-0.2,0.0,0,0,0,0,0.0,0.0,0.0,126,95,80,3,-0.16,-0.33,-0.08,2577760,0,0,0,0,0,0,4,sales,-7.62,-0.04,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
1,1,4,Flowers,Miley Cyrus,Columbia,27,20,1,48,-0.07,-0.35,-0.02,11,12,1,48,0.02,0.08,0.06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.15,0,0,1,1,0,0,0,2,radio,-2.5,0.06,0.13,0.0,0.0,0.0,0.0,0.0,1.0,-0.18,0.0
1,1,4,Everybody,Nicki Minaj Featuring Lil Uzi Vert,Republic Records,28,25,25,6,-0.03,-0.12,-0.05,26,43,26,2,0.34,0.4,0.18,38,18,15,5,-0.4,-1.11,-0.34,0,0,0,0,0.0,0.0,0.0,9,6,1,6,-0.03,-0.5,-0.02,59,36,27,6,-0.12,-0.64,-0.08,3631279,1,0,1,0,0,0,5,apple,-4.7,-0.06,0.28,-0.2,-0.24,0.0,0.0,-0.03,1.0,0.0,0.0
1,1,4,Houdini,Dua Lipa,Warner Records,29,29,11,10,0.0,0.0,0.03,15,16,12,10,0.02,0.06,0.0,0,0,0,0,0.0,0.0,0.0,14,14,3,7,0.0,0.0,-0.24,0,0,0,0,0.0,0.0,0.0,153,152,18,7,-0.0,-0.01,-0.06,2405153,0,1,1,0,0,0,4,sales,0.75,-0.09,0.3,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.15
1,1,4,World On Fire,Nate Smith,Unknown,30,21,21,12,-0.09,-0.43,-0.13,13,14,13,13,0.02,0.07,0.02,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,radio,-3.5,-0.06,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,Pop Ur Sht,"21 Savage, Young Thug & Metro Boomin","Slaughter Gang, LLC/Epic Records",31,0,31,1,0.7,0.0,0.0,0,0,0,0,0.0,0.0,0.0,14,0,14,1,0.74,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,10,1,0.49,0.0,0.0,19,0,19,1,0.0,0.0,0.0,5399068,1,0,1,0,0,0,4,streaming,64.33,0.0,0.21,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,Fukumean,Gunna,300 Entertainment,32,24,4,29,-0.08,-0.33,-0.08,37,32,15,22,-0.1,-0.16,-0.1,33,25,1,28,-0.16,-0.32,-0.04,0,0,0,0,0.0,0.0,0.0,23,18,1,31,-0.05,-0.28,-0.13,29,17,1,31,-0.06,-0.71,-0.05,4896385,0,0,0,0,0,0,5,apple,-9.0,-0.08,0.29,0.09,0.08,0.0,0.0,0.88,-0.88,0.0,0.0
1,1,4,Sneaky,21 Savage,"Slaughter Gang, LLC/Epic Records",33,0,33,1,0.68,0.0,0.0,0,0,0,0,0.0,0.0,0.0,17,0,17,1,0.68,0.0,0.0,0,0,0,0,0.0,0.0,0.0,61,0,8,1,0.4,0.0,0.0,23,0,23,1,0.0,0.0,0.0,5247708,0,1,1,0,0,0,4,streaming,58.67,0.0,0.24,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,Need A Favor,Jelly Roll,BBR Music Group/Jelly Roll,34,23,13,40,-0.11,-0.48,-0.1,18,17,6,35,-0.02,-0.06,0.06,0,0,0,0,0.0,0.0,0.0,10,12,2,45,0.08,0.17,0.2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,sales,-1.67,0.05,0.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.1
1,1,4,Dangerous,"21 Savage, Lil Durk & Metro Boomin","Slaughter Gang, LLC/Epic Records",35,0,35,1,0.66,0.0,0.0,0,0,0,0,0.0,0.0,0.0,19,0,19,1,0.64,0.0,0.0,0,0,0,0,0.0,0.0,0.0,62,0,11,1,0.39,0.0,0.0,24,0,24,1,0.0,0.0,0.0,5241032,1,0,1,0,0,0,4,streaming,56.33,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,Pretty Little Poison,Warren Zeiders,Warner Records,36,30,30,19,-0.06,-0.2,-0.09,32,35,32,7,0.06,0.09,0.06,47,28,28,6,-0.38,-0.68,-0.44,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,194,116,116,3,-0.39,-0.67,-0.67,2201807,0,0,1,0,0,0,4,radio,-19.25,-0.29,0.44,0.0,-0.3,0.0,0.0,0.0,-0.37,0.0,0.0
1,1,4,Never Lose Me,Flo Milli,'94 Sounds/RCA Records,37,42,37,5,0.05,0.12,0.0,0,0,0,0,0.0,0.0,0.0,20,20,20,3,0.0,0.0,-0.12,0,0,0,0,0.0,0.0,0.0,26,36,14,2,0.1,0.28,-0.55,20,40,20,3,0.1,0.5,-0.08,5368428,0,0,0,0,0,0,4,streaming,8.33,-0.25,0.18,0.16,0.0,0.0,0.0,0.86,-1.0,0.0,0.0
1,1,4,First Person Shooter,Drake Featuring J. Cole,OVO/Republic,38,26,1,15,-0.12,-0.46,-0.15,42,40,32,5,-0.04,-0.05,-0.04,35,23,1,12,-0.24,-0.52,-0.22,0,0,0,0,0.0,0.0,0.0,11,11,2,15,0.0,0.0,-0.01,36,23,2,15,-0.06,-0.57,-0.04,4636814,1,0,1,0,0,0,5,apple,-11.62,-0.09,0.34,-0.07,0.14,0.0,0.0,0.1,-0.37,0.0,0.0
1,1,4,Dance The Night,Dua Lipa,Warner Records,39,32,6,29,-0.07,-0.22,0.02,22,22,4,29,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.26,23,19,5,25,-0.16,-0.21,-0.24,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,3,radio,-11.5,0.01,0.37,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0
1,1,4,Should've Wore A Bonnet,21 Savage & Brent Faiyaz,"Slaughter Gang, LLC/Epic Records",40,0,40,1,0.61,0.0,0.0,0,0,0,0,0.0,0.0,0.0,21,0,21,1,0.6,0.0,0.0,0,0,0,0,0.0,0.0,0.0,67,0,7,1,0.34,0.0,0.0,35,0,35,1,0.0,0.0,0.0,4638749,1,0,1,0,0,0,4,streaming,51.67,0.0,0.27,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,Save Me,Jelly Roll With Lainey Wilson,BBR Music Group/Jelly Roll,41,28,19,28,-0.13,-0.46,-0.13,19,19,11,12,0.0,0.0,-0.04,0,0,0,0,0.0,0.0,0.0,11,9,6,36,-0.08,-0.22,-0.04,0,0,0,0,0.0,0.0,-0.42,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,3,sales,-10.5,-0.16,0.23,0.0,0.0,0.0,0.06,0.0,0.0,0.0,-0.3
1,1,4,Vampire,Olivia Rodrigo,Olivia Rodrigo PS,42,27,1,26,-0.15,-0.56,-0.09,41,33,6,26,-0.16,-0.24,-0.02,41,26,1,24,-0.3,-0.58,-0.28,0,0,0,0,0.0,0.0,0.0,47,40,2,29,-0.07,-0.18,-0.2,33,18,1,29,-0.08,-0.83,-0.08,4813922,0,1,0,0,0,0,5,spotify,-15.1,-0.13,0.33,0.3,0.0,0.0,0.0,0.27,-0.56,0.0,0.0
1,1,4,Prove It,21 Savage & Summer Walker,"Slaughter Gang, LLC/Epic Records",43,0,43,1,0.58,0.0,0.0,0,0,0,0,0.0,0.0,0.0,24,0,24,1,0.54,0.0,0.0,0,0,0,0,0.0,0.0,0.0,68,0,5,1,0.33,0.0,0.0,39,0,39,1,0.0,0.0,0.0,4455552,1,0,1,0,0,0,4,streaming,48.33,0.0,0.28,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,Wild Ones,Jessie Murph & Jelly Roll,Columbia,44,41,41,15,-0.03,-0.07,-0.03,0,0,0,0,0.0,0.0,0.0,25,22,22,9,-0.06,-0.14,-0.1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,93,93,86,15,0.0,0.0,0.04,2987248,1,0,1,0,0,0,3,streaming,-4.5,-0.03,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,Used To Be Young,Miley Cyrus,Columbia,45,31,8,21,-0.14,-0.45,-0.13,10,7,3,21,-0.06,-0.43,-0.04,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,-0.08,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,2,radio,-10.0,-0.08,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,My Love Mine All Mine,Mitski,Dead Oceans,46,35,26,17,-0.11,-0.31,-0.13,0,0,0,0,0.0,0.0,0.0,28,16,14,13,-0.24,-0.75,-0.34,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,6,4,3,18,-0.01,-0.5,-0.02,8128535,0,0,0,0,0,0,3,spotify,-12.0,-0.16,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,Exes,Tate McRae,RCA Records Label,47,36,34,9,-0.11,-0.31,-0.14,46,0,46,1,0.1,0.0,0.1,48,33,21,5,-0.3,-0.45,-0.28,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,-0.19,46,34,16,9,-0.06,-0.35,-0.04,4024673,0,1,1,0,0,0,4,radio,-9.25,-0.11,0.43,0.0,-0.04,0.0,0.0,0.0,-1.0,0.0,0.0
1,1,4,Good Good,"Usher, Summer Walker & 21 Savage",Unknown,48,34,25,23,-0.14,-0.41,-0.12,14,13,8,22,-0.02,-0.08,0.02,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,2,radio,-8.0,-0.05,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,Truck Bed,HARDY,Big Loud,49,39,36,31,-0.1,-0.26,-0.07,39,38,38,5,-0.02,-0.03,-0.04,0,0,0,0,0.0,0.0,-0.06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,183,192,125,19,0.04,0.05,0.22,2245214,0,0,0,0,0,0,3,radio,-2.5,0.01,0.42,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
