quarter,month,week,track,artist,label,hot100_rank,hot100_last_week,hot100_peak,hot100_woc,hot100_change,hot100_growth_rate,hot100_acceleration,radio_rank,radio_last_week,radio_peak,radio_woc,radio_change,radio_growth_rate,radio_acceleration,streaming_rank,streaming_last_week,streaming_peak,streaming_woc,streaming_change,streaming_growth_rate,streaming_acceleration,sales_rank,sales_last_week,sales_peak,sales_woc,sales_change,sales_growth_rate,sales_acceleration,apple_rank,apple_last_week,apple_peak,apple_woc,apple_change,apple_growth_rate,apple_acceleration,spotify_rank,spotify_last_week,spotify_peak,spotify_woc,spotify_change,spotify_growth_rate,spotify_acceleration,spotify_streams,is_collab,is_top_artist,is_top_label,is_holiday_season,is_summer_season,is_award_season,available_platforms,best_platform,platform_change_momentum,platform_acceleration_momentum,platform_divergence,spotify_vs_apple,streaming_vs_radio,streaming_vs_sales,radio_vs_sales,spotify_leads_apple,streaming_leads_radio,streaming_leads_sales,radio_leads_sales
2,6,25,U My Everything,Sexyy Red & Drake,Rebel/gamma.,53,49,44,3,-0.04,-0.08,0.01,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.14,0,0,0,0,0.0,0.0,0.0,11,11,11,3,0.0,0.0,-0.63,187,144,144,3,-0.22,-0.3,-0.23,2638328,1,0,0,0,1,0,3,apple,-12.75,-0.18,0.39,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Down Bad,Taylor Swift,Taylor Swift,54,46,2,8,-0.08,-0.17,-0.03,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.14,0,0,0,0,0.0,0.0,0.0,30,27,2,8,-0.03,-0.11,0.03,54,39,2,8,-0.08,-0.38,-0.08,4674408,0,1,1,0,1,0,3,apple,-6.17,0.02,0.22,0.03,0.0,0.0,0.0,0.78,0.0,0.0,0.0
2,6,25,Wild Ones,Jessie Murph & Jelly Roll,Columbia,55,57,35,36,0.02,0.04,0.05,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,160,167,54,36,0.04,0.04,0.44,2854268,1,0,1,0,1,0,2,hot100,2.75,0.24,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Dirt Cheap,Cody Johnson,CoJo Music/Warner Music Nashville,56,55,55,8,-0.01,-0.02,-0.07,34,38,34,7,0.08,0.11,0.1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,2,radio,3.5,0.02,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Si No Quieres No,Luis R Conriquez x Neton Vega,Kartel Music,57,53,53,6,-0.04,-0.08,-0.14,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,80,73,73,3,-0.07,-0.1,-0.28,74,62,62,6,-0.06,-0.19,-0.22,4093536,0,0,0,0,1,0,3,hot100,-5.67,-0.21,0.35,0.43,0.0,0.0,0.0,0.03,0.0,0.0,0.0
2,6,25,The Man He Sees In Me,Luke Combs,Seven Ridges Records/Columbia Nashville,58,0,58,1,0.43,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,58,0,58,1,0.0,0.0,0.0,4500982,0,1,0,0,1,0,2,hot100,43.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Illusion,Dua Lipa,Warner Records,59,59,43,9,0.0,0.0,-0.16,21,23,21,7,0.04,0.09,-0.04,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,2,radio,4.0,-0.1,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Made For Me,Muni Long,"Supergiant Records, LLC / Def Jam Recordings",60,54,20,22,-0.06,-0.11,-0.07,23,21,12,18,-0.04,-0.1,-0.02,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,2,radio,-5.0,-0.05,0.28,0.0,0.0,0.0,0.0,0.56,-0.56,0.02,-0.37
2,6,25,FE!N,Travis Scott Featuring Playboi Carti,Cactus Jack/Epic,61,56,5,32,-0.05,-0.09,-0.09,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,2,24,0.01,0.0,0.01,62,52,2,46,-0.05,-0.19,0.01,4380231,1,0,0,0,1,0,3,hot100,-3.0,-0.02,0.41,0.69,0.0,0.0,0.0,-0.1,0.0,0.0,0.0
2,6,25,We Ride,Bryan Martin,Average Joes Entertainment,62,61,61,10,-0.01,-0.02,-0.09,24,28,24,11,0.08,0.14,0.04,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,163,160,150,18,-0.02,-0.02,-0.12,2813651,0,0,0,0,1,0,3,radio,1.83,-0.06,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Wind Up Missin' You,Tucker Wetmore,Tucker Wetmore,63,79,63,11,0.16,0.2,0.17,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,63,1,0.11,0.0,0.23,49,71,49,11,0.11,0.31,0.07,5005631,0,0,0,0,1,0,3,spotify,12.67,0.16,0.39,0.66,0.0,0.0,0.0,-0.17,0.0,0.0,0.0
2,6,25,The Boy Is Mine,Ariana Grande,Republic Records,64,0,16,6,0.37,0.0,0.5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,123,0,5,9,0.0,0.0,0.08,3175445,1,1,0,0,1,0,2,hot100,37.0,0.29,0.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,6,25,Scared To Start,Michael Marcagi,Warner Records,65,60,54,17,-0.05,-0.08,-0.15,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,48,44,16,21,-0.02,-0.09,-0.02,5008703,0,0,1,0,1,0,2,spotify,-3.5,-0.08,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Blue,Billie Eilish,Darkroom/Interscope Records,66,52,25,4,-0.14,-0.27,-0.09,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,45,37,16,4,-0.08,-0.22,0.13,55,38,17,4,-0.08,-0.45,-0.03,4599963,0,1,1,0,1,0,3,apple,-10.17,0.0,0.28,0.18,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2,6,25,Red Wine Supernova,Chappell Roan,Chappell Roan PS/ Island,67,75,67,2,0.08,0.11,-0.18,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,33,42,33,10,0.04,0.21,-0.12,5721275,0,1,0,0,1,0,2,spotify,6.25,-0.15,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Hot To Go!,Chappell Roan,Chappell Roan PS/ Island,68,80,68,2,0.12,0.15,-0.09,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,41,51,41,9,0.05,0.2,-0.19,5348494,0,1,0,0,1,0,2,spotify,8.5,-0.14,0.27,0.0,0.0,0.0,0.0,-0.14,-0.18,-0.68,-0.02
2,6,25,Nasty,Tinashe,"Tinashe Music Inc., under exclusive license to Nice Life Recording Company",69,90,69,2,0.21,0.23,0.1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,111,66,2,0.22,0.41,0.22,4199157,0,0,0,0,1,0,2,spotify,21.75,0.16,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Purple Gas,Zach Bryan & Noeline Hofmann,Warner Records,70,0,70,1,0.31,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,88,0,47,1,0.13,0.0,0.0,93,0,93,1,0.0,0.0,0.0,3726049,1,0,1,0,1,0,3,hot100,22.0,0.0,0.4,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Take Her Home,Kenny Chesney,Unknown,71,78,71,5,0.07,0.09,0.0,15,18,15,15,0.06,0.17,0.08,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,2,radio,6.5,0.08,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Who's Afraid Of Little Old Me?,Taylor Swift,Taylor Swift,72,58,9,8,-0.14,-0.24,-0.14,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,51,39,8,8,-0.12,-0.31,-0.06,86,60,9,8,-0.13,-0.43,-0.06,3816443,0,1,1,0,1,0,3,apple,-13.0,-0.09,0.32,0.08,0.0,0.0,0.0,0.95,0.0,0.0,0.0
2,6,25,360,Charli xcx,Atlantic Records,73,0,73,1,0.28,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,79,0,79,2,0.0,0.0,0.0,3948247,0,0,0,0,1,0,2,hot100,28.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Texas Hold 'Em,Beyonce,Parkwood Entertainment/Columbia,74,65,1,18,-0.09,-0.14,0.08,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,175,169,2,18,-0.03,-0.04,0.13,2713307,0,0,0,0,1,0,2,hot100,-6.0,0.11,0.42,0.0,0.0,0.0,0.0,0.92,0.05,-0.35,0.1
2,6,25,Enough (Miami),Cardi B,Atlantic Records,75,64,9,13,-0.11,-0.17,-0.21,31,24,24,9,-0.14,-0.29,-0.24,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,2,radio,-12.5,-0.22,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Belong Together,Mark Ambor,"Hundred Days Records, LLC",76,74,74,7,-0.02,-0.03,-0.1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,72,52,10,-0.0,-0.01,-0.02,4100095,0,0,0,0,1,0,2,spotify,-1.25,-0.06,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,All My Life,Falling In Reverse & Jelly Roll,Unknown,77,0,77,1,0.24,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,14,0,14,1,0.48,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,0,2,sales,36.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Wine Into Whiskey,Tucker Wetmore,Tucker Wetmore,78,96,77,12,0.18,0.19,0.24,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,hot100,18.0,0.24,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Wondering Why,The Red Clay Strays,Red Clay Strays,79,76,71,13,-0.03,-0.04,-0.14,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,-0.28,0,0,0,0,0.0,0.0,0.0,145,162,83,27,0.08,0.1,0.1,2971765,0,0,0,0,1,0,2,hot100,2.75,-0.11,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Guilty As Sin?,Taylor Swift,Taylor Swift,80,63,10,8,-0.17,-0.27,-0.18,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,85,63,11,8,-0.22,-0.35,-0.1,75,56,10,8,-0.1,-0.34,-0.07,4026449,0,1,1,0,1,0,3,spotify,-16.17,-0.12,0.4,0.48,0.0,0.0,0.0,0.56,0.0,0.0,0.0
2,6,25,The Greatest,Billie Eilish,Darkroom/Interscope Records,81,62,24,4,-0.19,-0.31,-0.07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,53,45,23,4,-0.08,-0.18,0.14,87,50,15,4,-0.18,-0.74,-0.08,3790686,0,1,1,0,1,0,3,apple,-15.17,-0.0,0.35,0.1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
2,6,25,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,Unknown,82,72,1,18,-0.1,-0.14,-0.05,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,hot100,-10.0,-0.05,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Hell N Back,Bakar Featuring Summer Walker,Unknown,83,77,53,10,-0.06,-0.08,-0.1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,hot100,-6.0,-0.1,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,After Hours,Kehlani,Unknown,84,85,84,3,0.01,0.01,0.02,49,50,49,2,0.02,0.02,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,2,radio,1.5,0.02,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,But Daddy I Love Him,Taylor Swift,Taylor Swift,85,66,7,8,-0.19,-0.29,-0.18,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,48,4,8,-0.12,-0.25,-0.02,113,76,7,8,-0.18,-0.49,-0.11,3363576,0,1,1,0,1,0,3,apple,-16.5,-0.1,0.38,0.04,0.0,0.0,0.0,0.74,0.0,0.0,0.0
2,6,25,My Boy Only Breaks His Favorite Toys,Taylor Swift,Taylor Swift,86,71,6,8,-0.15,-0.21,-0.15,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,89,74,9,8,-0.15,-0.2,0.0,115,80,6,8,-0.18,-0.44,-0.12,3334094,0,1,1,0,1,0,3,hot100,-15.83,-0.14,0.44,0.32,0.0,0.0,0.0,0.83,0.0,0.0,0.0
2,6,25,Your Place,Ashley Cooke,Unknown,87,87,87,3,0.0,0.0,-0.08,20,20,20,13,0.0,0.0,-0.08,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,2,radio,0.0,-0.08,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Get In With Me,BossMan Dlow,Unknown,88,81,49,19,-0.07,-0.09,-0.02,0,0,0,0,0.0,0.0,0.08,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,83,66,4,19,-0.17,-0.26,-0.16,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,2,apple,-12.0,-0.03,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,"So Long, London",Taylor Swift,Taylor Swift,89,70,5,8,-0.19,-0.27,-0.17,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,82,57,6,8,-0.25,-0.44,-0.16,108,74,4,8,-0.17,-0.46,-0.09,3430891,0,1,1,0,1,0,3,apple,-20.33,-0.14,0.43,0.28,0.0,0.0,0.0,0.78,0.0,0.0,0.0
2,6,25,Skinny,Billie Eilish,Darkroom/Interscope Records,90,68,18,4,-0.22,-0.32,-0.07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,86,67,17,4,-0.19,-0.28,0.31,104,63,13,4,-0.2,-0.65,-0.04,3522185,0,1,1,0,1,0,3,apple,-20.5,0.07,0.44,0.34,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
2,6,25,The Diner,Billie Eilish,Darkroom/Interscope Records,91,73,31,4,-0.18,-0.25,-0.07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.54,80,57,20,4,-0.12,-0.4,-0.04,3932457,0,1,1,0,1,0,2,spotify,-14.75,0.14,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Obsessed,Olivia Rodrigo,Olivia Rodrigo PS,92,67,14,12,-0.25,-0.37,-0.24,48,36,21,12,-0.24,-0.33,-0.02,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,176,181,11,12,0.02,0.03,0.06,2705058,0,0,0,0,1,0,3,radio,-15.5,-0.07,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Si No Es Contigo,Cris Mj,Sonar LLC.,93,82,72,3,-0.11,-0.13,-0.01,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,-0.11,92,89,89,3,-0.02,-0.03,-0.14,3726453,0,0,0,0,1,0,2,spotify,-6.25,-0.09,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,The Door,Teddy Swims,Warner Records,94,94,94,2,0.0,0.0,-0.07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,24,23,21,4,-0.04,-0.04,-0.16,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,2,sales,-4.0,-0.12,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
2,6,25,Spin You Around (1/24),Morgan Wallen,Big Loud Records / Mercury Records,95,95,24,19,0.0,0.0,-0.06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,55,0,9,19,0.46,0.0,0.46,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,2,apple,46.0,0.2,0.41,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0.0
2,6,25,Beautiful As You,Thomas Rhett,Unknown,96,0,96,1,0.05,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,hot100,5.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Never Let Go,Jung Kook,BIGHIT MUSIC,97,0,97,1,0.04,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3,0,3,1,0.92,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,2,sales,48.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Family Matters,Drake,OVO/Republic,98,69,7,6,-0.29,-0.42,-0.19,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,41,31,4,6,-0.1,-0.32,-0.01,0,0,0,0,0.0,0.0,0.26,0,0,0,0,0,1,0,2,apple,-19.5,0.02,0.4,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
2,6,25,Back Then Right Now,Tyler Hubbard,Unknown,99,92,62,13,-0.07,-0.08,-0.01,33,34,14,17,0.02,0.03,0.18,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,2,radio,-2.5,0.08,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,25,Hang Tight Honey,Lainey Wilson,Unknown,100,0,100,1,0.01,0.0,0.0,47,0,47,1,0.08,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,2,radio,4.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,26,Please Please Please,Sabrina Carpenter,Island Records,1,2,1,2,0.01,0.5,-0.98,0,0,0,0,0.0,0.0,0.0,1,1,1,2,0.0,0.0,-1.0,7,7,7,2,0.0,0.0,-0.76,1,78,1,2,0.77,0.99,0.54,1,1,1,2,0.0,0.0,0.0,31778766,0,1,1,0,1,0,5,hot100,39.0,-0.55,0.11,0.0,0.0,0.26,0.0,0.7,-0.03,-0.3,-0.09
2,6,26,I Had Some Help,Post Malone Featuring Morgan Wallen,Mercury Records/Republic Records,2,1,1,6,-0.01,-1.0,-0.01,2,3,2,7,0.02,0.33,-0.02,2,2,1,6,0.0,0.0,0.0,3,4,1,6,0.04,0.25,0.08,3,2,2,6,-0.01,-0.5,-0.01,4,4,1,6,0.0,0.0,0.02,17046390,1,0,1,0,1,0,6,hot100,1.0,0.01,0.04,0.01,0.0,0.08,0.08,0.36,0.82,0.07,-0.15
2,6,26,A Bar Song (Tipsy),Shaboozey,American Dogwood / EMPIRE,3,4,3,10,0.01,0.25,0.01,8,12,8,5,0.08,0.33,0.0,3,4,3,10,0.02,0.25,0.0,1,1,1,10,0.0,0.0,-0.04,4,4,2,9,0.0,0.0,-0.01,7,7,3,10,0.0,0.0,0.0,15713881,0,0,0,0,1,0,6,sales,3.67,-0.01,0.05,0.0,0.1,-0.02,-0.12,0.71,-0.76,-0.17,-1.0
2,6,26,Espresso,Sabrina Carpenter,Island Records,4,3,3,10,-0.01,-0.33,-0.04,6,6,6,8,0.0,0.0,-0.08,4,3,3,10,-0.02,-0.33,-0.08,9,6,6,9,-0.12,-0.5,-0.24,5,9,3,9,0.04,0.44,0.04,2,2,1,10,0.0,0.0,-0.02,19906774,0,1,1,0,1,0,6,spotify,-2.75,-0.07,0.13,0.04,0.04,0.28,0.24,0.45,0.87,0.65,-0.72
2,6,26,Million Dollar Baby,Tommy Richman,PULSE Records,5,5,2,8,0.0,0.0,0.02,7,7,7,5,0.0,0.0,-0.12,5,6,1,8,0.02,0.17,0.08,11,11,4,8,0.0,0.0,0.24,9,8,1,8,-0.01,-0.12,0.04,5,6,2,8,0.0,0.17,0.02,16593505,0,1,1,0,1,0,6,hot100,0.5,0.05,0.15,0.06,0.04,0.34,0.3,-0.37,0.14,0.22,-0.26
2,6,26,Not Like Us,Kendrick Lamar,"Kendrick Lamar, under exclusive license to Interscope Records",6,6,1,7,0.0,0.0,0.01,12,13,12,6,0.02,0.08,-0.06,6,5,1,7,-0.02,-0.2,0.0,14,16,2,7,0.08,0.12,0.24,2,1,1,6,-0.01,-1.0,-0.01,6,5,1,7,-0.0,-0.2,0.01,16262117,0,1,0,0,1,0,6,apple,1.3,0.04,0.21,-0.01,0.12,0.44,0.32,0.41,0.08,-0.0,-0.29
2,6,26,Too Sweet,Hozier,Rubyworks / Universal-Island Records Ltd,7,7,1,13,0.0,0.0,0.0,1,1,1,10,0.0,0.0,-0.02,10,10,1,13,0.0,0.0,0.02,6,8,3,13,0.08,0.25,0.16,13,13,5,13,0.0,0.0,-0.03,10,11,1,13,0.0,0.09,0.0,10623605,0,0,0,0,1,0,6,radio,4.25,0.03,0.09,0.08,-0.18,0.04,0.22,0.15,0.09,-0.52,0.23
2,6,26,Beautiful Things,Benson Boone,"Night Street Records, Inc./Warner Records Inc.",8,11,2,22,0.03,0.27,0.05,4,4,2,18,0.0,0.0,0.02,11,11,1,22,0.0,0.0,0.0,8,9,1,22,0.04,0.11,0.0,17,19,2,22,0.02,0.11,0.01,13,14,1,22,0.0,0.07,0.0,8545507,0,1,1,0,1,0,6,radio,2.38,0.03,0.1,0.11,-0.14,0.1,0.24,0.62,0.15,-0.08,-0.08
2,6,26,Lose Control,Teddy Swims,Warner Records,9,10,1,45,0.01,0.1,0.03,3,2,1,28,-0.02,-0.5,0.0,12,12,3,30,0.0,0.0,0.0,12,12,1,49,0.0,0.0,0.2,18,21,15,24,0.03,0.14,0.03,18,19,10,32,0.0,0.05,-0.02,6872355,0,1,1,0,1,0,6,radio,0.62,0.06,0.16,0.09,-0.18,0.24,0.42,0.66,0.05,-0.2,-0.11
2,6,26,Birds Of A Feather,Billie Eilish,Darkroom/Interscope Records,10,9,9,5,-0.01,-0.11,-0.03,0,0,0,0,0.0,0.0,0.0,7,7,7,5,0.0,0.0,0.0,18,20,18,4,0.08,0.1,0.16,7,6,2,5,-0.01,-0.17,-0.02,3,3,3,5,0.0,0.0,0.0,17728915,0,1,1,0,1,0,5,spotify,2.0,0.04,0.27,0.06,0.0,0.58,0.0,0.78,0.34,0.31,0.39
2,6,26,Pink Skies,Zach Bryan,Warner Records,11,12,6,4,0.01,0.08,0.03,0,0,0,0,0.0,0.0,0.0,8,9,5,4,0.02,0.11,0.04,13,13,3,4,0.0,0.0,0.2,6,5,4,4,-0.01,-0.2,0.0,9,9,8,4,0.0,0.0,0.0,11497216,0,0,1,0,1,0,5,apple,0.67,0.09,0.19,0.02,0.0,0.36,0.0,0.47,0.0,-0.19,0.0
2,6,26,Houdini,Eminem,Shady/Aftermath/Interscope Records,12,8,2,3,-0.04,-0.5,0.02,37,0,37,1,0.28,0.0,0.28,9,8,1,3,-0.02,-0.12,0.12,4,2,1,3,-0.08,-1.0,-0.04,10,3,3,3,-0.07,-2.33,-0.59,11,8,5,3,-0.02,-0.38,0.0,9861080,0,0,0,0,1,0,6,sales,0.92,-0.04,0.26,0.05,0.56,-0.02,-0.58,-0.78,-0.05,-0.06,-0.41
