date,rank,track,artist,radio_last_week,radio_peak,radio_woc
10/19/2024,36,You Look Like You Love Me,Ella Langley Featuring Riley Green,36,36,3
10/19/2024,37,Beautiful As You,Thomas Rhett,37,37,6
10/19/2024,38,Shake Dat Ass (Twerk Song),BossMan Dlow,39,38,3
10/19/2024,39,One Bad Habit,Tim McGraw,38,37,14
10/19/2024,40,Residuals,Chris Brown,41,40,3
10/19/2024,41,Cowboy Songs,George Birge,43,41,3
10/19/2024,42,It's Ok I'm Ok,Tate McRae,42,42,2
10/19/2024,43,High Road,Koe Wetzel & Jessie Murph,48,43,2
10/19/2024,44,Like That,"Future, Metro Boomin & Kendrick Lamar",40,13,27
10/19/2024,45,Bigger Houses,Dan + Shay,47,45,2
10/19/2024,46,Si Antes Te Hubiera Conocido,Karol G,45,45,5
10/19/2024,47,Nasty,Tinashe,-,38,9
10/19/2024,48,Sounds Like The Radio,Zach Top,-,48,1
10/19/2024,49,Messed Up As Me,Keith Urban,49,46,4
10/19/2024,50,Houdini,Eminem,44,13,17
10/26/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,22
10/26/2024,2,Espresso,Sabrina Carpenter,2,2,25
10/26/2024,3,Too Sweet,Hozier,4,1,27
10/26/2024,4,Birds Of A Feather,Billie Eilish,5,4,16
10/26/2024,5,I Had Some Help,Post Malone Featuring Morgan Wallen,3,1,24
10/26/2024,6,Lose Control,Teddy Swims,6,1,45
10/26/2024,7,Beautiful Things,Benson Boone,8,2,35
10/26/2024,8,Please Please Please,Sabrina Carpenter,7,7,16
10/26/2024,9,I Am Not Okay,Jelly Roll,11,9,15
10/26/2024,10,Not Like Us,Kendrick Lamar,9,7,23
10/26/2024,11,"Good Luck, Babe!",Chappell Roan,10,7,18
10/26/2024,12,Die With A Smile,Lady Gaga & Bruno Mars,13,12,9
10/26/2024,13,Million Dollar Baby,Tommy Richman,14,3,22
10/26/2024,14,Austin,Dasha,12,11,21
10/26/2024,15,Miles On It,Marshmello & Kane Brown,16,12,19
10/26/2024,16,Pour Me A Drink,Post Malone Featuring Blake Shelton,15,15,12
10/26/2024,17,Stargazing,Myles Smith,22,17,6
10/26/2024,18,This Is My Dirt,Justin Moore,23,18,16
10/26/2024,19,I Can Do It With A Broken Heart,Taylor Swift,20,19,13
10/26/2024,20,TGIF,GloRilla,21,20,10
10/26/2024,21,Kehlani,Jordan Adetunji,17,17,9
10/26/2024,22,Saturn,SZA,19,3,31
10/26/2024,23,The Door,Teddy Swims,18,18,14
10/26/2024,24,Taste,Sabrina Carpenter,30,24,5
10/26/2024,25,Lies Lies Lies,Morgan Wallen,29,25,8
10/26/2024,26,Dancing In The Flames,The Weeknd,24,24,5
10/26/2024,27,Hot To Go!,Chappell Roan,26,26,7
10/26/2024,28,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,25,25,8
10/26/2024,29,Prove It,21 Savage & Summer Walker,32,29,10
10/26/2024,30,Cowgirls,Morgan Wallen Featuring ERNEST,31,10,23
10/26/2024,31,Ain't No Love In Oklahoma,Luke Combs,28,13,21
10/26/2024,32,Gonna Love You,Parmalee,35,32,9
10/26/2024,33,Chevrolet,Dustin Lynch Featuring Jelly Roll,34,15,23
10/26/2024,34,Shake Dat Ass (Twerk Song),BossMan Dlow,38,34,4
10/26/2024,35,You Look Like You Love Me,Ella Langley Featuring Riley Green,36,35,4
10/26/2024,36,360,Charli xcx,33,28,10
10/26/2024,37,Residuals,Chris Brown,40,37,4
10/26/2024,38,Beautiful As You,Thomas Rhett,37,37,7
10/26/2024,39,One Bad Habit,Tim McGraw,39,37,15
10/26/2024,40,Cowboy Songs,George Birge,41,40,4
10/26/2024,41,High Road,Koe Wetzel & Jessie Murph,43,41,3
10/26/2024,42,It's Ok I'm Ok,Tate McRae,42,42,3
10/26/2024,43,"Love You, Miss You, Mean It",Luke Bryan,27,17,15
10/26/2024,44,Bigger Houses,Dan + Shay,45,44,3
10/26/2024,45,Timeless,The Weeknd & Playboi Carti,-,45,1
10/26/2024,46,Si Antes Te Hubiera Conocido,Karol G,46,45,6
10/26/2024,47,Wind Up Missin' You,Tucker Wetmore,-,47,1
10/26/2024,48,Sounds Like The Radio,Zach Top,48,48,2
10/26/2024,49,Too Fast,Future,-,49,1
10/26/2024,50,Messed Up As Me,Keith Urban,49,46,5
11/2/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,23
11/2/2024,2,Espresso,Sabrina Carpenter,2,2,26
11/2/2024,3,Too Sweet,Hozier,3,1,28
11/2/2024,4,Birds Of A Feather,Billie Eilish,4,4,17
11/2/2024,5,Lose Control,Teddy Swims,6,1,46
11/2/2024,6,I Had Some Help,Post Malone Featuring Morgan Wallen,5,1,25
11/2/2024,7,Beautiful Things,Benson Boone,7,2,36
11/2/2024,8,I Am Not Okay,Jelly Roll,9,8,16
11/2/2024,9,Please Please Please,Sabrina Carpenter,8,7,17
11/2/2024,10,Not Like Us,Kendrick Lamar,10,7,24
11/2/2024,11,Die With A Smile,Lady Gaga & Bruno Mars,12,11,10
11/2/2024,12,"Good Luck, Babe!",Chappell Roan,11,7,19
11/2/2024,13,Miles On It,Marshmello & Kane Brown,15,12,20
11/2/2024,14,Stargazing,Myles Smith,17,14,7
11/2/2024,15,Million Dollar Baby,Tommy Richman,13,3,23
11/2/2024,16,Pour Me A Drink,Post Malone Featuring Blake Shelton,16,15,13
11/2/2024,17,Taste,Sabrina Carpenter,24,17,6
11/2/2024,18,Austin,Dasha,14,11,22
11/2/2024,19,I Can Do It With A Broken Heart,Taylor Swift,19,19,14
11/2/2024,20,TGIF,GloRilla,20,20,11
11/2/2024,21,Kehlani,Jordan Adetunji,21,17,10
11/2/2024,22,The Door,Teddy Swims,23,18,15
11/2/2024,23,Hot To Go!,Chappell Roan,27,23,8
11/2/2024,24,Saturn,SZA,22,3,32
11/2/2024,25,Dancing In The Flames,The Weeknd,26,24,6
11/2/2024,26,Lies Lies Lies,Morgan Wallen,25,25,9
11/2/2024,27,Prove It,21 Savage & Summer Walker,29,27,11
11/2/2024,28,Shake Dat Ass (Twerk Song),BossMan Dlow,34,28,5
11/2/2024,29,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,28,25,9
11/2/2024,30,This Is My Dirt,Justin Moore,18,18,17
11/2/2024,31,Gonna Love You,Parmalee,32,31,10
11/2/2024,32,Residuals,Chris Brown,37,32,5
11/2/2024,33,You Look Like You Love Me,Ella Langley Featuring Riley Green,35,33,5
11/2/2024,34,Chevrolet,Dustin Lynch Featuring Jelly Roll,33,15,24
11/2/2024,35,Cowgirls,Morgan Wallen Featuring ERNEST,30,10,24
11/2/2024,36,Ain't No Love In Oklahoma,Luke Combs,31,13,22
11/2/2024,37,Beautiful As You,Thomas Rhett,38,37,8
11/2/2024,38,One Bad Habit,Tim McGraw,39,37,16
11/2/2024,39,Cowboy Songs,George Birge,40,39,5
11/2/2024,40,It's Ok I'm Ok,Tate McRae,42,40,4
11/2/2024,41,Timeless,The Weeknd & Playboi Carti,45,41,2
11/2/2024,42,Love Somebody,Morgan Wallen,-,42,1
11/2/2024,43,High Road,Koe Wetzel & Jessie Murph,41,41,4
11/2/2024,44,Bigger Houses,Dan + Shay,44,44,4
11/2/2024,45,Si Antes Te Hubiera Conocido,Karol G,46,45,7
11/2/2024,46,Too Fast,Future,49,46,2
11/2/2024,47,Wind Up Missin' You,Tucker Wetmore,47,47,2
11/2/2024,48,Boys Back Home,Dylan Marlowe & Dylan Scott,-,48,1
11/2/2024,49,Sounds Like The Radio,Zach Top,48,48,3
11/2/2024,50,"Love You, Miss You, Mean It",Luke Bryan,43,17,16
11/9/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,24
11/9/2024,2,Espresso,Sabrina Carpenter,2,2,27
11/9/2024,3,Too Sweet,Hozier,3,1,29
11/9/2024,4,Birds Of A Feather,Billie Eilish,4,4,18
11/9/2024,5,Lose Control,Teddy Swims,5,1,47
11/9/2024,6,I Had Some Help,Post Malone Featuring Morgan Wallen,6,1,26
11/9/2024,7,I Am Not Okay,Jelly Roll,8,7,17
11/9/2024,8,Beautiful Things,Benson Boone,7,2,37
11/9/2024,9,Die With A Smile,Lady Gaga & Bruno Mars,11,9,11
11/9/2024,10,Not Like Us,Kendrick Lamar,10,7,25
11/9/2024,11,Stargazing,Myles Smith,14,11,8
11/9/2024,12,Please Please Please,Sabrina Carpenter,9,7,18
11/9/2024,13,"Good Luck, Babe!",Chappell Roan,12,7,20
11/9/2024,14,Taste,Sabrina Carpenter,17,14,7
11/9/2024,15,Miles On It,Marshmello & Kane Brown,13,12,21
11/9/2024,16,I Can Do It With A Broken Heart,Taylor Swift,19,16,15
11/9/2024,17,Pour Me A Drink,Post Malone Featuring Blake Shelton,16,15,14
11/9/2024,18,Austin,Dasha,18,11,23
11/9/2024,19,Lies Lies Lies,Morgan Wallen,26,19,10
11/9/2024,20,Million Dollar Baby,Tommy Richman,15,3,24
11/9/2024,21,Hot To Go!,Chappell Roan,23,21,9
11/9/2024,22,TGIF,GloRilla,20,20,12
11/9/2024,23,Dancing In The Flames,The Weeknd,25,23,7
11/9/2024,24,The Door,Teddy Swims,22,18,16
11/9/2024,25,Kehlani,Jordan Adetunji,21,17,11
11/9/2024,26,Shake Dat Ass (Twerk Song),BossMan Dlow,28,26,6
11/9/2024,27,Residuals,Chris Brown,32,27,6
11/9/2024,28,You Look Like You Love Me,Ella Langley Featuring Riley Green,33,28,6
11/9/2024,29,Gonna Love You,Parmalee,31,29,11
11/9/2024,30,Prove It,21 Savage & Summer Walker,27,27,12
11/9/2024,31,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,29,25,10
11/9/2024,32,Beautiful As You,Thomas Rhett,37,32,9
11/9/2024,33,Timeless,The Weeknd & Playboi Carti,41,33,3
11/9/2024,34,Ain't No Love In Oklahoma,Luke Combs,36,13,23
11/9/2024,35,Chevrolet,Dustin Lynch Featuring Jelly Roll,34,15,25
11/9/2024,36,Cowboy Songs,George Birge,39,36,6
11/9/2024,37,Cowgirls,Morgan Wallen Featuring ERNEST,35,10,25
11/9/2024,38,One Bad Habit,Tim McGraw,38,37,17
11/9/2024,39,High Road,Koe Wetzel & Jessie Murph,43,39,5
11/9/2024,40,It's Ok I'm Ok,Tate McRae,40,40,5
11/9/2024,41,Disease,Lady Gaga,-,41,1
11/9/2024,42,Bigger Houses,Dan + Shay,44,42,5
11/9/2024,43,Boys Back Home,Dylan Marlowe & Dylan Scott,48,43,2
11/9/2024,44,Too Fast,Future,46,44,3
11/9/2024,45,Wind Up Missin' You,Tucker Wetmore,47,45,3
11/9/2024,46,Si Antes Te Hubiera Conocido,Karol G,45,45,8
11/9/2024,47,Sounds Like The Radio,Zach Top,49,47,4
11/9/2024,48,Apple,Charli xcx,-,48,1
11/9/2024,49,Criminals,Meghan Trainor,-,49,1
11/9/2024,50,Is It The Way,Saweetie,-,50,1
11/16/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,25
11/16/2024,2,Espresso,Sabrina Carpenter,2,2,28
11/16/2024,3,Too Sweet,Hozier,3,1,30
11/16/2024,4,Birds Of A Feather,Billie Eilish,4,4,19
11/16/2024,5,Lose Control,Teddy Swims,5,1,48
11/16/2024,6,I Had Some Help,Post Malone Featuring Morgan Wallen,6,1,27
11/16/2024,7,I Am Not Okay,Jelly Roll,7,7,18
11/16/2024,8,Die With A Smile,Lady Gaga & Bruno Mars,9,8,12
11/16/2024,9,Beautiful Things,Benson Boone,8,2,38
11/16/2024,10,Stargazing,Myles Smith,11,10,9
11/16/2024,11,Taste,Sabrina Carpenter,14,11,8
11/16/2024,12,Not Like Us,Kendrick Lamar,10,7,26
11/16/2024,13,"Good Luck, Babe!",Chappell Roan,13,7,21
11/16/2024,14,Lies Lies Lies,Morgan Wallen,19,14,11
11/16/2024,15,Please Please Please,Sabrina Carpenter,12,7,19
11/16/2024,16,I Can Do It With A Broken Heart,Taylor Swift,16,16,16
11/16/2024,17,Miles On It,Marshmello & Kane Brown,15,12,22
11/16/2024,18,Dancing In The Flames,The Weeknd,23,18,8
11/16/2024,19,Pour Me A Drink,Post Malone Featuring Blake Shelton,17,15,15
11/16/2024,20,Hot To Go!,Chappell Roan,21,20,10
11/16/2024,21,The Door,Teddy Swims,24,18,17
11/16/2024,22,Million Dollar Baby,Tommy Richman,20,3,25
11/16/2024,23,TGIF,GloRilla,22,20,13
11/16/2024,24,Kehlani,Jordan Adetunji,25,17,12
11/16/2024,25,Residuals,Chris Brown,27,25,7
11/16/2024,26,Shake Dat Ass (Twerk Song),BossMan Dlow,26,26,7
11/16/2024,27,Austin,Dasha,18,11,24
11/16/2024,28,Timeless,The Weeknd & Playboi Carti,33,28,4
11/16/2024,29,Gonna Love You,Parmalee,29,29,12
11/16/2024,30,You Look Like You Love Me,Ella Langley Featuring Riley Green,28,28,7
11/16/2024,31,Beautiful As You,Thomas Rhett,32,31,10
11/16/2024,32,High Road,Koe Wetzel & Jessie Murph,39,32,6
11/16/2024,33,Cowboy Songs,George Birge,36,33,7
11/16/2024,34,Chevrolet,Dustin Lynch Featuring Jelly Roll,35,15,26
11/16/2024,35,One Bad Habit,Tim McGraw,38,35,18
11/16/2024,36,Ain't No Love In Oklahoma,Luke Combs,34,13,24
11/16/2024,37,It's Ok I'm Ok,Tate McRae,40,37,6
11/16/2024,38,Prove It,21 Savage & Summer Walker,30,27,13
11/16/2024,39,Cowgirls,Morgan Wallen Featuring ERNEST,37,10,26
11/16/2024,40,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,31,25,11
11/16/2024,41,Boys Back Home,Dylan Marlowe & Dylan Scott,43,41,3
11/16/2024,42,Bigger Houses,Dan + Shay,42,42,6
11/16/2024,43,Wind Up Missin' You,Tucker Wetmore,45,43,4
11/16/2024,44,Too Fast,Future,44,44,4
11/16/2024,45,Love Somebody,Morgan Wallen,-,42,2
11/16/2024,46,Apple,Charli xcx,48,46,2
11/16/2024,47,Sounds Like The Radio,Zach Top,47,47,5
11/16/2024,48,Si Antes Te Hubiera Conocido,Karol G,46,45,9
11/16/2024,49,Criminals,Meghan Trainor,49,49,2
11/16/2024,50,Is It The Way,Saweetie,50,50,2
11/23/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,26
11/23/2024,2,Espresso,Sabrina Carpenter,2,2,29
11/23/2024,3,Too Sweet,Hozier,3,1,31
11/23/2024,4,Birds Of A Feather,Billie Eilish,4,4,20
11/23/2024,5,Die With A Smile,Lady Gaga & Bruno Mars,8,5,13
11/23/2024,6,I Had Some Help,Post Malone Featuring Morgan Wallen,6,1,28
11/23/2024,7,Lose Control,Teddy Swims,5,1,49
11/23/2024,8,I Am Not Okay,Jelly Roll,7,7,19
11/23/2024,9,Stargazing,Myles Smith,10,9,10
11/23/2024,10,Beautiful Things,Benson Boone,9,2,39
11/23/2024,11,Taste,Sabrina Carpenter,11,11,9
11/23/2024,12,Not Like Us,Kendrick Lamar,12,7,27
11/23/2024,13,Lies Lies Lies,Morgan Wallen,14,13,12
11/23/2024,14,"Good Luck, Babe!",Chappell Roan,13,7,22
11/23/2024,15,Please Please Please,Sabrina Carpenter,15,7,20
11/23/2024,16,Dancing In The Flames,The Weeknd,18,16,9
11/23/2024,17,I Can Do It With A Broken Heart,Taylor Swift,16,16,17
11/23/2024,18,Miles On It,Marshmello & Kane Brown,17,12,23
11/23/2024,19,The Door,Teddy Swims,21,18,18
11/23/2024,20,Residuals,Chris Brown,25,20,8
11/23/2024,21,Hot To Go!,Chappell Roan,20,20,11
11/23/2024,22,TGIF,GloRilla,23,20,14
11/23/2024,23,One Bad Habit,Tim McGraw,35,23,19
11/23/2024,24,Million Dollar Baby,Tommy Richman,22,3,26
11/23/2024,25,Timeless,The Weeknd & Playboi Carti,28,25,5
11/23/2024,26,Kehlani,Jordan Adetunji,24,17,13
11/23/2024,27,Gonna Love You,Parmalee,29,27,13
11/23/2024,28,High Road,Koe Wetzel & Jessie Murph,32,28,7
11/23/2024,29,You Look Like You Love Me,Ella Langley Featuring Riley Green,30,28,8
11/23/2024,30,Shake Dat Ass (Twerk Song),BossMan Dlow,26,26,8
11/23/2024,31,Cowboy Songs,George Birge,33,31,8
11/23/2024,32,Beautiful As You,Thomas Rhett,31,31,11
11/23/2024,33,Chevrolet,Dustin Lynch Featuring Jelly Roll,34,15,27
11/23/2024,34,Boys Back Home,Dylan Marlowe & Dylan Scott,41,34,4
11/23/2024,35,Austin,Dasha,27,11,25
11/23/2024,36,It's Ok I'm Ok,Tate McRae,37,36,7
11/23/2024,37,Love Somebody,Morgan Wallen,45,37,3
11/23/2024,38,Too Fast,Future,44,38,5
11/23/2024,39,Wind Up Missin' You,Tucker Wetmore,43,39,5
11/23/2024,40,Cowgirls,Morgan Wallen Featuring ERNEST,39,10,27
11/23/2024,41,Bigger Houses,Dan + Shay,42,41,7
11/23/2024,42,Ain't No Love In Oklahoma,Luke Combs,36,13,25
11/23/2024,43,Apple,Charli xcx,46,43,3
11/23/2024,44,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,40,25,12
11/23/2024,45,Prove It,21 Savage & Summer Walker,38,27,14
11/23/2024,46,Is It The Way,Saweetie,50,46,3
11/23/2024,47,Bed Chem,Sabrina Carpenter,-,47,1
11/23/2024,48,Whatchu Kno About Me,GloRilla & Sexyy Red,-,48,1
11/23/2024,49,Criminals,Meghan Trainor,49,49,3
11/23/2024,50,Disease,Lady Gaga,-,41,2
11/30/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,27
11/30/2024,2,Espresso,Sabrina Carpenter,2,2,30
11/30/2024,3,Die With A Smile,Lady Gaga & Bruno Mars,5,3,14
11/30/2024,4,Too Sweet,Hozier,3,1,32
11/30/2024,5,Stargazing,Myles Smith,9,5,11
11/30/2024,6,Birds Of A Feather,Billie Eilish,4,4,21
11/30/2024,7,I Had Some Help,Post Malone Featuring Morgan Wallen,6,1,29
11/30/2024,8,I Am Not Okay,Jelly Roll,8,7,20
11/30/2024,9,Lose Control,Teddy Swims,7,1,50
11/30/2024,10,Taste,Sabrina Carpenter,11,10,10
11/30/2024,11,Beautiful Things,Benson Boone,10,2,40
11/30/2024,12,Dancing In The Flames,The Weeknd,16,12,10
11/30/2024,13,Not Like Us,Kendrick Lamar,12,7,28
11/30/2024,14,"Good Luck, Babe!",Chappell Roan,14,7,23
11/30/2024,15,Please Please Please,Sabrina Carpenter,15,7,21
11/30/2024,16,I Can Do It With A Broken Heart,Taylor Swift,17,16,18
11/30/2024,17,Beautiful As You,Thomas Rhett,32,17,12
11/30/2024,18,The Door,Teddy Swims,19,18,19
11/30/2024,19,Timeless,The Weeknd & Playboi Carti,25,19,6
11/30/2024,20,Residuals,Chris Brown,20,20,9
11/30/2024,21,Lies Lies Lies,Morgan Wallen,13,13,13
11/30/2024,22,Miles On It,Marshmello & Kane Brown,18,12,24
11/30/2024,23,TGIF,GloRilla,22,20,15
11/30/2024,24,High Road,Koe Wetzel & Jessie Murph,28,24,8
11/30/2024,25,Gonna Love You,Parmalee,27,25,14
11/30/2024,26,Cowboy Songs,George Birge,31,26,9
11/30/2024,27,Million Dollar Baby,Tommy Richman,24,3,27
11/30/2024,28,You Look Like You Love Me,Ella Langley Featuring Riley Green,29,28,9
11/30/2024,29,Love Somebody,Morgan Wallen,37,29,4
11/30/2024,30,Boys Back Home,Dylan Marlowe & Dylan Scott,34,30,5
11/30/2024,31,Shake Dat Ass (Twerk Song),BossMan Dlow,30,26,9
11/30/2024,32,Too Fast,Future,38,32,6
11/30/2024,33,Hot To Go!,Chappell Roan,21,20,12
11/30/2024,34,It's Ok I'm Ok,Tate McRae,36,34,8
11/30/2024,35,Wind Up Missin' You,Tucker Wetmore,39,35,6
11/30/2024,36,Bigger Houses,Dan + Shay,41,36,8
11/30/2024,37,Cowgirls,Morgan Wallen Featuring ERNEST,40,10,28
11/30/2024,38,APT.,ROSE & Bruno Mars,-,38,1
11/30/2024,39,Bed Chem,Sabrina Carpenter,47,39,2
11/30/2024,40,Chevrolet,Dustin Lynch Featuring Jelly Roll,33,15,28
11/30/2024,41,Whatchu Kno About Me,GloRilla & Sexyy Red,48,41,2
11/30/2024,42,One Bad Habit,Tim McGraw,23,23,20
11/30/2024,43,Ain't No Love In Oklahoma,Luke Combs,42,13,26
11/30/2024,44,Apple,Charli xcx,43,43,4
11/30/2024,45,Criminals,Meghan Trainor,49,45,4
11/30/2024,46,Brokey,Latto,-,46,1
11/30/2024,47,Is It The Way,Saweetie,46,46,4
11/30/2024,48,Disease,Lady Gaga,50,41,3
11/30/2024,49,Texas,Blake Shelton,-,49,1
11/30/2024,50,Help Me,Real Boston Richey,-,50,1
12/7/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,28
12/7/2024,2,Espresso,Sabrina Carpenter,2,2,31
12/7/2024,3,Die With A Smile,Lady Gaga & Bruno Mars,3,3,15
12/7/2024,4,Stargazing,Myles Smith,5,4,12
12/7/2024,5,Too Sweet,Hozier,4,1,33
12/7/2024,6,Taste,Sabrina Carpenter,10,6,11
12/7/2024,7,Birds Of A Feather,Billie Eilish,6,4,22
12/7/2024,8,I Am Not Okay,Jelly Roll,8,7,21
12/7/2024,9,I Had Some Help,Post Malone Featuring Morgan Wallen,7,1,30
12/7/2024,10,Lose Control,Teddy Swims,9,1,51
12/7/2024,11,Beautiful Things,Benson Boone,11,2,41
12/7/2024,12,Dancing In The Flames,The Weeknd,12,12,11
12/7/2024,13,Gonna Love You,Parmalee,25,13,15
12/7/2024,14,Not Like Us,Kendrick Lamar,13,7,29
12/7/2024,15,High Road,Koe Wetzel & Jessie Murph,24,15,9
12/7/2024,16,Cowboy Songs,George Birge,26,16,10
12/7/2024,17,Timeless,The Weeknd & Playboi Carti,19,17,7
12/7/2024,18,Residuals,Chris Brown,20,18,10
12/7/2024,19,"Good Luck, Babe!",Chappell Roan,14,7,24
12/7/2024,20,You Look Like You Love Me,Ella Langley Featuring Riley Green,28,20,10
12/7/2024,21,Lies Lies Lies,Morgan Wallen,21,13,14
12/7/2024,22,Love Somebody,Morgan Wallen,29,22,5
12/7/2024,23,Please Please Please,Sabrina Carpenter,15,7,22
12/7/2024,24,Million Dollar Baby,Tommy Richman,27,3,28
12/7/2024,25,Boys Back Home,Dylan Marlowe & Dylan Scott,30,25,6
12/7/2024,26,Too Fast,Future,32,26,7
12/7/2024,27,It's Ok I'm Ok,Tate McRae,34,27,9
12/7/2024,28,Wind Up Missin' You,Tucker Wetmore,35,28,7
12/7/2024,29,APT.,ROSE & Bruno Mars,38,29,2
12/7/2024,30,Bed Chem,Sabrina Carpenter,39,30,3
12/7/2024,31,Bigger Houses,Dan + Shay,36,31,9
12/7/2024,32,Feliz Navidad,Jose Feliciano,-,16,33
12/7/2024,33,Whatchu Kno About Me,GloRilla & Sexyy Red,41,33,3
12/7/2024,34,Shake Dat Ass (Twerk Song),BossMan Dlow,31,26,10
12/7/2024,35,All I Want For Christmas Is You,Mariah Carey,-,11,61
12/7/2024,36,Apple,Charli xcx,44,36,5
12/7/2024,37,Brokey,Latto,46,37,2
12/7/2024,38,Chevrolet,Dustin Lynch Featuring Jelly Roll,40,15,29
12/7/2024,39,It's The Most Wonderful Time Of The Year,Andy Williams,-,27,29
12/7/2024,40,Is It The Way,Saweetie,47,40,5
12/7/2024,41,Last Christmas,Wham!,-,31,28
12/7/2024,42,Criminals,Meghan Trainor,45,42,5
12/7/2024,43,Jingle Bell Rock,Bobby Helms,-,23,35
12/7/2024,44,A Holly Jolly Christmas,Burl Ives,-,21,35
12/7/2024,45,Rockin' Around The Christmas Tree,Brenda Lee,-,17,41
12/7/2024,46,Guy For That,Post Malone Featuring Luke Combs,-,46,1
12/7/2024,47,Messed Up As Me,Keith Urban,-,46,6
12/7/2024,48,Damn Good Day To Leave,Riley Green,-,48,1
12/7/2024,49,Disease,Lady Gaga,48,41,4
12/7/2024,50,Help Me,Real Boston Richey,50,50,2
12/14/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,29
12/14/2024,2,Espresso,Sabrina Carpenter,2,2,32
12/14/2024,3,Stargazing,Myles Smith,4,3,13
12/14/2024,4,Die With A Smile,Lady Gaga & Bruno Mars,3,3,16
12/14/2024,5,Too Sweet,Hozier,5,1,34
12/14/2024,6,Taste,Sabrina Carpenter,6,6,12
12/14/2024,7,I Am Not Okay,Jelly Roll,8,7,22
12/14/2024,8,Birds Of A Feather,Billie Eilish,7,4,23
12/14/2024,9,I Had Some Help,Post Malone Featuring Morgan Wallen,9,1,31
12/14/2024,10,Lose Control,Teddy Swims,10,1,52
12/14/2024,11,Beautiful Things,Benson Boone,11,2,42
12/14/2024,12,Dancing In The Flames,The Weeknd,12,12,12
12/14/2024,13,High Road,Koe Wetzel & Jessie Murph,15,13,10
12/14/2024,14,You Look Like You Love Me,Ella Langley Featuring Riley Green,20,14,11
12/14/2024,15,Cowboy Songs,George Birge,16,15,11
12/14/2024,16,Timeless,The Weeknd & Playboi Carti,17,16,8
12/14/2024,17,Love Somebody,Morgan Wallen,22,17,6
12/14/2024,18,Not Like Us,Kendrick Lamar,14,7,30
12/14/2024,19,"Good Luck, Babe!",Chappell Roan,19,7,25
12/14/2024,20,Gonna Love You,Parmalee,13,13,16
12/14/2024,21,All I Want For Christmas Is You,Mariah Carey,35,11,62
12/14/2024,22,Residuals,Chris Brown,18,18,11
12/14/2024,23,Boys Back Home,Dylan Marlowe & Dylan Scott,25,23,7
12/14/2024,24,Too Fast,Future,26,24,8
12/14/2024,25,Feliz Navidad,Jose Feliciano,32,16,34
12/14/2024,26,APT.,ROSE & Bruno Mars,29,26,3
12/14/2024,27,Please Please Please,Sabrina Carpenter,23,7,23
12/14/2024,28,It's Ok I'm Ok,Tate McRae,27,27,10
12/14/2024,29,Jingle Bell Rock,Bobby Helms,43,23,36
12/14/2024,30,Bed Chem,Sabrina Carpenter,30,30,4
12/14/2024,31,Rockin' Around The Christmas Tree,Brenda Lee,45,17,42
12/14/2024,32,Wind Up Missin' You,Tucker Wetmore,28,28,8
12/14/2024,33,It's The Most Wonderful Time Of The Year,Andy Williams,39,27,30
12/14/2024,34,A Holly Jolly Christmas,Burl Ives,44,21,36
12/14/2024,35,Whatchu Kno About Me,GloRilla & Sexyy Red,33,33,4
12/14/2024,36,Bigger Houses,Dan + Shay,31,31,10
12/14/2024,37,Last Christmas,Wham!,41,31,29
12/14/2024,38,Is It The Way,Saweetie,40,38,6
12/14/2024,39,Brokey,Latto,37,37,3
12/14/2024,40,Apple,Charli xcx,36,36,6
12/14/2024,41,Criminals,Meghan Trainor,42,41,6
12/14/2024,42,The Christmas Song,"Nat ""King"" Cole",-,30,32
12/14/2024,43,Shake Dat Ass (Twerk Song),BossMan Dlow,34,26,11
12/14/2024,44,Guy For That,Post Malone Featuring Luke Combs,46,44,2
12/14/2024,45,Messed Up As Me,Keith Urban,47,45,7
12/14/2024,46,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,-,44,8
12/14/2024,47,4x4xU,Lainey Wilson,-,47,1
12/14/2024,48,Disease,Lady Gaga,49,41,5
12/14/2024,49,Damn Good Day To Leave,Riley Green,48,48,2
12/14/2024,50,Sleigh Ride,The Ronettes,-,39,12
12/21/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,30
12/21/2024,2,Stargazing,Myles Smith,3,2,14
12/21/2024,3,Espresso,Sabrina Carpenter,2,2,33
12/21/2024,4,Taste,Sabrina Carpenter,6,4,13
12/21/2024,5,Die With A Smile,Lady Gaga & Bruno Mars,4,3,17
12/21/2024,6,Too Sweet,Hozier,5,1,35
12/21/2024,7,I Am Not Okay,Jelly Roll,7,7,23
12/21/2024,8,I Had Some Help,Post Malone Featuring Morgan Wallen,9,1,32
