rank,artist,track,am_last_week,am_peak,am_woc,date
59,Peso Pluma & Neton Vega,LA PATRULLA,73,30,4,8/12/2024
60,Chris Stapleton,Tennessee Whiskey,61,51,45,8/12/2024
61,Noah Kahan,Stick Season,58,11,42,8/12/2024
62,Kane Brown & Marshmello,Miles on It,51,48,12,8/12/2024
63,Ella Langley,you look like you love me,42,25,9,8/12/2024
64,KAROL G,Si Antes Te Hubiera Conocido,60,38,9,8/12/2024
65,Charli xcx & Billie Eilish,Guess featuring Billie Eilish,22,22,3,8/12/2024
66,Post Malone,Losers (feat. Jelly Roll),-,20,1,8/12/2024
67,Post Malone,Wrong Ones (feat. Tim McGraw),-,26,1,8/12/2024
68,Post Malone,Guy For That (feat. Luke Combs),82,46,4,8/12/2024
69,Zach Bryan,Something in the Orange,92,10,101,8/12/2024
70,Megan Thee Stallion,Mamushi (feat. Yuki Chiba),48,23,7,8/12/2024
71,Post Malone,California Sober (feat. Chris Stapleton),-,36,1,8/12/2024
72,Luke Combs,Where the Wild Things Are,62,45,22,8/12/2024
73,Post Malone,Yours,-,22,1,8/12/2024
74,Morgan Wallen,Thought You Should Know,68,16,68,8/12/2024
75,Post Malone,"Finer Things (feat. Hank Williams, Jr.)",-,75,1,8/12/2024
76,Lady Gaga & Bruno Mars,Die With A Smile,-,1,1,8/12/2024
77,Billie Eilish,CHIHIRO,85,7,13,8/12/2024
78,Sexyy Red,Get It Sexyy,65,1,23,8/12/2024
79,Taylor Swift,Fortnight (feat. Post Malone),70,1,18,8/12/2024
80,Lil Baby,Woah,76,1,92,8/12/2024
81,Post Malone,What Don't Belong To Me,-,81,1,8/12/2024
82,Future,Perkys Calling,75,71,10,8/12/2024
83,Post Malone,Nosedive (feat. Lainey Wilson),-,83,1,8/12/2024
84,Post Malone,Have The Heart (feat. Dolly Parton),-,84,1,8/12/2024
85,Post Malone,Goes Without Saying (feat. Brad Paisley),-,85,1,8/12/2024
86,Bossman Dlow,Shake Dat Ass (Twerk Song),59,41,6,8/12/2024
87,"¥$, Kanye West & Ty Dolla $ign",FIELD TRIP,14,14,3,8/12/2024
88,Taylor Swift,Cruel Summer,80,7,65,8/12/2024
89,Bryson Tiller,Don't,91,66,12,8/12/2024
90,Post Malone,Devil I've Been (feat. Ernest),-,75,1,8/12/2024
91,Post Malone,Missin’ You Like This (feat. Luke Combs),-,91,1,8/12/2024
92,Post Malone,Hide My Gun (feat. HARDY),-,92,1,8/12/2024
93,Gunna,TRACK 2,94,7,15,8/12/2024
94,Post Malone,Never Love You Again (feat. Sierra Ferrell),-,94,1,8/12/2024
95,Post Malone,Right About You,-,95,1,8/12/2024
96,Sexyy Red & Drake,U My Everything,83,11,13,8/12/2024
97,Bossman Dlow & Lil Baby,PJ,74,30,6,8/12/2024
98,Luke Combs,When It Rains It Pours,71,70,8,8/12/2024
99,GloRilla,Yeah Glo!,81,5,27,8/12/2024
100,J. Cole,Power Trip (feat. Miguel),99,38,66,8/12/2024
1,Lady Gaga & Bruno Mars,Die With A Smile,76,1,2,8/19/2024
2,Post Malone,I Had Some Help (feat. Morgan Wallen),2,2,16,8/19/2024
3,Kendrick Lamar,Not Like Us,1,1,16,8/19/2024
4,Shaboozey,A Bar Song (Tipsy),4,2,19,8/19/2024
5,Billie Eilish,BIRDS OF A FEATHER,3,2,15,8/19/2024
6,Sabrina Carpenter,Please Please Please,10,1,12,8/19/2024
7,Sabrina Carpenter,Espresso,8,3,19,8/19/2024
8,Morgan Wallen,Lies Lies Lies,6,2,8,8/19/2024
9,Post Malone,Pour Me A Drink (feat. Blake Shelton),38,9,10,8/19/2024
10,Chappell Roan,"Good Luck, Babe!",9,7,12,8/19/2024
11,Future & Metro Boomin,Like That,13,1,23,8/19/2024
12,Real Boston Richey,Help Me,15,10,7,8/19/2024
13,"Drake, Young Thug & 21 Savage",It’s Up,5,5,3,8/19/2024
14,Zach Bryan,Pink Skies,7,4,14,8/19/2024
15,Morgan Wallen,Cowgirls (feat. Ernest),14,12,34,8/19/2024
16,Zach Bryan,28,12,4,8,8/19/2024
17,Tommy Richman,Million Dollar Baby,11,1,18,8/19/2024
18,Luke Combs,Ain't No Love In Oklahoma,17,12,9,8/19/2024
19,Billie Eilish,WILDFLOWER,22,5,13,8/19/2024
20,Post Malone,Losers (feat. Jelly Roll),66,20,2,8/19/2024
21,Morgan Wallen,Last Night,16,1,82,8/19/2024
22,Post Malone,Yours,73,22,2,8/19/2024
23,Future & Metro Boomin,Type Shit,26,2,23,8/19/2024
24,Teddy Swims,Lose Control,19,15,34,8/19/2024
25,SZA,Snooze,27,3,90,8/19/2024
26,Post Malone,Wrong Ones (feat. Tim McGraw),67,26,2,8/19/2024
27,Lil Baby,Freestyle,24,6,110,8/19/2024
28,Hozier,Too Sweet,21,5,23,8/19/2024
29,Moneybagg Yo,WHISKEY WHISKEY (feat. Morgan Wallen),20,5,11,8/19/2024
30,Chappell Roan,HOT TO GO!,25,25,5,8/19/2024
31,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),23,1,53,8/19/2024
32,Benson Boone,Beautiful Things,30,2,32,8/19/2024
33,Sabrina Carpenter,Taste,-,1,1,8/19/2024
34,Future,WAIT FOR U (feat. Drake & Tems),49,1,122,8/19/2024
35,Chappell Roan,Pink Pony Club,29,14,5,8/19/2024
36,Post Malone,California Sober (feat. Chris Stapleton),71,36,2,8/19/2024
37,Drake,Best I Ever Had,33,13,73,8/19/2024
38,Morgan Wallen,Thinkin’ Bout Me,31,2,78,8/19/2024
39,GloRilla,TGIF,32,7,10,8/19/2024
40,Koe Wetzel,High Road,28,11,12,8/19/2024
41,Fuerza Regida,NEL,34,34,5,8/19/2024
42,Lil Baby,Sum 2 Prove,44,4,155,8/19/2024
43,SZA,Saturn,48,2,27,8/19/2024
44,Zach Bryan,Oklahoma Smokeshow,41,38,31,8/19/2024
45,Hanumankind & Kalmi,Big Dawgs,36,36,3,8/19/2024
46,Future,March Madness,58,28,47,8/19/2024
47,Morgan Wallen,You Proof,37,6,115,8/19/2024
48,Morgan Wallen,Spin You Around (1/24),52,9,30,8/19/2024
49,Luke Combs,Fast Car,51,5,75,8/19/2024
50,Lil Baby,Low Down,54,6,102,8/19/2024
51,Post Malone,Guy For That (feat. Luke Combs),68,46,5,8/19/2024
52,Morgan Wallen,Chasin' You,35,20,129,8/19/2024
53,PARTYNEXTDOOR,N o  C h i l l,46,46,15,8/19/2024
54,Sabrina Carpenter,Good Graces,-,8,1,8/19/2024
55,Drake,Knife Talk (feat. 21 Savage & Project Pat),-,2,88,8/19/2024
56,Future,Stick Talk,42,32,51,8/19/2024
57,Sabrina Carpenter,Sharpest Tool,-,12,1,8/19/2024
58,Sabrina Carpenter,Bed Chem,-,9,1,8/19/2024
59,Chris Brown,Residuals,47,32,6,8/19/2024
60,Peso Pluma & Neton Vega,LA PATRULLA,59,30,5,8/19/2024
61,Noah Kahan,Stick Season,61,11,43,8/19/2024
62,Sabrina Carpenter,Coincidence,-,16,1,8/19/2024
63,Kane Brown & Marshmello,Miles on It,62,48,13,8/19/2024
64,Chris Stapleton,Tennessee Whiskey,60,51,46,8/19/2024
65,Morgan Wallen,Wasted on You,55,3,138,8/19/2024
66,Sabrina Carpenter,Juno,-,11,1,8/19/2024
67,Luke Combs,Beautiful Crazy,56,50,39,8/19/2024
68,Latto,Brokey,-,55,1,8/19/2024
69,Zach Bryan,American Nights,45,11,8,8/19/2024
70,Sabrina Carpenter,Slim Pickins,-,22,1,8/19/2024
71,Luke Combs,Where the Wild Things Are,72,45,23,8/19/2024
72,Sabrina Carpenter,Dumb & Poetic,-,28,1,8/19/2024
73,Zach Bryan,East Side of Sorrow,-,4,10,8/19/2024
74,Future,Mask Off,43,30,82,8/19/2024
75,Post Malone,Devil I've Been (feat. Ernest),90,75,2,8/19/2024
76,Sabrina Carpenter,Lie To Girls,-,38,1,8/19/2024
77,Travis Scott,Drugs You Should Try It,-,76,1,8/19/2024
78,Sabrina Carpenter,Don’t Smile,-,31,1,8/19/2024
79,Morgan Wallen,Whiskey Glasses,53,36,77,8/19/2024
80,Future,LIKE ME (feat. 42 Dugg & Lil Baby),-,40,5,8/19/2024
81,Morgan Wallen,Thought You Should Know,74,16,69,8/19/2024
82,Lil Baby,In A Minute,-,2,72,8/19/2024
83,Travis Scott,Skyfall (feat. Young Thug),-,83,1,8/19/2024
84,KAROL G,Si Antes Te Hubiera Conocido,64,38,10,8/19/2024
85,Travis Scott,Mamacita (feat. Rich Homie Quan & Young Thug),-,85,1,8/19/2024
86,Morgan Wallen,More than My Hometown,-,22,31,8/19/2024
87,Gunna,TRACK 2,93,7,16,8/19/2024
88,Bryson Tiller,Don't,89,66,13,8/19/2024
89,Jordan Adetunji,KEHLANI (REMIX) [feat. Kehlani],50,36,3,8/19/2024
90,Sexyy Red,Get It Sexyy,78,1,24,8/19/2024
91,Travis Scott,Days Before Rodeo: The Prayer,-,91,1,8/19/2024
92,Post Malone,"Finer Things (feat. Hank Williams, Jr.)",75,75,2,8/19/2024
93,Latto,Big Mama,40,40,4,8/19/2024
94,Lil Yachty & Veeze,Sorry Not Sorry,-,44,1,8/19/2024
95,Drake,Blue Green Red,18,18,3,8/19/2024
96,Luh Tyler,2 Slippery (feat. BossMan Dlow),-,59,1,8/19/2024
