date,rank,track,artist,str_last_week,str_peak,str_woc
11/2/2024,13,Beautiful Things,Benson Boone,13,1,40
11/2/2024,14,Tu Boda,Oscar Maydon & Fuerza Regida,-,14,1
11/2/2024,15,Please Please Please,Sabrina Carpenter,12,1,20
11/2/2024,16,Wildflower,Billie Eilish,17,14,16
11/2/2024,17,Pink Skies,Zach Bryan,15,5,22
11/2/2024,18,Sailor Song,Gigi Perez,19,18,7
11/2/2024,19,Lies Lies Lies,Morgan Wallen,16,4,16
11/2/2024,20,Not Like Us,Kendrick Lamar,14,1,25
11/2/2024,21,Whatchu Kno About Me,GloRilla & Sexyy Red,22,21,2
11/2/2024,22,25,Rod Wave,6,6,2
11/2/2024,23,Hot To Go!,Chappell Roan,21,12,18
11/2/2024,24,Bed Chem,Sabrina Carpenter,18,9,9
11/2/2024,25,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,20,1,61
11/2/2024,26,Who,Jimin,23,18,14
11/2/2024,27,Cowgirls,Morgan Wallen Featuring ERNEST,26,13,31
11/2/2024,28,Something In The Orange,Zach Bryan,29,3,129
11/2/2024,29,Million Dollar Baby,Tommy Richman,24,1,26
11/2/2024,30,Too Sweet,Hozier,30,1,31
11/2/2024,31,Noid,"Tyler, The Creator",-,31,1
11/2/2024,32,That's So True,Gracie Abrams,-,32,1
11/2/2024,33,Miles On It,Marshmello & Kane Brown,32,19,25
11/2/2024,34,Ain't No Love In Oklahoma,Luke Combs,28,14,20
11/2/2024,35,Pink Pony Club,Chappell Roan,33,20,15
11/2/2024,36,I Am Not Okay,Jelly Roll,31,31,16
11/2/2024,37,Last Night,Morgan Wallen,39,1,90
11/2/2024,38,TGIF,GloRilla,34,21,10
11/2/2024,39,Stick Season,Noah Kahan,40,3,53
11/2/2024,40,Thinkin' Bout Me,Morgan Wallen,46,6,83
11/2/2024,41,Snooze,SZA,-,4,82
11/2/2024,42,La Patrulla,Peso Pluma & Neton Vega,47,36,7
11/2/2024,43,Dos Dias,Tito Double P & Peso Pluma,-,43,2
11/2/2024,44,Night Changes,One Direction,-,25,8
11/2/2024,45,Juno,Sabrina Carpenter,-,14,6
11/2/2024,46,Mmhmm,BigXthaPlug,-,46,1
11/2/2024,47,Fast Car,Luke Combs,-,2,68
11/2/2024,48,FE!N,Travis Scott Featuring Playboi Carti,50,2,14
11/2/2024,49,Sweater Weather,The Neighbourhood,-,19,32
11/2/2024,50,You Look Like You Love Me,Ella Langley Featuring Riley Green,-,30,14
11/9/2024,1,St. Chroma,"Tyler, The Creator Featuring Daniel Caesar",-,1,1
11/9/2024,2,Noid,"Tyler, The Creator",31,2,2
11/9/2024,3,Love Somebody,Morgan Wallen,1,1,2
11/9/2024,4,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",-,4,1
11/9/2024,5,Die With A Smile,Lady Gaga & Bruno Mars,4,2,11
11/9/2024,6,"Darling, I","Tyler, The Creator Featuring Teezo Touchdown",-,6,1
11/9/2024,7,Rah Tah Tah,"Tyler, The Creator",-,7,1
11/9/2024,8,A Bar Song (Tipsy),Shaboozey,3,1,29
11/9/2024,9,APT.,ROSE & Bruno Mars,2,2,2
11/9/2024,10,Birds Of A Feather,Billie Eilish,5,2,24
11/9/2024,11,Tu Boda,Oscar Maydon & Fuerza Regida,14,11,2
11/9/2024,12,Taste,Sabrina Carpenter,6,1,10
11/9/2024,13,I Had Some Help,Post Malone Featuring Morgan Wallen,7,1,25
11/9/2024,14,Thriller,Michael Jackson,-,11,11
11/9/2024,15,Lose Control,Teddy Swims,10,3,49
11/9/2024,16,That's So True,Gracie Abrams,32,16,2
11/9/2024,17,Espresso,Sabrina Carpenter,8,3,29
11/9/2024,18,"Good Luck, Babe!",Chappell Roan,11,4,28
11/9/2024,19,"I Love You, I'm Sorry",Gracie Abrams,9,9,8
11/9/2024,20,Thought I Was Dead,"Tyler, The Creator Featuring ScHoolboy Q & Santigold",-,20,1
11/9/2024,21,Hey Jane,"Tyler, The Creator",-,21,1
11/9/2024,22,Timeless,The Weeknd & Playboi Carti,12,1,5
11/9/2024,23,Beautiful Things,Benson Boone,13,1,41
11/9/2024,24,Sailor Song,Gigi Perez,18,18,8
11/9/2024,25,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",-,25,5
11/9/2024,26,Ghostbusters,Ray Parker Jr.,-,26,4
11/9/2024,27,This Is Halloween,The Citizens of Halloween,-,27,4
11/9/2024,28,Judge Judy,"Tyler, The Creator",-,28,1
11/9/2024,29,Take Your Mask Off,"Tyler, The Creator Featuring Daniel Caesar & Latoiya Williams",-,29,1
11/9/2024,30,Wildflower,Billie Eilish,16,14,17
11/9/2024,31,Please Please Please,Sabrina Carpenter,15,1,21
11/9/2024,32,Like Him,"Tyler, The Creator Featuring Lola Young",-,32,1
11/9/2024,33,I Killed You,"Tyler, The Creator",-,33,1
11/9/2024,34,Whatchu Kno About Me,GloRilla & Sexyy Red,21,21,3
11/9/2024,35,Pink Skies,Zach Bryan,17,5,23
11/9/2024,36,"Spooky, Scary Skeletons",Andrew Gold,-,36,2
11/9/2024,37,Not Like Us,Kendrick Lamar,20,1,26
11/9/2024,38,Disease,Lady Gaga,-,38,1
11/9/2024,39,Lies Lies Lies,Morgan Wallen,19,4,17
11/9/2024,40,Somebody's Watching Me,Rockwell,-,21,4
11/9/2024,41,Tomorrow,"Tyler, The Creator",-,41,1
11/9/2024,42,Bed Chem,Sabrina Carpenter,24,9,10
11/9/2024,43,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,25,1,62
11/9/2024,44,Balloon,"Tyler, The Creator Featuring Doechii",-,44,1
11/9/2024,45,Hot To Go!,Chappell Roan,23,12,19
11/9/2024,46,Who,Jimin,26,18,15
11/9/2024,47,Cowgirls,Morgan Wallen Featuring ERNEST,27,13,32
11/9/2024,48,Heart Of A Woman,Summer Walker,-,48,1
11/9/2024,49,Something In The Orange,Zach Bryan,28,3,130
11/9/2024,50,Million Dollar Baby,Tommy Richman,29,1,27
11/16/2024,1,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",4,1,2
11/16/2024,2,Die With A Smile,Lady Gaga & Bruno Mars,5,2,12
11/16/2024,3,St. Chroma,"Tyler, The Creator Featuring Daniel Caesar",1,1,2
11/16/2024,4,That's So True,Gracie Abrams,16,4,3
11/16/2024,5,A Bar Song (Tipsy),Shaboozey,8,1,30
11/16/2024,6,Love Somebody,Morgan Wallen,3,1,3
11/16/2024,7,Birds Of A Feather,Billie Eilish,10,2,25
11/16/2024,8,APT.,ROSE & Bruno Mars,9,2,3
11/16/2024,9,Taste,Sabrina Carpenter,12,1,11
11/16/2024,10,Lose Control,Teddy Swims,15,3,50
11/16/2024,11,"Darling, I","Tyler, The Creator Featuring Teezo Touchdown",6,6,2
11/16/2024,12,I Had Some Help,Post Malone Featuring Morgan Wallen,13,1,26
11/16/2024,13,Tu Boda,Oscar Maydon & Fuerza Regida,11,11,3
11/16/2024,14,Espresso,Sabrina Carpenter,17,3,30
11/16/2024,15,"Good Luck, Babe!",Chappell Roan,18,4,29
11/16/2024,16,Beautiful Things,Benson Boone,23,1,42
11/16/2024,17,Rah Tah Tah,"Tyler, The Creator",7,7,2
11/16/2024,18,Like Him,"Tyler, The Creator Featuring Lola Young",32,18,2
11/16/2024,19,Sailor Song,Gigi Perez,24,18,9
11/16/2024,20,"I Love You, I'm Sorry",Gracie Abrams,19,9,9
11/16/2024,21,Timeless,The Weeknd & Playboi Carti,22,1,6
11/16/2024,22,Wildflower,Billie Eilish,30,14,18
11/16/2024,23,Noid,"Tyler, The Creator",2,2,3
11/16/2024,24,Please Please Please,Sabrina Carpenter,31,1,22
11/16/2024,25,Thought I Was Dead,"Tyler, The Creator Featuring ScHoolboy Q & Santigold",20,20,2
11/16/2024,26,Pink Skies,Zach Bryan,35,5,24
11/16/2024,27,Whatchu Kno About Me,GloRilla & Sexyy Red,34,21,4
11/16/2024,28,Not Like Us,Kendrick Lamar,37,1,27
11/16/2024,29,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,43,1,63
11/16/2024,30,Who,Jimin,46,18,16
11/16/2024,31,Hot To Go!,Chappell Roan,45,12,20
11/16/2024,32,Bed Chem,Sabrina Carpenter,42,9,11
11/16/2024,33,Too Sweet,Hozier,-,1,32
11/16/2024,34,All I Want For Christmas Is You,Mariah Carey,-,1,63
11/16/2024,35,Something In The Orange,Zach Bryan,49,3,131
11/16/2024,36,Chill Bae,Lil Uzi Vert,-,36,1
11/16/2024,37,Cowgirls,Morgan Wallen Featuring ERNEST,47,13,33
11/16/2024,38,Lies Lies Lies,Morgan Wallen,39,4,18
11/16/2024,39,Million Dollar Baby,Tommy Richman,50,1,28
11/16/2024,40,Pink Pony Club,Chappell Roan,-,20,16
11/16/2024,41,Judge Judy,"Tyler, The Creator",28,28,2
11/16/2024,42,Dos Dias,Tito Double P & Peso Pluma,-,42,3
11/16/2024,43,Light Year (Practice),Lil Uzi Vert,-,43,1
11/16/2024,44,Take Your Mask Off,"Tyler, The Creator Featuring Daniel Caesar & Latoiya Williams",29,29,2
11/16/2024,45,25,Rod Wave,-,6,3
11/16/2024,46,I Am Not Okay,Jelly Roll,-,31,17
11/16/2024,47,Balloon,"Tyler, The Creator Featuring Doechii",44,44,2
11/16/2024,48,Hey Jane,"Tyler, The Creator",21,21,2
11/16/2024,49,Ain't No Love In Oklahoma,Luke Combs,-,14,21
11/16/2024,50,Last Night,Morgan Wallen,-,1,91
11/23/2024,1,That's So True,Gracie Abrams,4,1,4
11/23/2024,2,Die With A Smile,Lady Gaga & Bruno Mars,2,2,13
11/23/2024,3,Birds Of A Feather,Billie Eilish,7,2,26
11/23/2024,4,Love Somebody,Morgan Wallen,6,1,4
11/23/2024,5,A Bar Song (Tipsy),Shaboozey,5,1,31
11/23/2024,6,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",1,1,3
11/23/2024,7,APT.,ROSE & Bruno Mars,8,2,4
11/23/2024,8,Lose Control,Teddy Swims,10,3,51
11/23/2024,9,I Had Some Help,Post Malone Featuring Morgan Wallen,12,1,27
11/23/2024,10,Taste,Sabrina Carpenter,9,1,12
11/23/2024,11,Sailor Song,Gigi Perez,19,11,10
11/23/2024,12,Espresso,Sabrina Carpenter,14,3,31
11/23/2024,13,Beautiful Things,Benson Boone,16,1,43
11/23/2024,14,"Good Luck, Babe!",Chappell Roan,15,4,30
11/23/2024,15,St. Chroma,"Tyler, The Creator Featuring Daniel Caesar",3,1,3
11/23/2024,16,Tu Boda,Oscar Maydon & Fuerza Regida,13,11,4
11/23/2024,17,Timeless,The Weeknd & Playboi Carti,21,1,7
11/23/2024,18,Wildflower,Billie Eilish,22,14,19
11/23/2024,19,"I Love You, I'm Sorry",Gracie Abrams,20,9,10
11/23/2024,20,High Road,Zach Bryan,-,20,1
11/23/2024,21,All I Want For Christmas Is You,Mariah Carey,34,1,64
11/23/2024,22,Pink Skies,Zach Bryan,26,5,25
11/23/2024,23,Please Please Please,Sabrina Carpenter,24,1,23
11/23/2024,24,Whatchu Kno About Me,GloRilla & Sexyy Red,27,21,5
11/23/2024,25,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,29,1,64
11/23/2024,26,Not Like Us,Kendrick Lamar,28,1,28
11/23/2024,27,Hot To Go!,Chappell Roan,31,12,21
11/23/2024,28,"Darling, I","Tyler, The Creator Featuring Teezo Touchdown",11,6,3
11/23/2024,29,Bed Chem,Sabrina Carpenter,32,9,12
11/23/2024,30,Last Christmas,Wham!,-,3,42
11/23/2024,31,Like Him,"Tyler, The Creator Featuring Lola Young",18,18,3
11/23/2024,32,Who,Jimin,30,18,17
11/23/2024,33,Rockin' Around The Christmas Tree,Brenda Lee,-,1,51
11/23/2024,34,Something In The Orange,Zach Bryan,35,3,132
11/23/2024,35,Lies Lies Lies,Morgan Wallen,38,4,19
11/23/2024,36,Too Sweet,Hozier,33,1,33
11/23/2024,37,Pink Pony Club,Chappell Roan,40,20,17
11/23/2024,38,Jingle Bell Rock,Bobby Helms,-,2,44
11/23/2024,39,Rah Tah Tah,"Tyler, The Creator",17,7,3
11/23/2024,40,Million Dollar Baby,Tommy Richman,39,1,29
11/23/2024,41,This World's A Giant,Zach Bryan,-,41,1
11/23/2024,42,Last Night,Morgan Wallen,50,1,92
11/23/2024,43,Dos Dias,Tito Double P & Peso Pluma,42,42,4
11/23/2024,44,Stick Season,Noah Kahan,-,3,54
11/23/2024,45,Cowgirls,Morgan Wallen Featuring ERNEST,37,13,34
11/23/2024,46,Ain't No Love In Oklahoma,Luke Combs,49,14,22
11/23/2024,47,25,Rod Wave,45,6,4
11/23/2024,48,Snooze,SZA,-,4,83
11/23/2024,49,Thought I Was Dead,"Tyler, The Creator Featuring ScHoolboy Q & Santigold",25,20,3
11/23/2024,50,Wind Up Missin' You,Tucker Wetmore,-,50,1
11/30/2024,1,That's So True,Gracie Abrams,1,1,5
11/30/2024,2,Die With A Smile,Lady Gaga & Bruno Mars,2,2,14
11/30/2024,3,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",6,1,4
11/30/2024,4,Birds Of A Feather,Billie Eilish,3,2,27
11/30/2024,5,A Bar Song (Tipsy),Shaboozey,5,1,32
11/30/2024,6,All I Want For Christmas Is You,Mariah Carey,21,1,65
11/30/2024,7,Lose Control,Teddy Swims,8,3,52
11/30/2024,8,Love Somebody,Morgan Wallen,4,1,5
11/30/2024,9,APT.,ROSE & Bruno Mars,7,2,5
11/30/2024,10,Taste,Sabrina Carpenter,10,1,13
11/30/2024,11,No One Noticed,The Marias,-,11,1
11/30/2024,12,I Had Some Help,Post Malone Featuring Morgan Wallen,9,1,28
11/30/2024,13,Sailor Song,Gigi Perez,11,11,11
11/30/2024,14,Espresso,Sabrina Carpenter,12,3,32
11/30/2024,15,Timeless,The Weeknd & Playboi Carti,17,1,8
11/30/2024,16,Whatchu Kno About Me,GloRilla & Sexyy Red,24,16,6
11/30/2024,17,Wildflower,Billie Eilish,18,14,20
11/30/2024,18,Beautiful Things,Benson Boone,13,1,44
11/30/2024,19,Rockin' Around The Christmas Tree,Brenda Lee,33,1,52
11/30/2024,20,"Good Luck, Babe!",Chappell Roan,14,4,31
11/30/2024,21,Last Christmas,Wham!,30,3,43
11/30/2024,22,Jingle Bell Rock,Bobby Helms,38,2,45
11/30/2024,23,"I Love You, I'm Sorry",Gracie Abrams,19,9,11
11/30/2024,24,Tu Boda,Oscar Maydon & Fuerza Regida,16,11,5
11/30/2024,25,Que Pasaria...,Rauw Alejandro & Bad Bunny,-,25,1
11/30/2024,26,Like Him,"Tyler, The Creator Featuring Lola Young",31,18,4
11/30/2024,27,St. Chroma,"Tyler, The Creator Featuring Daniel Caesar",15,1,4
11/30/2024,28,Please Please Please,Sabrina Carpenter,23,1,24
11/30/2024,29,2 Hands,Tate McRae,-,29,1
11/30/2024,30,Not Like Us,Kendrick Lamar,26,1,29
11/30/2024,31,Bed Chem,Sabrina Carpenter,29,9,13
11/30/2024,32,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,25,1,65
11/30/2024,33,Who,Jimin,32,18,18
11/30/2024,34,Hot To Go!,Chappell Roan,27,12,22
11/30/2024,35,Pink Skies,Zach Bryan,22,5,26
11/30/2024,36,Something In The Orange,Zach Bryan,34,3,133
11/30/2024,37,Too Sweet,Hozier,36,1,34
11/30/2024,38,High Road,Zach Bryan,20,20,2
11/30/2024,39,Lies Lies Lies,Morgan Wallen,35,4,20
11/30/2024,40,Million Dollar Baby,Tommy Richman,40,1,30
11/30/2024,41,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,-,5,36
11/30/2024,42,Insecurities,Lil Baby,-,42,1
11/30/2024,43,"Darling, I","Tyler, The Creator Featuring Teezo Touchdown",28,6,4
11/30/2024,44,Pink Pony Club,Chappell Roan,37,20,18
11/30/2024,45,A Holly Jolly Christmas,Burl Ives,-,3,40
11/30/2024,46,It's The Most Wonderful Time Of The Year,Andy Williams,-,3,41
11/30/2024,47,Santa Tell Me,Ariana Grande,-,7,27
11/30/2024,48,Ain't No Love In Oklahoma,Luke Combs,46,14,23
11/30/2024,49,Cowgirls,Morgan Wallen Featuring ERNEST,45,13,35
11/30/2024,50,See You Again,"Tyler, The Creator Featuring Kali Uchis",-,26,9
12/7/2024,1,Squabble Up,Kendrick Lamar,-,1,1
12/7/2024,2,TV Off,Kendrick Lamar Featuring Lefty Gunplay,-,2,1
12/7/2024,3,Luther,Kendrick Lamar & SZA,-,3,1
12/7/2024,4,Wacced Out Murals,Kendrick Lamar,-,4,1
12/7/2024,5,Hey Now,Kendrick Lamar Featuring Dody6,-,5,1
12/7/2024,6,Reincarnated,Kendrick Lamar,-,6,1
12/7/2024,7,Man At The Garden,Kendrick Lamar,-,7,1
12/7/2024,8,Dodger Blue,"Kendrick Lamar Featuring Wallie the Sensei, Siete7x & Roddy Ricch",-,8,1
12/7/2024,9,Peekaboo,Kendrick Lamar Featuring AzChike,-,9,1
12/7/2024,10,All I Want For Christmas Is You,Mariah Carey,6,1,66
12/7/2024,11,Heart Pt. 6,Kendrick Lamar,-,11,1
12/7/2024,12,That's So True,Gracie Abrams,1,1,6
12/7/2024,13,Rockin' Around The Christmas Tree,Brenda Lee,19,1,53
12/7/2024,14,Last Christmas,Wham!,21,3,44
12/7/2024,15,Jingle Bell Rock,Bobby Helms,22,2,46
12/7/2024,16,GNX,"Kendrick Lamar Featuring Hitta J3, YoungThreat & Peysoh",-,16,1
12/7/2024,17,Gloria,Kendrick Lamar & SZA,-,17,1
12/7/2024,18,Die With A Smile,Lady Gaga & Bruno Mars,2,2,15
12/7/2024,19,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",3,1,5
12/7/2024,20,APT.,ROSE & Bruno Mars,9,2,6
12/7/2024,21,A Bar Song (Tipsy),Shaboozey,5,1,33
12/7/2024,22,Birds Of A Feather,Billie Eilish,4,2,28
12/7/2024,23,Lose Control,Teddy Swims,7,3,53
12/7/2024,24,Whatchu Kno About Me,GloRilla & Sexyy Red,16,16,7
12/7/2024,25,I Had Some Help,Post Malone Featuring Morgan Wallen,12,1,29
12/7/2024,26,A Holly Jolly Christmas,Burl Ives,45,3,41
12/7/2024,27,Love Somebody,Morgan Wallen,8,1,6
12/7/2024,28,Taste,Sabrina Carpenter,10,1,14
12/7/2024,29,Timeless,The Weeknd & Playboi Carti,15,1,9
12/7/2024,30,Beautiful Things,Benson Boone,18,1,45
12/7/2024,31,Sailor Song,Gigi Perez,13,11,12
12/7/2024,32,It's The Most Wonderful Time Of The Year,Andy Williams,46,3,42
12/7/2024,33,Espresso,Sabrina Carpenter,14,3,33
12/7/2024,34,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,41,5,37
12/7/2024,35,Not Like Us,Kendrick Lamar,30,1,30
12/7/2024,36,"Good Luck, Babe!",Chappell Roan,20,4,32
12/7/2024,37,Wildflower,Billie Eilish,17,14,21
12/7/2024,38,Santa Tell Me,Ariana Grande,47,7,28
12/7/2024,39,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,-,39,1
12/7/2024,40,Like Him,"Tyler, The Creator Featuring Lola Young",26,18,5
12/7/2024,41,Underneath The Tree,Kelly Clarkson,-,8,27
12/7/2024,42,Sleigh Ride,The Ronettes,-,8,33
12/7/2024,43,Who,Jimin,33,18,19
12/7/2024,44,Tu Boda,Oscar Maydon & Fuerza Regida,24,11,6
12/7/2024,45,"I Love You, I'm Sorry",Gracie Abrams,23,9,12
12/7/2024,46,Popular,Ariana Grande,-,46,1
12/7/2024,47,Please Please Please,Sabrina Carpenter,28,1,25
12/7/2024,48,It's Beginning To Look A Lot Like Christmas,Michael Buble,-,11,23
12/7/2024,49,Feliz Navidad,Jose Feliciano,-,7,31
12/7/2024,50,No One Noticed,The Marias,11,11,2
12/14/2024,1,All I Want For Christmas Is You,Mariah Carey,10,1,67
12/14/2024,2,TV Off,Kendrick Lamar Featuring Lefty Gunplay,2,2,2
12/14/2024,3,Rockin' Around The Christmas Tree,Brenda Lee,13,1,54
12/14/2024,4,Luther,Kendrick Lamar & SZA,3,3,2
12/14/2024,5,Last Christmas,Wham!,14,3,45
12/14/2024,6,Jingle Bell Rock,Bobby Helms,15,2,47
12/14/2024,7,Squabble Up,Kendrick Lamar,1,1,2
12/14/2024,8,A Holly Jolly Christmas,Burl Ives,26,3,42
12/14/2024,9,It's The Most Wonderful Time Of The Year,Andy Williams,32,3,43
12/14/2024,10,Santa Tell Me,Ariana Grande,38,7,29
12/14/2024,11,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,34,5,38
12/14/2024,12,Underneath The Tree,Kelly Clarkson,41,8,28
12/14/2024,13,That's So True,Gracie Abrams,12,1,7
12/14/2024,14,Die With A Smile,Lady Gaga & Bruno Mars,18,2,16
12/14/2024,15,Sleigh Ride,The Ronettes,42,8,34
12/14/2024,16,It's Beginning To Look A Lot Like Christmas,Michael Buble,48,11,24
12/14/2024,17,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",-,5,40
12/14/2024,18,Wacced Out Murals,Kendrick Lamar,4,4,2
12/14/2024,19,Hey Now,Kendrick Lamar Featuring Dody6,5,5,2
12/14/2024,20,APT.,ROSE & Bruno Mars,20,2,7
12/14/2024,21,A Bar Song (Tipsy),Shaboozey,21,1,34
12/14/2024,22,Birds Of A Feather,Billie Eilish,22,2,29
12/14/2024,23,Feliz Navidad,Jose Feliciano,49,7,32
12/14/2024,24,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,-,5,29
12/14/2024,25,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",19,1,6
12/14/2024,26,Dodger Blue,"Kendrick Lamar Featuring Wallie the Sensei, Siete7x & Roddy Ricch",8,8,2
12/14/2024,27,Run Rudolph Run,Chuck Berry,-,6,27
12/14/2024,28,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,-,10,25
12/14/2024,29,Lose Control,Teddy Swims,23,3,54
12/14/2024,30,Reincarnated,Kendrick Lamar,6,6,2
12/14/2024,31,Christmas (Baby Please Come Home),Darlene Love,-,8,26
12/14/2024,32,Peekaboo,Kendrick Lamar Featuring AzChike,9,9,2
12/14/2024,33,Deck The Halls,Nat King Cole,-,13,21
12/14/2024,34,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,-,15,16
12/14/2024,35,Who,Jimin,43,18,20
12/14/2024,36,Timeless,The Weeknd & Playboi Carti,29,1,10
12/14/2024,37,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,39,37,2
12/14/2024,38,I Had Some Help,Post Malone Featuring Morgan Wallen,25,1,30
12/14/2024,39,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,-,14,23
12/14/2024,40,Man At The Garden,Kendrick Lamar,7,7,2
12/14/2024,41,Love Somebody,Morgan Wallen,27,1,7
12/14/2024,42,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,-,18,17
12/14/2024,43,Whatchu Kno About Me,GloRilla & Sexyy Red,24,16,8
12/14/2024,44,"Good Luck, Babe!",Chappell Roan,36,4,33
12/14/2024,45,Blue Christmas,Elvis Presley,-,17,17
12/14/2024,46,Heart Pt. 6,Kendrick Lamar,11,11,2
12/14/2024,47,Sailor Song,Gigi Perez,31,11,13
12/14/2024,48,Espresso,Sabrina Carpenter,33,3,34
12/14/2024,49,Beautiful Things,Benson Boone,30,1,46
12/14/2024,50,Not Like Us,Kendrick Lamar,35,1,31
12/21/2024,1,All I Want For Christmas Is You,Mariah Carey,1,1,68
12/21/2024,2,Rockin' Around The Christmas Tree,Brenda Lee,3,1,55
12/21/2024,3,Jingle Bell Rock,Bobby Helms,6,2,48
12/21/2024,4,Last Christmas,Wham!,5,3,46
12/21/2024,5,Luther,Kendrick Lamar & SZA,4,3,3
12/21/2024,6,A Holly Jolly Christmas,Burl Ives,8,3,43
12/21/2024,7,TV Off,Kendrick Lamar Featuring Lefty Gunplay,2,2,3
12/21/2024,8,Squabble Up,Kendrick Lamar,7,1,3
12/21/2024,9,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,11,5,39
12/21/2024,10,It's The Most Wonderful Time Of The Year,Andy Williams,9,3,44
12/21/2024,11,Santa Tell Me,Ariana Grande,10,7,30
12/21/2024,12,Die With A Smile,Lady Gaga & Bruno Mars,14,2,17
12/21/2024,13,Underneath The Tree,Kelly Clarkson,12,8,29
12/21/2024,14,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",17,5,41
12/21/2024,15,Sleigh Ride,The Ronettes,15,8,35
12/21/2024,16,It's Beginning To Look A Lot Like Christmas,Michael Buble,16,11,25
12/21/2024,17,That's So True,Gracie Abrams,13,1,8
12/21/2024,18,Feliz Navidad,Jose Feliciano,23,7,33
12/21/2024,19,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,24,5,30
12/21/2024,20,APT.,ROSE & Bruno Mars,20,2,8
12/21/2024,21,Birds Of A Feather,Billie Eilish,22,2,30
12/21/2024,22,Run Rudolph Run,Chuck Berry,27,6,28
12/21/2024,23,A Bar Song (Tipsy),Shaboozey,21,1,35
12/21/2024,24,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,28,10,26
12/21/2024,25,Christmas (Baby Please Come Home),Darlene Love,31,8,27
12/21/2024,26,Deck The Halls,Nat King Cole,33,13,22
12/21/2024,27,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,34,15,17
12/21/2024,28,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",25,1,7
12/21/2024,29,Lose Control,Teddy Swims,29,3,55
12/21/2024,30,Who,Jimin,35,18,21
12/21/2024,31,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,42,18,18
12/21/2024,32,Blue Christmas,Elvis Presley,45,17,18
12/21/2024,33,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,39,14,24
12/21/2024,34,I Had Some Help,Post Malone Featuring Morgan Wallen,38,1,31
12/21/2024,35,Timeless,The Weeknd & Playboi Carti,36,1,11
12/21/2024,36,Little Saint Nick,The Beach Boys,-,21,18
12/21/2024,37,Christmastime Is Here,Vince Guaraldi Trio,-,26,10
12/21/2024,38,"Good Luck, Babe!",Chappell Roan,44,4,34
12/21/2024,39,Espresso,Sabrina Carpenter,48,3,35
12/21/2024,40,Hey Now,Kendrick Lamar Featuring Dody6,19,5,3
12/21/2024,41,Not Like Us,Kendrick Lamar,50,1,32
12/21/2024,42,Sailor Song,Gigi Perez,47,11,14
12/21/2024,43,Like It's Christmas,Jonas Brothers,-,30,10
12/21/2024,44,Beautiful Things,Benson Boone,49,1,47
12/21/2024,45,Wacced Out Murals,Kendrick Lamar,18,4,3
12/21/2024,46,Happy Holiday / The Holiday Season,Andy Williams,-,14,24
12/21/2024,47,Wonderful Christmastime,Paul McCartney,-,23,18
12/21/2024,48,Love Somebody,Morgan Wallen,41,1,8
12/21/2024,49,Taste,Sabrina Carpenter,-,1,15
12/21/2024,50,Please Come Home For Christmas,Eagles,-,26,14
12/28/2024,1,All I Want For Christmas Is You,Mariah Carey,1,1,69
12/28/2024,2,Rockin' Around The Christmas Tree,Brenda Lee,2,1,56
12/28/2024,3,Last Christmas,Wham!,4,3,47
12/28/2024,4,Jingle Bell Rock,Bobby Helms,3,2,49
12/28/2024,5,A Holly Jolly Christmas,Burl Ives,6,3,44
12/28/2024,6,Santa Tell Me,Ariana Grande,11,6,31
