date,rank,track,artist,str_last_week,str_peak,str_woc
8/31/2024,38,Stick Season,Noah Kahan,32,3,44
8/31/2024,39,It's Up,"Drake, Young Thug & 21 Savage",22,22,2
8/31/2024,40,Austin,Dasha,33,19,21
8/31/2024,41,Nosedive,Post Malone Featuring Lainey Wilson,-,41,1
8/31/2024,42,Si Antes Te Hubiera Conocido,Karol G,36,33,9
8/31/2024,43,Wildflower,Billie Eilish,38,14,7
8/31/2024,44,I Am Not Okay,Jelly Roll,42,35,7
8/31/2024,45,High Road,Koe Wetzel & Jessie Murph,34,16,11
8/31/2024,46,Have The Heart,Post Malone Featuring Dolly Parton,-,46,1
8/31/2024,47,Fast Car,Luke Combs,-,2,65
8/31/2024,48,Yours,Post Malone,-,48,1
8/31/2024,49,Goes Without Saying,Post Malone Featuring Brad Paisley,-,49,1
8/31/2024,50,Fortnight,Taylor Swift Featuring Post Malone,43,1,18
9/7/2024,1,Taste,Sabrina Carpenter,-,1,1
9/7/2024,2,Please Please Please,Sabrina Carpenter,7,1,12
9/7/2024,3,Die With A Smile,Lady Gaga & Bruno Mars,3,3,2
9/7/2024,4,Espresso,Sabrina Carpenter,8,3,20
9/7/2024,5,A Bar Song (Tipsy),Shaboozey,2,1,20
9/7/2024,6,I Had Some Help,Post Malone Featuring Morgan Wallen,1,1,16
9/7/2024,7,Birds Of A Feather,Billie Eilish,4,4,15
9/7/2024,8,"Good Luck, Babe!",Chappell Roan,5,4,19
9/7/2024,9,Good Graces,Sabrina Carpenter,-,9,1
9/7/2024,10,Bed Chem,Sabrina Carpenter,-,10,1
9/7/2024,11,Not Like Us,Kendrick Lamar,6,1,17
9/7/2024,12,Lose Control,Teddy Swims,13,3,40
9/7/2024,13,Pink Skies,Zach Bryan,10,5,14
9/7/2024,14,Juno,Sabrina Carpenter,-,14,1
9/7/2024,15,Sharpest Tool,Sabrina Carpenter,-,15,1
9/7/2024,16,Million Dollar Baby,Tommy Richman,9,1,18
9/7/2024,17,Beautiful Things,Benson Boone,17,1,32
9/7/2024,18,Coincidence,Sabrina Carpenter,-,18,1
9/7/2024,19,Hot To Go!,Chappell Roan,16,12,10
9/7/2024,20,Slim Pickins,Sabrina Carpenter,-,20,1
9/7/2024,21,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,14,1,53
9/7/2024,22,Lies Lies Lies,Morgan Wallen,15,4,8
9/7/2024,23,Too Sweet,Hozier,18,1,23
9/7/2024,24,Ain't No Love In Oklahoma,Luke Combs,21,14,12
9/7/2024,25,Dumb & Poetic,Sabrina Carpenter,-,25,1
9/7/2024,26,Cowgirls,Morgan Wallen Featuring ERNEST,19,13,23
9/7/2024,27,Don't Smile,Sabrina Carpenter,-,27,1
9/7/2024,28,Pink Pony Club,Chappell Roan,23,20,7
9/7/2024,29,Big Dawgs,Hanumankind X Kalmi,24,18,4
9/7/2024,30,Pour Me A Drink,Post Malone Featuring Blake Shelton,12,10,10
9/7/2024,31,Guy For That,Post Malone Featuring Luke Combs,11,11,5
9/7/2024,32,Miles On It,Marshmello & Kane Brown,31,19,17
9/7/2024,33,Lie To Girls,Sabrina Carpenter,-,33,1
9/7/2024,34,Last Night,Morgan Wallen,29,1,82
9/7/2024,35,Something In The Orange,Zach Bryan,28,3,121
9/7/2024,36,Who,Jimin,30,18,6
9/7/2024,37,28,Zach Bryan,26,10,8
9/7/2024,38,Guess,Charli xcx Featuring Billie Eilish,25,6,4
9/7/2024,39,Kehlani,Jordan Adetunji,33,25,5
9/7/2024,40,Like That,"Future, Metro Boomin & Kendrick Lamar",36,1,23
9/7/2024,41,Wildflower,Billie Eilish,43,14,8
9/7/2024,42,Thinkin' Bout Me,Morgan Wallen,35,6,75
9/7/2024,43,Red Wine Supernova,Chappell Roan,37,31,10
9/7/2024,44,Austin,Dasha,40,19,22
9/7/2024,45,Stick Season,Noah Kahan,38,3,45
9/7/2024,46,Si Antes Te Hubiera Conocido,Karol G,42,33,10
9/7/2024,47,Losers,Post Malone Featuring Jelly Roll,22,22,2
9/7/2024,48,I Am Not Okay,Jelly Roll,44,35,8
9/7/2024,49,High Road,Koe Wetzel & Jessie Murph,45,16,12
9/7/2024,50,Stargazing,Myles Smith,-,34,12
9/14/2024,1,Taste,Sabrina Carpenter,1,1,2
9/14/2024,2,Die With A Smile,Lady Gaga & Bruno Mars,3,2,3
9/14/2024,3,A Bar Song (Tipsy),Shaboozey,5,1,21
9/14/2024,4,Please Please Please,Sabrina Carpenter,2,1,13
9/14/2024,5,I Had Some Help,Post Malone Featuring Morgan Wallen,6,1,17
9/14/2024,6,Espresso,Sabrina Carpenter,4,3,21
9/14/2024,7,Birds Of A Feather,Billie Eilish,7,4,16
9/14/2024,8,"Good Luck, Babe!",Chappell Roan,8,4,20
9/14/2024,9,Bed Chem,Sabrina Carpenter,10,9,2
9/14/2024,10,Not Like Us,Kendrick Lamar,11,1,18
9/14/2024,11,Lose Control,Teddy Swims,12,3,41
9/14/2024,12,Pink Skies,Zach Bryan,13,5,15
9/14/2024,13,Million Dollar Baby,Tommy Richman,16,1,19
9/14/2024,14,Beautiful Things,Benson Boone,17,1,33
9/14/2024,15,Good Graces,Sabrina Carpenter,9,9,2
9/14/2024,16,Hot To Go!,Chappell Roan,19,12,11
9/14/2024,17,Lies Lies Lies,Morgan Wallen,22,4,9
9/14/2024,18,Ain't No Love In Oklahoma,Luke Combs,24,14,13
9/14/2024,19,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,21,1,54
9/14/2024,20,Too Sweet,Hozier,23,1,24
9/14/2024,21,Cowgirls,Morgan Wallen Featuring ERNEST,26,13,24
9/14/2024,22,Juno,Sabrina Carpenter,14,14,2
9/14/2024,23,28,Zach Bryan,37,10,9
9/14/2024,24,Pink Pony Club,Chappell Roan,28,20,8
9/14/2024,25,Miles On It,Marshmello & Kane Brown,32,19,18
9/14/2024,26,Big Dawgs,Hanumankind X Kalmi,29,18,5
9/14/2024,27,Who,Jimin,36,18,7
9/14/2024,28,Last Night,Morgan Wallen,34,1,83
9/14/2024,29,Something In The Orange,Zach Bryan,35,3,122
9/14/2024,30,Sharpest Tool,Sabrina Carpenter,15,15,2
9/14/2024,31,Coincidence,Sabrina Carpenter,18,18,2
9/14/2024,32,Kehlani,Jordan Adetunji,39,25,6
9/14/2024,33,Guy For That,Post Malone Featuring Luke Combs,31,11,6
9/14/2024,34,Austin,Dasha,44,19,23
9/14/2024,35,Like That,"Future, Metro Boomin & Kendrick Lamar",40,1,24
9/14/2024,36,Stick Season,Noah Kahan,45,3,46
9/14/2024,37,Guess,Charli xcx Featuring Billie Eilish,38,6,5
9/14/2024,38,Wildflower,Billie Eilish,41,14,9
9/14/2024,39,You Look Like You Love Me,Ella Langley Featuring Riley Green,-,30,9
9/14/2024,40,I Am Not Okay,Jelly Roll,48,35,9
9/14/2024,41,Slim Pickins,Sabrina Carpenter,20,20,2
9/14/2024,42,Thinkin' Bout Me,Morgan Wallen,42,6,76
9/14/2024,43,Si Antes Te Hubiera Conocido,Karol G,46,33,11
9/14/2024,44,Red Wine Supernova,Chappell Roan,43,31,11
9/14/2024,45,High Road,Koe Wetzel & Jessie Murph,49,16,13
9/14/2024,46,Pour Me A Drink,Post Malone Featuring Blake Shelton,30,10,11
9/14/2024,47,Stargazing,Myles Smith,50,34,13
9/14/2024,48,Losers,Post Malone Featuring Jelly Roll,47,22,3
9/14/2024,49,Slow It Down,Benson Boone,-,29,10
9/14/2024,50,Dumb & Poetic,Sabrina Carpenter,25,25,2
9/21/2024,1,Taste,Sabrina Carpenter,1,1,3
9/21/2024,2,A Bar Song (Tipsy),Shaboozey,3,1,22
9/21/2024,3,Die With A Smile,Lady Gaga & Bruno Mars,2,2,4
9/21/2024,4,I Had Some Help,Post Malone Featuring Morgan Wallen,5,1,18
9/21/2024,5,Espresso,Sabrina Carpenter,6,3,22
9/21/2024,6,Birds Of A Feather,Billie Eilish,7,4,17
9/21/2024,7,Please Please Please,Sabrina Carpenter,4,1,14
9/21/2024,8,"Good Luck, Babe!",Chappell Roan,8,4,21
9/21/2024,9,Not Like Us,Kendrick Lamar,10,1,19
9/21/2024,10,Lose Control,Teddy Swims,11,3,42
9/21/2024,11,Bed Chem,Sabrina Carpenter,9,9,3
9/21/2024,12,Pink Skies,Zach Bryan,12,5,16
9/21/2024,13,Beautiful Things,Benson Boone,14,1,34
9/21/2024,14,Million Dollar Baby,Tommy Richman,13,1,20
9/21/2024,15,Lies Lies Lies,Morgan Wallen,17,4,10
9/21/2024,16,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,19,1,55
9/21/2024,17,Hot To Go!,Chappell Roan,16,12,12
9/21/2024,18,Ain't No Love In Oklahoma,Luke Combs,18,14,14
9/21/2024,19,The Emptiness Machine,Linkin Park,-,19,1
9/21/2024,20,Too Sweet,Hozier,20,1,25
9/21/2024,21,28,Zach Bryan,23,10,10
9/21/2024,22,Cowgirls,Morgan Wallen Featuring ERNEST,21,13,25
9/21/2024,23,Good Graces,Sabrina Carpenter,15,9,3
9/21/2024,24,Pink Pony Club,Chappell Roan,24,20,9
9/21/2024,25,Miles On It,Marshmello & Kane Brown,25,19,19
9/21/2024,26,Who,Jimin,27,18,8
9/21/2024,27,Something In The Orange,Zach Bryan,29,3,123
9/21/2024,28,Austin,Dasha,34,19,24
9/21/2024,29,Guy For That,Post Malone Featuring Luke Combs,33,11,7
9/21/2024,30,Last Night,Morgan Wallen,28,1,84
9/21/2024,31,Big Dawgs,Hanumankind X Kalmi,26,18,6
9/21/2024,32,Wildflower,Billie Eilish,38,14,10
9/21/2024,33,Like That,"Future, Metro Boomin & Kendrick Lamar",35,1,25
9/21/2024,34,Kehlani,Jordan Adetunji,32,25,7
9/21/2024,35,Stick Season,Noah Kahan,36,3,47
9/21/2024,36,I Am Not Okay,Jelly Roll,40,35,10
9/21/2024,37,Sailor Song,Gigi Perez,-,37,1
9/21/2024,38,Juno,Sabrina Carpenter,22,14,3
9/21/2024,39,High Road,Koe Wetzel & Jessie Murph,45,16,14
9/21/2024,40,Thinkin' Bout Me,Morgan Wallen,42,6,77
9/21/2024,41,Si Antes Te Hubiera Conocido,Karol G,43,33,12
9/21/2024,42,Neva Play,Megan Thee Stallion & RM,-,42,1
9/21/2024,43,You Look Like You Love Me,Ella Langley Featuring Riley Green,39,30,10
9/21/2024,44,Red Wine Supernova,Chappell Roan,44,31,12
9/21/2024,45,Guess,Charli xcx Featuring Billie Eilish,37,6,6
9/21/2024,46,"I Love You, I'm Sorry",Gracie Abrams,-,46,1
9/21/2024,47,We Can't Be Friends (Wait For Your Love),Ariana Grande,-,1,16
9/21/2024,48,La Patrulla,Peso Pluma & Neton Vega,-,48,1
9/21/2024,49,Fast Car,Luke Combs,-,2,66
9/21/2024,50,Circadian Rhythm,Drake,-,50,1
9/28/2024,1,A Bar Song (Tipsy),Shaboozey,2,1,23
9/28/2024,2,Taste,Sabrina Carpenter,1,1,4
9/28/2024,3,Die With A Smile,Lady Gaga & Bruno Mars,3,2,5
9/28/2024,4,I Had Some Help,Post Malone Featuring Morgan Wallen,4,1,19
9/28/2024,5,"Good Luck, Babe!",Chappell Roan,8,4,22
9/28/2024,6,Espresso,Sabrina Carpenter,5,3,23
9/28/2024,7,Birds Of A Feather,Billie Eilish,6,4,18
9/28/2024,8,Please Please Please,Sabrina Carpenter,7,1,15
9/28/2024,9,All Red,Playboi Carti,-,9,1
9/28/2024,10,Lose Control,Teddy Swims,10,3,43
9/28/2024,11,Not Like Us,Kendrick Lamar,9,1,20
9/28/2024,12,Bed Chem,Sabrina Carpenter,11,9,4
9/28/2024,13,Beautiful Things,Benson Boone,13,1,35
9/28/2024,14,It's Ok I'm Ok,Tate McRae,-,14,1
9/28/2024,15,Dancing In The Flames,The Weeknd,-,15,1
9/28/2024,16,Pink Skies,Zach Bryan,12,5,17
9/28/2024,17,Hot To Go!,Chappell Roan,17,12,13
9/28/2024,18,Lies Lies Lies,Morgan Wallen,15,4,11
9/28/2024,19,Million Dollar Baby,Tommy Richman,14,1,21
9/28/2024,20,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,16,1,56
9/28/2024,21,Ain't No Love In Oklahoma,Luke Combs,18,14,15
9/28/2024,22,Too Sweet,Hozier,20,1,26
9/28/2024,23,Pink Pony Club,Chappell Roan,24,20,10
9/28/2024,24,Who,Jimin,26,18,9
9/28/2024,25,28,Zach Bryan,21,10,11
9/28/2024,26,Cowgirls,Morgan Wallen Featuring ERNEST,22,13,26
9/28/2024,27,Miles On It,Marshmello & Kane Brown,25,19,20
9/28/2024,28,Something In The Orange,Zach Bryan,27,3,124
9/28/2024,29,Last Night,Morgan Wallen,30,1,85
9/28/2024,30,Good Graces,Sabrina Carpenter,23,9,4
9/28/2024,31,Stick Season,Noah Kahan,35,3,48
9/28/2024,32,Sailor Song,Gigi Perez,37,32,2
9/28/2024,33,Wildflower,Billie Eilish,32,14,11
9/28/2024,34,Like That,"Future, Metro Boomin & Kendrick Lamar",33,1,26
9/28/2024,35,I Am Not Okay,Jelly Roll,36,35,11
9/28/2024,36,I Can Do It With A Broken Heart,Taylor Swift,-,4,15
9/28/2024,37,Guy For That,Post Malone Featuring Luke Combs,29,11,8
9/28/2024,38,Si Antes Te Hubiera Conocido,Karol G,41,33,13
9/28/2024,39,Kehlani,Jordan Adetunji,34,25,8
9/28/2024,40,Austin,Dasha,28,19,25
9/28/2024,41,Thinkin' Bout Me,Morgan Wallen,40,6,78
9/28/2024,42,La Patrulla,Peso Pluma & Neton Vega,48,42,2
9/28/2024,43,Big Dawgs,Hanumankind X Kalmi,31,18,7
9/28/2024,44,"I Love You, I'm Sorry",Gracie Abrams,46,44,2
9/28/2024,45,Red Wine Supernova,Chappell Roan,44,31,13
9/28/2024,46,The Emptiness Machine,Linkin Park,19,19,2
9/28/2024,47,You Look Like You Love Me,Ella Langley Featuring Riley Green,43,30,11
9/28/2024,48,Guess,Charli xcx Featuring Billie Eilish,45,6,7
9/28/2024,49,High Road,Koe Wetzel & Jessie Murph,39,16,15
9/28/2024,50,The Door,Teddy Swims,-,50,1
10/5/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,24
10/5/2024,2,Die With A Smile,Lady Gaga & Bruno Mars,3,2,6
10/5/2024,3,Taste,Sabrina Carpenter,2,1,5
10/5/2024,4,"Good Luck, Babe!",Chappell Roan,5,4,23
10/5/2024,5,I Had Some Help,Post Malone Featuring Morgan Wallen,4,1,20
10/5/2024,6,Birds Of A Feather,Billie Eilish,7,4,19
10/5/2024,7,Espresso,Sabrina Carpenter,6,3,24
10/5/2024,8,Please Please Please,Sabrina Carpenter,8,1,16
10/5/2024,9,Lose Control,Teddy Swims,10,3,44
10/5/2024,10,Not Like Us,Kendrick Lamar,11,1,21
10/5/2024,11,Teflon Don,Future,-,11,1
10/5/2024,12,Beautiful Things,Benson Boone,13,1,36
10/5/2024,13,Bed Chem,Sabrina Carpenter,12,9,5
10/5/2024,14,Lil Demon,Future,-,14,1
10/5/2024,15,Hot To Go!,Chappell Roan,17,12,14
10/5/2024,16,Pink Skies,Zach Bryan,16,5,18
10/5/2024,17,Lies Lies Lies,Morgan Wallen,18,4,12
10/5/2024,18,Ski,Future,-,18,1
10/5/2024,19,Too Fast,Future,-,19,1
10/5/2024,20,Million Dollar Baby,Tommy Richman,19,1,22
10/5/2024,21,Plutoski,Future,-,21,1
10/5/2024,22,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,20,1,57
10/5/2024,23,Too Sweet,Hozier,22,1,27
10/5/2024,24,Ain't No Love In Oklahoma,Luke Combs,21,14,16
10/5/2024,25,Who,Jimin,24,18,10
10/5/2024,26,Cowgirls,Morgan Wallen Featuring ERNEST,26,13,27
10/5/2024,27,Pink Pony Club,Chappell Roan,23,20,11
10/5/2024,28,28,Zach Bryan,25,10,12
10/5/2024,29,Something In The Orange,Zach Bryan,28,3,125
10/5/2024,30,It's Ok I'm Ok,Tate McRae,14,14,2
10/5/2024,31,Miles On It,Marshmello & Kane Brown,27,19,21
10/5/2024,32,Ready To Cook Up,Future,-,32,1
10/5/2024,33,Wildflower,Billie Eilish,33,14,12
10/5/2024,34,Ocean,Future,-,34,1
10/5/2024,35,Sailor Song,Gigi Perez,32,32,3
10/5/2024,36,Last Night,Morgan Wallen,29,1,86
10/5/2024,37,Thinkin' Bout Me,Morgan Wallen,41,6,79
10/5/2024,38,I Am Not Okay,Jelly Roll,35,35,12
10/5/2024,39,Guy For That,Post Malone Featuring Luke Combs,37,11,9
10/5/2024,40,Stick Season,Noah Kahan,31,3,49
10/5/2024,41,All Red,Playboi Carti,9,9,2
10/5/2024,42,La Patrulla,Peso Pluma & Neton Vega,42,42,3
10/5/2024,43,Austin,Dasha,40,19,26
10/5/2024,44,Good Graces,Sabrina Carpenter,30,9,5
10/5/2024,45,Like That,"Future, Metro Boomin & Kendrick Lamar",34,1,27
10/5/2024,46,South Of France,Future,-,46,1
10/5/2024,47,"I Love You, I'm Sorry",Gracie Abrams,44,44,3
10/5/2024,48,Brazzier,Future,-,48,1
10/5/2024,49,Press The Button,Future,-,49,1
10/5/2024,50,Si Antes Te Hubiera Conocido,Karol G,38,33,14
10/12/2024,1,Timeless,The Weeknd & Playboi Carti,-,1,1
10/12/2024,2,A Bar Song (Tipsy),Shaboozey,1,1,25
10/12/2024,3,Die With A Smile,Lady Gaga & Bruno Mars,2,2,7
10/12/2024,4,Taste,Sabrina Carpenter,3,1,6
10/12/2024,5,Birds Of A Feather,Billie Eilish,6,4,20
10/12/2024,6,I Had Some Help,Post Malone Featuring Morgan Wallen,5,1,21
10/12/2024,7,"Good Luck, Babe!",Chappell Roan,4,4,24
10/12/2024,8,Espresso,Sabrina Carpenter,7,3,25
10/12/2024,9,Please Please Please,Sabrina Carpenter,8,1,17
10/12/2024,10,Lose Control,Teddy Swims,9,3,45
10/12/2024,11,Not Like Us,Kendrick Lamar,10,1,22
10/12/2024,12,Beautiful Things,Benson Boone,12,1,37
10/12/2024,13,Bed Chem,Sabrina Carpenter,13,9,6
10/12/2024,14,Pink Skies,Zach Bryan,16,5,19
10/12/2024,15,Hot To Go!,Chappell Roan,15,12,15
10/12/2024,16,Lies Lies Lies,Morgan Wallen,17,4,13
10/12/2024,17,Million Dollar Baby,Tommy Richman,20,1,23
10/12/2024,18,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,22,1,58
10/12/2024,19,Too Sweet,Hozier,23,1,28
10/12/2024,20,Who,Jimin,25,18,11
10/12/2024,21,Ain't No Love In Oklahoma,Luke Combs,24,14,17
10/12/2024,22,Cowgirls,Morgan Wallen Featuring ERNEST,26,13,28
10/12/2024,23,Pink Pony Club,Chappell Roan,27,20,12
10/12/2024,24,Wildflower,Billie Eilish,33,14,13
10/12/2024,25,Something In The Orange,Zach Bryan,29,3,126
10/12/2024,26,Miles On It,Marshmello & Kane Brown,31,19,22
10/12/2024,27,28,Zach Bryan,28,10,13
10/12/2024,28,Last Night,Morgan Wallen,36,1,87
10/12/2024,29,Good Graces,Sabrina Carpenter,44,9,6
10/12/2024,30,Sailor Song,Gigi Perez,35,30,4
10/12/2024,31,Stick Season,Noah Kahan,40,3,50
10/12/2024,32,Thinkin' Bout Me,Morgan Wallen,37,6,80
10/12/2024,33,I Am Not Okay,Jelly Roll,38,33,13
10/12/2024,34,Juno,Sabrina Carpenter,-,14,4
10/12/2024,35,It's Ok I'm Ok,Tate McRae,30,14,3
10/12/2024,36,La Patrulla,Peso Pluma & Neton Vega,42,36,4
10/12/2024,37,Lil Demon,Future,14,14,2
10/12/2024,38,Austin,Dasha,43,19,27
10/12/2024,39,"I Love You, I'm Sorry",Gracie Abrams,47,39,4
10/12/2024,40,Si Antes Te Hubiera Conocido,Karol G,50,33,15
10/12/2024,41,Like That,"Future, Metro Boomin & Kendrick Lamar",45,1,28
10/12/2024,42,Guy For That,Post Malone Featuring Luke Combs,39,11,10
10/12/2024,43,Sweater Weather,The Neighbourhood,-,19,30
10/12/2024,44,Teflon Don,Future,11,11,2
10/12/2024,45,Big Dawgs,Hanumankind X Kalmi,-,18,8
10/12/2024,46,You Look Like You Love Me,Ella Langley Featuring Riley Green,-,30,12
10/12/2024,47,Slow It Down,Benson Boone,-,29,11
10/12/2024,48,The Door,Teddy Swims,-,48,2
10/12/2024,49,Snooze,SZA,-,4,80
10/12/2024,50,Kehlani,Jordan Adetunji,-,25,9
10/19/2024,1,A Bar Song (Tipsy),Shaboozey,2,1,26
10/19/2024,2,Die With A Smile,Lady Gaga & Bruno Mars,3,2,8
10/19/2024,3,Taste,Sabrina Carpenter,4,1,7
10/19/2024,4,Birds Of A Feather,Billie Eilish,5,4,21
10/19/2024,5,Timeless,The Weeknd & Playboi Carti,1,1,2
10/19/2024,6,I Had Some Help,Post Malone Featuring Morgan Wallen,6,1,22
10/19/2024,7,Espresso,Sabrina Carpenter,8,3,26
10/19/2024,8,"Good Luck, Babe!",Chappell Roan,7,4,25
10/19/2024,9,Please Please Please,Sabrina Carpenter,9,1,18
10/19/2024,10,Lose Control,Teddy Swims,10,3,46
10/19/2024,11,Beautiful Things,Benson Boone,12,1,38
10/19/2024,12,Not Like Us,Kendrick Lamar,11,1,23
10/19/2024,13,Bed Chem,Sabrina Carpenter,13,9,7
10/19/2024,14,Pink Skies,Zach Bryan,14,5,20
10/19/2024,15,Lies Lies Lies,Morgan Wallen,16,4,14
10/19/2024,16,Hot To Go!,Chappell Roan,15,12,16
10/19/2024,17,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,18,1,59
10/19/2024,18,Million Dollar Baby,Tommy Richman,17,1,24
10/19/2024,19,Wildflower,Billie Eilish,24,14,14
10/19/2024,20,Ain't No Love In Oklahoma,Luke Combs,21,14,18
10/19/2024,21,Cowgirls,Morgan Wallen Featuring ERNEST,22,13,29
10/19/2024,22,Who,Jimin,20,18,12
10/19/2024,23,"I Love You, I'm Sorry",Gracie Abrams,39,23,5
10/19/2024,24,Sailor Song,Gigi Perez,30,24,5
10/19/2024,25,Too Sweet,Hozier,19,1,29
10/19/2024,26,Something In The Orange,Zach Bryan,25,3,127
10/19/2024,27,Miles On It,Marshmello & Kane Brown,26,19,23
10/19/2024,28,Pink Pony Club,Chappell Roan,23,20,13
10/19/2024,29,Stick Season,Noah Kahan,31,3,51
10/19/2024,30,Last Night,Morgan Wallen,28,1,88
10/19/2024,31,28,Zach Bryan,27,10,14
10/19/2024,32,I Am Not Okay,Jelly Roll,33,32,14
10/19/2024,33,Good Graces,Sabrina Carpenter,29,9,7
10/19/2024,34,Juno,Sabrina Carpenter,34,14,5
10/19/2024,35,Thinkin' Bout Me,Morgan Wallen,32,6,81
10/19/2024,36,La Patrulla,Peso Pluma & Neton Vega,36,36,5
10/19/2024,37,It's Ok I'm Ok,Tate McRae,35,14,4
10/19/2024,38,You Look Like You Love Me,Ella Langley Featuring Riley Green,46,30,13
10/19/2024,39,Fast Car,Luke Combs,-,2,67
10/19/2024,40,Snooze,SZA,49,4,81
10/19/2024,41,Sweater Weather,The Neighbourhood,43,19,31
10/19/2024,42,FE!N,Travis Scott Featuring Playboi Carti,-,2,12
10/19/2024,43,Dos Dias,Tito Double P & Peso Pluma,-,43,1
10/19/2024,44,Or What?,NLE Choppa & 41,-,44,1
10/19/2024,45,Slow It Down,Benson Boone,47,29,12
10/19/2024,46,Si Antes Te Hubiera Conocido,Karol G,40,33,16
10/19/2024,47,Like That,"Future, Metro Boomin & Kendrick Lamar",41,1,29
10/19/2024,48,The Door,Teddy Swims,48,48,3
10/19/2024,49,Austin,Dasha,38,19,28
10/19/2024,50,Tennessee Whiskey,Chris Stapleton,-,16,89
10/26/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,27
10/26/2024,2,Birds Of A Feather,Billie Eilish,4,2,22
10/26/2024,3,Die With A Smile,Lady Gaga & Bruno Mars,2,2,9
10/26/2024,4,Taste,Sabrina Carpenter,3,1,8
10/26/2024,5,I Had Some Help,Post Malone Featuring Morgan Wallen,6,1,23
10/26/2024,6,25,Rod Wave,-,6,1
10/26/2024,7,Timeless,The Weeknd & Playboi Carti,5,1,3
10/26/2024,8,Espresso,Sabrina Carpenter,7,3,27
10/26/2024,9,"Good Luck, Babe!",Chappell Roan,8,4,26
10/26/2024,10,"I Love You, I'm Sorry",Gracie Abrams,23,10,6
10/26/2024,11,Lose Control,Teddy Swims,10,3,47
10/26/2024,12,Please Please Please,Sabrina Carpenter,9,1,19
10/26/2024,13,Beautiful Things,Benson Boone,11,1,39
10/26/2024,14,Not Like Us,Kendrick Lamar,12,1,24
10/26/2024,15,Pink Skies,Zach Bryan,14,5,21
10/26/2024,16,Lies Lies Lies,Morgan Wallen,15,4,15
10/26/2024,17,Wildflower,Billie Eilish,19,14,15
10/26/2024,18,Bed Chem,Sabrina Carpenter,13,9,8
10/26/2024,19,Sailor Song,Gigi Perez,24,19,6
10/26/2024,20,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,17,1,60
10/26/2024,21,Hot To Go!,Chappell Roan,16,12,17
10/26/2024,22,Whatchu Kno About Me,GloRilla & Sexyy Red,-,22,1
10/26/2024,23,Who,Jimin,22,18,13
10/26/2024,24,Million Dollar Baby,Tommy Richman,18,1,25
10/26/2024,25,Last Lap,Rod Wave,-,25,1
10/26/2024,26,Cowgirls,Morgan Wallen Featuring ERNEST,21,13,30
10/26/2024,27,Sympathy Is A Knife,Charli xcx Featuring Ariana Grande,-,27,1
10/26/2024,28,Ain't No Love In Oklahoma,Luke Combs,20,14,19
10/26/2024,29,Something In The Orange,Zach Bryan,26,3,128
10/26/2024,30,Too Sweet,Hozier,25,1,30
10/26/2024,31,I Am Not Okay,Jelly Roll,32,31,15
10/26/2024,32,Miles On It,Marshmello & Kane Brown,27,19,24
10/26/2024,33,Pink Pony Club,Chappell Roan,28,20,14
10/26/2024,34,TGIF,GloRilla,-,21,9
10/26/2024,35,Federal Nightmares,Rod Wave,-,35,1
10/26/2024,36,Angel With An Attitude,Rod Wave,-,36,1
10/26/2024,37,Fall Fast In Love,Rod Wave,-,37,1
10/26/2024,38,F**k Fame,Rod Wave Featuring Lil Yachty & Lil Baby,-,38,1
10/26/2024,39,Last Night,Morgan Wallen,30,1,89
10/26/2024,40,Stick Season,Noah Kahan,29,3,52
10/26/2024,41,Passport Junkie,Rod Wave,-,41,1
10/26/2024,42,Hollon,GloRilla,-,42,1
10/26/2024,43,Never Mind,Rod Wave,-,43,1
10/26/2024,44,Turtle Race,Rod Wave,-,44,1
10/26/2024,45,Guess,Charli xcx Featuring Billie Eilish,-,6,8
10/26/2024,46,Thinkin' Bout Me,Morgan Wallen,35,6,82
10/26/2024,47,La Patrulla,Peso Pluma & Neton Vega,36,36,6
10/26/2024,48,28,Zach Bryan,31,10,15
10/26/2024,49,Or What?,NLE Choppa & 41,44,44,2
10/26/2024,50,FE!N,Travis Scott Featuring Playboi Carti,42,2,13
11/2/2024,1,Love Somebody,Morgan Wallen,-,1,1
11/2/2024,2,APT.,ROSE & Bruno Mars,-,2,1
11/2/2024,3,A Bar Song (Tipsy),Shaboozey,1,1,28
11/2/2024,4,Die With A Smile,Lady Gaga & Bruno Mars,3,2,10
11/2/2024,5,Birds Of A Feather,Billie Eilish,2,2,23
11/2/2024,6,Taste,Sabrina Carpenter,4,1,9
11/2/2024,7,I Had Some Help,Post Malone Featuring Morgan Wallen,5,1,24
11/2/2024,8,Espresso,Sabrina Carpenter,8,3,28
11/2/2024,9,"I Love You, I'm Sorry",Gracie Abrams,10,9,7
11/2/2024,10,Lose Control,Teddy Swims,11,3,48
11/2/2024,11,"Good Luck, Babe!",Chappell Roan,9,4,27
11/2/2024,12,Timeless,The Weeknd & Playboi Carti,7,1,4
